thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,thisRow.t,notes,Instructions.started,advance_key.started,instruction_image.started,Instructions.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,pointsText1.started,etRecord.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,pointsText2.started,tree1.started,tree2.started,tree3.started,etRecord_2.started,pointsText2.stopped,appleImage.stopped,tree1.stopped,tree2.stopped,tree3.stopped,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,,,,,,,,,,,0.04272454099555034,0.06244066599174403,0.06244066599174403,14.41135262500029,space,13.852974124994944,0.09506020799744874,,,,,0,0.5,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,516098,001,2025-08-06_14h14.13.840,regret_experiment,2024.2.4,119.88688718652293,0,0.5,0.7,0.2,2025-08-06 14h14.25.322929 -0700,
0,0,0,0,0,0,0,,,,14.435432540994952,,,,,,,,,14.414312165987212,14.435432540994952,15.413599707986577,1,0,0.5,0.7,0.2,15.413691082998412,16.441663665988017,16.441663665988017,16.441663665988017,16.441663665988017,16.441663665988017,0.002331542011233978,17.282908290988416,up,0.8332298750028713,None,up,0.8332298750028713,0.7,1,17.295272374991328,18.49703495799622,18.49703495799622,18.49703495799622,18.49703495799622,18.49703495799622,0.0121701669995673,19.486022165991017,20.484760624996852,20.484760624996852,20.484760624996852,20.484760624996852,,,,,,,0,0.5,0.7,0.2,,
