thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,0.008880834036972374,0.01947775000007823,0.01947775000007823,,,,,,,,,,,,
