thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,0.007983082963619381,0.017304042004980147,0.017304042004980147,,,,,,,,,,,,
