thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,RegretRating.started,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,RegretRating.stopped,trials.regret_key.keys,trials.regret_key.rt,trials.regret_key.duration,regret_rating,regret_rt,ITI.started,blank_screen.started,ITI.stopped,blank_screen.stopped,fixcross.stopped,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
9,0,9,up,0.3620787500003644,None,None,,,9,0,9,0,65.02960516699932,,,,,,,,,65.02426237500003,65.02960516699932,9.958400005416479e-05,66.01399462500012,10,1,0.2,0.7,0.5,66.01420991699888,66.02340116699997,66.02340116699997,66.02340116699997,66.02340116699997,66.39134570900023,up,0.3620787500003644,None,up,0.3620787500003644,0.7,1,66.40519833399958,66.41270429199903,66.41270429199903,66.41270429199903,66.41270429199903,68.39735237499917,68.39789550000023,,,,,,68.39793241699954,None,,,NA,NA,68.39802425000016,68.40597841699855,69.39057445899925,69.39732274999915,66.02340116699997,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
10,0,10,up,0.3355435410012433,None,None,,,10,0,10,0,69.39732274999915,,,,,,,,,69.39156133399956,69.39732274999915,-0.0005231249997450504,70.38109770899973,11,1,0.2,0.7,0.5,70.38137462499981,70.38900658399871,70.38900658399871,70.38900658399871,70.38900658399871,70.72961166699861,up,0.3355435410012433,None,up,0.3355435410012433,0.7,1,70.74145358399983,70.74787058400034,70.74787058400034,70.74787058400034,70.74787058400034,72.73993441699895,72.74087316700025,,,,,,72.74097487499967,None,,,NA,NA,72.74109504199987,72.74647870899935,73.73995174999982,73.74540795899884,70.38900658399871,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
11,0,11,up,0.30197354200026894,None,None,,,11,0,11,0,73.74540795899884,,,,,,,,,73.74030387499988,73.74540795899884,-0.0007302500016521662,74.72849370899894,12,1,0.2,0.7,0.5,74.72880929199891,74.73994420899908,74.73994420899908,74.73994420899908,74.73994420899908,75.04971066699909,up,0.30197354200026894,None,up,0.30197354200026894,0.7,1,75.06302416699873,75.07139416700011,75.07139416700011,75.07139416700011,75.07139416700011,77.05648983399988,77.05738504199871,,,,,,77.05749341699993,None,,,NA,NA,77.05761333400005,77.06319570899905,78.04675345899886,78.05560258399964,74.73994420899908,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
12,0,12,up,0.2685295829996903,None,1,1.1029043339985947,None,12,0,12,0,78.05560258399964,,,,,,,,,78.04706737499873,78.05560258399964,0.0036851250006293412,79.04086800000005,13,1,0.2,0.7,0.5,79.04187691699917,79.05634508399999,79.05634508399999,79.05634508399999,79.05634508399999,79.33018520899896,up,0.2685295829996903,None,up,0.2685295829996903,0.7,0,79.3436531669995,79.35064016700017,79.35064016700017,79.35064016700017,79.35064016700017,81.33981287499955,81.34662316699905,81.35499924999931,81.35499924999931,81.35499924999931,81.35499924999931,81.35499924999931,82.46328066699971,1,1.1029043339985947,None,1,1.1029043339985947,82.46335033399919,82.47305462499935,83.45715462499902,83.46364195899878,79.04736245899949,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
13,0,13,up,0.2912594999997964,None,None,,,13,0,13,0,83.46364195899878,,,,,,,,,83.45795104199897,83.46364195899878,0.0004225829998176778,84.45618483399994,14,1,0.2,0.7,0.5,84.4564930839988,84.46194983399982,84.46194983399982,84.46194983399982,84.46194983399982,84.757834,up,0.2912594999997964,None,up,0.2912594999997964,0.7,1,84.77128166699913,84.77923254199959,84.77923254199959,84.77923254199959,84.77923254199959,86.76085508399956,86.76138625000021,,,,,,86.76141966700015,None,,,NA,NA,86.76146829199934,86.77282591699986,87.7565650839988,87.76228154199998,84.46194983399982,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
14,0,14,up,0.3106834170012007,None,2,1.7362892080000165,None,14,0,14,0,87.76228154199998,,,,,,,,,87.75733087499975,87.76228154199998,0.0009114170006796485,88.75714162499935,15,1,0.2,0.7,0.5,88.75766858399948,88.76283983400026,88.76283983400026,88.76283983400026,88.76283983400026,89.07876108399978,up,0.3106834170012007,None,up,0.3106834170012007,0.7,0,89.09185191699908,89.09828808400016,89.09828808400016,89.09828808400016,89.09828808400016,91.08983737499875,91.09810341699995,91.1046556250003,91.1046556250003,91.1046556250003,91.1046556250003,91.1046556250003,92.84591308400013,2,1.7362892080000165,None,2,1.7362892080000165,92.84598012499919,92.85507691699968,93.83956062499965,93.84536670899979,88.76283983400026,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
15,0,15,left,0.30973783300032665,None,3,1.0650487919992884,None,15,0,15,0,93.84536670899979,,,,,,,,,93.83985879200009,93.84536670899979,-0.0005465829999593552,94.83888062499864,16,1,0.2,0.7,0.5,94.8392643749994,94.84417920899978,94.84417920899978,94.84417920899978,94.84417920899978,95.1566338749999,left,0.30973783300032665,None,left,0.30973783300032665,0.2,0,95.16910666699914,95.17586729199866,95.17586729199866,95.17586729199866,95.17586729199866,97.16220983399944,97.16898445900006,97.17658779199883,97.17658779199883,97.17658779199883,97.17658779199883,97.17658779199883,98.24613158399916,3,1.0650487919992884,None,3,1.0650487919992884,98.2461977919993,98.2548725839988,99.24000741700002,99.24604566699963,94.84417920899978,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
16,0,16,right,0.5247063749993686,None,None,,,16,0,16,0,99.24604566699963,,,,,,,,,99.24129866699877,99.24604566699963,-5.500000042957254e-05,100.23933220899926,17,1,0.2,0.7,0.5,100.23958387499988,100.24484929199934,100.24484929199934,100.24484929199934,100.24484929199934,100.77377912500015,right,0.5247063749993686,None,right,0.5247063749993686,0.5,1,100.78610408399982,100.79308108399891,100.79308108399891,100.79308108399891,100.79308108399891,102.7793900839988,102.7799849589992,,,,,,102.78002129199922,None,,,NA,NA,102.78007099999923,102.7898002919992,103.77364079200015,103.77896799999871,100.24484929199934,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
17,0,17,right,0.3012027089989715,None,None,,,17,0,17,0,103.77896799999871,,,,,,,,,103.7739921249995,103.77896799999871,-0.000985832999504055,104.76381787500031,18,1,0.2,0.7,0.5,104.76406624999981,104.77319858400006,104.77319858400006,104.77319858400006,104.77319858400006,105.08104870900024,right,0.3012027089989715,None,right,0.3012027089989715,0.5,1,105.09712554199905,105.11860937500023,105.11860937500023,105.11860937500023,105.11860937500023,107.08948529199915,107.09053416699862,,,,,,107.09058329199979,None,,,NA,NA,107.0906899169986,107.09557412499998,108.08925291699961,108.09477766700002,104.77319858400006,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
18,0,18,right,0.568660416000057,None,2,0.5933415420004167,None,18,0,18,0,108.09477766700002,,,,,,,,,108.08968308399926,108.09477766700002,-0.000948708999203518,109.0807006670002,19,1,0.2,0.7,0.5,109.08105208399866,109.08864449999965,109.08864449999965,109.08864449999965,109.08864449999965,109.66313433399955,right,0.568660416000057,None,right,0.568660416000057,0.5,0,109.67676399999982,109.6834857089998,109.6834857089998,109.6834857089998,109.6834857089998,111.67224625000017,111.67896970899892,111.68841508399964,111.68841508399964,111.68841508399964,111.68841508399964,111.68841508399964,112.29064854199896,2,0.5933415420004167,None,2,0.5933415420004167,112.29072962499959,112.29856783399919,113.29048691699973,113.29710729199905,109.08864449999965,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
19,0,19,up,0.6814633329995559,None,2,0.38967699999921024,None,19,0,19,0,113.29710729199905,,,,,,,,,113.29119933400034,113.29710729199905,0.0005349160001060227,114.28912533400035,20,1,0.2,0.7,0.5,114.28946149999865,114.29499833399859,114.29499833399859,114.29499833399859,114.29499833399859,114.98007870899892,up,0.6814633329995559,None,up,0.6814633329995559,0.7,0,114.99399520899897,115.00122124999871,115.00122124999871,115.00122124999871,115.00122124999871,116.98934162499972,116.99627041699932,117.00306045899924,117.00306045899924,117.00306045899924,117.00306045899924,117.00306045899924,117.39731241699883,2,0.38967699999921024,None,2,0.38967699999921024,117.39738120899892,117.40507020899895,118.39094091699917,118.39694454199889,114.29499833399859,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
20,0,20,right,0.30172658400078944,None,3,0.4903391250009008,None,20,0,20,0,118.39694454199889,,,,,,,,,118.39172312499977,118.39694454199889,-0.0003179579998686677,119.38987900000029,21,1,0.2,0.7,0.5,119.39013716699992,119.39537408399883,119.39537408399883,119.39537408399883,119.39537408399883,119.70752312500008,right,0.30172658400078944,None,right,0.30172658400078944,0.5,0,119.72206616699987,119.72947595899859,119.72947595899859,119.72947595899859,119.72947595899859,121.71124758399856,121.7181624169989,121.72677904199918,121.72677904199918,121.72677904199918,121.72677904199918,121.72677904199918,122.22457983399909,3,0.4903391250009008,None,3,0.4903391250009008,122.22467691699967,122.23254879199885,123.22433549999914,123.23102599999947,119.39537408399883,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
21,0,21,up,0.36363616599919624,None,None,,,21,0,21,0,123.23102599999947,,,,,,,,,123.22517883399996,123.23102599999947,0.000577458000407205,124.2234762499993,22,1,0.2,0.7,0.5,124.22373620899998,124.2290878749991,124.2290878749991,124.2290878749991,124.2290878749991,124.59474829200008,up,0.36363616599919624,None,up,0.36363616599919624,0.7,1,124.6076529589991,124.61527266699886,124.61527266699886,124.61527266699886,124.61527266699886,126.59657345899905,126.59721324999919,,,,,,126.59724770899993,None,,,NA,NA,126.59730037499867,126.60622358399996,127.59068649999972,127.59683470900018,124.2290878749991,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
22,0,22,up,0.4197334590007813,None,None,,,22,0,22,0,127.59683470900018,,,,,,,,,127.59151520900014,127.59683470900018,-0.00033570800042070914,128.59048149999944,23,1,0.2,0.7,0.5,128.59097895899868,128.5976540419997,128.5976540419997,128.5976540419997,128.5976540419997,129.02351199999976,up,0.4197334590007813,None,up,0.4197334590007813,0.7,1,129.03507258399986,129.0435675839999,129.0435675839999,129.0435675839999,129.0435675839999,131.02873116699993,131.0292542499992,,,,,,131.0292930839987,None,,,NA,NA,131.02940012499857,131.039038334,132.02344433399958,132.02879408399895,128.5976540419997,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
23,0,23,up,0.2841907089987217,None,2,0.530708083000718,None,23,0,23,0,132.02879408399895,,,,,,,,,132.02371920899895,132.02879408399895,-0.0004746670001622988,133.0227921249989,24,1,0.2,0.7,0.5,133.02308070899926,133.028421084,133.028421084,133.028421084,133.028421084,133.32321237499855,up,0.2841907089987217,None,up,0.2841907089987217,0.7,0,133.3374621669991,133.344727624999,133.344727624999,133.344727624999,133.344727624999,135.328307709,135.33511050000016,135.34322141699886,135.34322141699886,135.34322141699886,135.34322141699886,135.34322141699886,135.8811152090002,2,0.530708083000718,None,2,0.530708083000718,135.88118937499894,135.88962549999997,136.87341662499966,136.87874249999913,133.028421084,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
24,0,24,up,0.527463041998999,None,2,1.3890434580007422,None,24,0,24,0,136.87874249999913,,,,,,,,,136.87373087499873,136.87874249999913,0.007775541998853441,137.86255391699888,25,1,0.2,0.7,0.5,137.863031375,137.88109395900028,137.88109395900028,137.88109395900028,137.88109395900028,138.41463995899903,up,0.527463041998999,None,up,0.527463041998999,0.7,0,138.4279289999995,138.43502304199865,138.43502304199865,138.43502304199865,138.43502304199865,140.4220026669991,140.42897249999987,140.4356842090001,140.4356842090001,140.4356842090001,140.4356842090001,140.4356842090001,141.83009466699878,2,1.3890434580007422,None,2,1.3890434580007422,141.83017120899967,141.83826045899877,142.82319270900007,142.82827729199926,137.8723675000001,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
25,0,25,up,0.3245184999996127,None,3,0.6803620410009898,None,25,0,25,0,142.82827729199926,,,,,,,,,142.82357137500003,142.82827729199926,0.00821991600059846,143.81191308399866,26,1,0.2,0.7,0.5,143.81222462499863,143.82840695899904,143.82840695899904,143.82840695899904,143.82840695899904,144.15716429199892,up,0.3245184999996127,None,up,0.3245184999996127,0.7,0,144.17021933399883,144.17793616699964,144.17793616699964,144.17793616699964,144.17793616699964,146.16139504199964,146.1686308749995,146.17658174999997,146.17658174999997,146.17658174999997,146.17658174999997,146.17658174999997,146.8640811669993,3,0.6803620410009898,None,3,0.6803620410009898,146.86416287499924,146.87282829200012,147.85630754199883,147.86217674999898,143.82237929199982,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
26,0,26,right,0.5063893330006977,None,2,0.384514790999674,None,26,0,26,0,147.86217674999898,,,,,,,,,147.85689558400009,147.86217674999898,0.007869917000789428,148.84567841699936,27,1,0.2,0.7,0.5,148.84596720899935,148.86136733399871,148.86136733399871,148.86136733399871,148.86136733399871,149.37298287500016,right,0.5063893330006977,None,right,0.5063893330006977,0.5,0,149.38594012499925,149.39376883399927,149.39376883399927,149.39376883399927,149.39376883399927,151.37842850000015,151.38518308399944,151.39278141700015,151.39278141700015,151.39278141700015,151.39278141700015,151.39278141700015,151.7805049589988,2,0.384514790999674,None,2,0.384514790999674,151.780634834,151.78796949999924,152.7730905419994,152.77810649999992,148.85508562499854,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
27,0,27,right,0.35628670799997053,None,3,0.914296375000049,None,27,0,27,0,152.77810649999992,,,,,,,,,152.77336787499917,152.77810649999992,0.008517458001733758,153.7617995419987,28,1,0.2,0.7,0.5,153.76200937499925,153.77970724999977,153.77970724999977,153.77970724999977,153.77970724999977,154.13927683399925,right,0.35628670799997053,None,right,0.35628670799997053,0.5,0,154.15313312499893,154.16018108400021,154.16018108400021,154.16018108400021,154.16018108400021,156.14586883399897,156.1527109589988,156.15995883399955,156.15995883399955,156.15995883399955,156.15995883399955,156.15995883399955,157.08019316699938,3,0.914296375000049,None,3,0.914296375000049,157.08025920899854,157.0889017919999,158.07300029199905,158.07909237499916,153.77252837499873,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
28,0,28,up,0.28013783400092507,None,2,0.33820654200098943,None,28,0,28,0,158.07909237499916,,,,,,,,,158.07367645900013,158.07909237499916,0.008546999999452964,159.07359199999883,29,1,0.2,0.7,0.5,159.07412029199986,159.0799285840003,159.0799285840003,159.0799285840003,159.0799285840003,159.36288304200025,up,0.28013783400092507,None,up,0.28013783400092507,0.7,0,159.3769510839993,159.38413679199948,159.38413679199948,159.38413679199948,159.38413679199948,161.3725409589988,161.3791047499999,161.38556299999982,161.38556299999982,161.38556299999982,161.38556299999982,161.38556299999982,161.73090016700007,2,0.33820654200098943,None,2,0.33820654200098943,161.73098191699864,161.73902266699952,162.7232688339991,162.72870924999916,159.0799285840003,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
29,0,29,left,0.2950359580008808,None,2,0.7141323750001902,None,29,0,29,0,162.72870924999916,,,,,,,,,162.723615375,162.72870924999916,0.007302374999198946,163.7222252499996,30,1,0.2,0.7,0.5,163.72302141699947,163.72859483399952,163.72859483399952,163.72859483399952,163.72859483399952,164.02950791699914,left,0.2950359580008808,None,left,0.2950359580008808,0.2,0,164.04240279199985,164.0517063749994,164.0517063749994,164.0517063749994,164.0517063749994,166.03173008399972,166.03894958399906,166.04577400000016,166.04577400000016,166.04577400000016,166.04577400000016,166.04577400000016,166.76463208399946,2,0.7141323750001902,None,2,0.7141323750001902,166.76470079199862,166.77342720900015,167.77070174999972,,163.72859483399952,,,,931797,001,2025-08-07_10h38.31.714,regret_experiment,2024.2.4,121.73187944977683,1,0.2,0.7,0.5,2025-08-07 10h38.43.200169 -0700,
