thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,RegretRating.started,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,RegretRating.stopped,trials.regret_key.keys,trials.regret_key.rt,trials.regret_key.duration,regret_rating,regret_rt,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,,,,,,,,,,,,,,0.035951958037912846,0.05427412502467632,0.05427412502467632,11.314084917015862,space,11.180789000005461,None,,,,,,1,0.5,0.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
0,0,0,up,1.110123208956793,None,2,1.5899235830293037,None,0,0,0,0,11.887643416994251,,,,,,,,,11.31604020803934,11.887643416994251,0.001925957971252501,12.315514333022293,1,1,0.5,0.2,0.7,12.315833417000249,12.341574042045977,12.341574042045977,12.341574042045977,12.341574042045977,13.46124516701093,up,1.110123208956793,None,up,1.110123208956793,0.2,0,13.488106292032171,13.596633167006075,13.596633167006075,13.596633167006075,13.596633167006075,15.46546841703821,15.478117667022161,15.48774658300681,15.48774658300681,15.48774658300681,15.48774658300681,15.48774658300681,17.082827375037596,2,1.5899235830293037,None,2,1.5899235830293037,17.082951667020097,17.091969042026903,18.082144750049338,18.07614637503866,,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
1,0,1,left,1.3437886249739677,None,None,,,1,0,1,0,18.082144750049338,,,,,,,,,18.076556792017072,18.082144750049338,-0.0006910830270498991,19.065617832995486,2,1,0.5,0.2,0.7,19.06594729202334,19.075663375027943,19.075663375027943,19.075663375027943,19.075663375027943,20.427323333045933,left,1.3437886249739677,None,left,1.3437886249739677,0.5,1,20.445620083017275,20.45543875003932,20.45543875003932,20.45543875003932,20.45543875003932,22.431853208050597,22.43230924999807,,,,,,22.432369417045265,None,,,NA,NA,22.43245412502438,22.442279958049767,23.431538792036008,23.425623457995243,19.075663375027943,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
2,0,2,left,0.3784902500337921,None,None,,,2,0,2,0,23.431538792036008,,,,,,,,,23.42603016702924,23.431538792036008,-0.0008113340009003878,24.416108625009656,3,1,0.5,0.2,0.7,24.416391792008653,24.424769000033848,24.424769000033848,24.424769000033848,24.424769000033848,24.809994833020028,left,0.3784902500337921,None,left,0.3784902500337921,0.5,1,24.828315125021618,25.01971283304738,25.01971283304738,25.01971283304738,25.01971283304738,26.815496082999744,26.815795167000033,,,,,,26.815856500004884,None,,,NA,NA,26.815933417005,26.825373750005383,27.82606312504504,27.809664292028174,24.424769000033848,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
3,0,3,left,0.34151691698934883,None,2,2.2099737499956973,None,3,0,3,0,27.82606312504504,,,,,,,,,27.810018167016096,27.82606312504504,0.010247750033158809,28.808960708032828,4,1,0.5,0.2,0.7,28.809224000026006,28.814645000034943,28.814645000034943,28.814645000034943,28.814645000034943,29.160529000044335,left,0.34151691698934883,None,left,0.34151691698934883,0.5,0,29.18138208304299,29.189508708019275,29.189508708019275,29.189508708019275,29.189508708019275,31.165698750002775,31.17766812501941,31.18611858302029,31.18611858302029,31.18611858302029,31.18611858302029,31.18611858302029,33.40048370801378,2,2.2099737499956973,None,2,2.2099737499956973,33.40066579199629,33.41368150000926,34.408743583015166,34.398512667045,28.814645000034943,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
4,0,4,left,0.9282103750156239,None,3,0.40178575000027195,None,4,0,4,0,34.408743583015166,,,,,,,,,34.39923908299534,34.408743583015166,0.00824954197742045,35.39285441703396,5,1,0.5,0.2,0.7,35.39317116700113,35.399895667040255,35.399895667040255,35.399895667040255,35.399895667040255,36.33251945802476,left,0.9282103750156239,None,left,0.9282103750156239,0.5,0,36.350500208034646,36.35888712503947,36.35888712503947,36.35888712503947,36.35888712503947,38.34240820800187,38.35490958299488,38.36177245801082,38.36177245801082,38.36177245801082,38.36177245801082,38.36177245801082,38.76583554199897,3,0.40178575000027195,None,3,0.40178575000027195,38.7660211250186,38.775344541994855,39.76639587501995,39.75901895802235,35.399895667040255,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
5,0,5,up,0.7621792919817381,None,3,1.2988396249711514,None,5,0,5,0,39.76639587501995,,,,,,,,,39.75963537499774,39.76639587501995,0.0004972089664079249,40.75893533299677,6,1,0.5,0.2,0.7,40.75919404200977,40.764933333033696,40.764933333033696,40.764933333033696,40.764933333033696,41.53284254204482,up,0.7621792919817381,None,up,0.7621792919817381,0.2,0,41.551796167041175,41.55960037501063,41.55960037501063,41.55960037501063,41.55960037501063,43.542369583039545,43.554664792027324,43.561404500040226,43.561404500040226,43.561404500040226,43.561404500040226,43.561404500040226,44.866884457995184,3,1.2988396249711514,None,3,1.2988396249711514,44.86701725004241,44.87586683302652,45.86673000000883,45.859644833020866,40.764933333033696,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
6,0,6,right,0.31291158398380503,None,None,,,6,0,6,0,45.86673000000883,,,,,,,,,45.86016825004481,45.86673000000883,-0.00019512500148266554,46.859436958038714,7,1,0.5,0.2,0.7,46.85972516704351,46.867052000015974,46.867052000015974,46.867052000015974,46.867052000015974,47.18335104204016,right,0.31291158398380503,None,right,0.31291158398380503,0.7,1,47.20216716703726,47.21095650002826,47.21095650002826,47.21095650002826,47.21095650002826,49.19219550001435,49.19251883303514,,,,,,49.19259204203263,None,,,NA,NA,49.19266591704218,49.19790600001579,50.192017666995525,50.1815082920366,46.867052000015974,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
7,0,7,right,0.30209804198239,None,None,,,7,0,7,0,50.192017666995525,,,,,,,,,50.181894750043284,50.192017666995525,-0.0005273330025374889,51.17562450002879,8,1,0.5,0.2,0.7,51.17586733301869,51.18173604202457,51.18173604202457,51.18173604202457,51.18173604202457,51.49390600004699,right,0.30209804198239,None,right,0.30209804198239,0.7,1,51.51196541701211,51.51995633303886,51.51995633303886,51.51995633303886,51.51995633303886,53.498047875007614,53.498455749999266,,,,,,53.49852391704917,None,,,NA,NA,53.498601375031285,53.50859862501966,54.49817720800638,54.492416458029766,51.18173604202457,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
8,0,8,right,0.4349007499986328,None,None,,,8,0,8,0,54.49817720800638,,,,,,,,,54.49278575001517,54.49817720800638,-0.0002995419781655073,55.48235091700917,9,1,0.5,0.2,0.7,55.48279637499945,55.491947667032946,55.491947667032946,55.491947667032946,55.491947667032946,55.943693625042215,right,0.4349007499986328,None,right,0.4349007499986328,0.7,1,55.96306983300019,55.97043383301934,55.97043383301934,55.97043383301934,55.97043383301934,57.94799120799871,57.94814841699554,,,,,,57.94816841703141,None,,,NA,NA,57.948204792046454,57.959237583039794,58.95072587503819,58.94316374999471,55.491947667032946,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
9,0,9,right,0.6480900829774328,None,None,,,9,0,9,0,58.95072587503819,,,,,,,,,58.943783583003096,58.95072587503819,0.002600541978608817,59.94227741699433,10,1,0.5,0.2,0.7,59.942548500024714,59.94777566700941,59.94777566700941,59.94777566700941,59.94777566700941,60.599285583011806,right,0.6480900829774328,None,right,0.6480900829774328,0.7,1,60.61783841700526,60.625789208046626,60.625789208046626,60.625789208046626,60.625789208046626,62.608511416998226,62.609038042020984,,,,,,62.60911608301103,None,,,NA,NA,62.60922770801699,62.6148989580106,63.608744083030615,63.59863695804961,59.94777566700941,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
10,0,10,right,0.3884014160139486,None,1,0.37093933403957635,None,10,0,10,0,63.608744083030615,,,,,,,,,63.59917416702956,63.608744083030615,-0.0003710840246640146,64.59274858300341,11,1,0.5,0.2,0.7,64.59311700001126,64.59883637505118,64.59883637505118,64.59883637505118,64.59883637505118,64.99420950002968,right,0.3884014160139486,None,right,0.3884014160139486,0.7,0,65.01489958300954,65.02313725004205,65.02313725004205,65.02313725004205,65.02313725004205,66.99648212501779,67.01013958302792,67.01710625004489,67.01710625004489,67.01710625004489,67.01710625004489,67.01710625004489,67.39389512501657,1,0.37093933403957635,None,1,0.37093933403957635,67.39407566701993,67.40256029204465,68.39793612499489,68.39240645803511,64.59883637505118,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
11,0,11,left,0.5520386249991134,None,2,0.5022640830138698,None,11,0,11,0,68.39793612499489,,,,,,,,,68.39273241703631,68.39793612499489,0.003958041954319924,69.38109458301915,12,1,0.5,0.2,0.7,69.38133583305171,69.39201816701097,69.39201816701097,69.39201816701097,69.39201816701097,69.94886262499494,left,0.5520386249991134,None,left,0.5520386249991134,0.5,0,69.96921770804329,69.97694462502841,69.97694462502841,69.97694462502841,69.97694462502841,71.95828258304391,71.96794529200997,71.97568975004833,71.97568975004833,71.97568975004833,71.97568975004833,71.97568975004833,72.48357937502442,2,0.5022640830138698,None,2,0.5022640830138698,72.48383433301933,72.50789220799925,,73.49224354204489,69.39201816701097,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
12,0,12,right,1.6656432920135558,None,2,0.3245480000041425,None,12,0,12,0,73.49826283304719,,,,,,,,,73.49269354203716,73.49826283304719,0.008971167029812932,74.48149795801146,13,1,0.5,0.2,0.7,74.4822424580343,74.49042237503454,74.49042237503454,74.49042237503454,74.49042237503454,76.1611461249995,right,1.6656432920135558,None,right,1.6656432920135558,0.7,0,76.18962499999907,76.20540120801888,76.20540120801888,76.20540120801888,76.20540120801888,78.16623158304719,78.17739025002811,78.18642545799958,78.18642545799958,78.18642545799958,78.18642545799958,78.18642545799958,78.51484612503555,2,0.3245480000041425,None,2,0.3245480000041425,78.51503425004194,78.60059912502766,,79.52500408299966,74.49042237503454,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
13,0,13,up,0.8027040419983678,None,1,1.5095250000013039,None,13,0,13,0,79.53094862500438,,,,,,,,,79.52548529201886,79.53094862500438,0.010551624989602715,80.51374066702556,14,1,0.5,0.2,0.7,80.51399133302039,80.52518562501064,80.52518562501064,80.52518562501064,80.52518562501064,81.34400170802837,up,0.8027040419983678,None,up,0.8027040419983678,0.2,0,81.36501700000372,81.37353987502865,81.37353987502865,81.37353987502865,81.37353987502865,83.36075729201548,83.36750933300937,83.37311879202025,83.37311879202025,83.37311879202025,83.37311879202025,83.37311879202025,84.8933882919955,1,1.5095250000013039,None,1,1.5095250000013039,84.8935280420119,84.90257425000891,85.8995635000174,85.89245237503201,80.52518562501064,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
14,0,14,left,0.6965002499637194,None,3,0.924758541979827,None,14,0,14,0,85.8995635000174,,,,,,,,,85.89306729199598,85.8995635000174,-0.0003696659696288407,86.89256933302386,15,1,0.5,0.2,0.7,86.89282137504779,86.8988735830062,86.8988735830062,86.8988735830062,86.8988735830062,87.61096533300588,left,0.6965002499637194,None,left,0.6965002499637194,0.5,0,87.63370154204313,87.64310637500603,87.64310637500603,87.64310637500603,87.64310637500603,89.61428841704037,89.62893816700671,89.63884125003824,89.63884125003824,89.63884125003824,89.63884125003824,89.63884125003824,90.56628250004724,3,0.924758541979827,None,3,0.924758541979827,90.5664393750485,90.5802505420288,91.57451608299743,91.56349408300593,86.8988735830062,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
15,0,15,up,0.5647416670108214,None,3,2.023950083006639,None,15,0,15,0,91.57451608299743,,,,,,,,,91.56393179204315,91.57451608299743,0.008185999991837889,92.55876658303896,16,1,0.5,0.2,0.7,92.55910662503447,92.56696854199981,92.56696854199981,92.56696854199981,92.56696854199981,93.14550816704286,up,0.5647416670108214,None,up,0.5647416670108214,0.2,0,93.16513300000224,93.18620066699805,93.18620066699805,93.18620066699805,93.18620066699805,95.14932175003923,95.16362016700441,95.17158833303256,95.17158833303256,95.17158833303256,95.17158833303256,95.17158833303256,97.2109914169996,3,2.023950083006639,None,3,2.023950083006639,97.21115625003586,97.22550070803845,98.2152231670334,98.20908220804995,92.56696854199981,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
16,0,16,right,0.5374524170183577,None,3,0.6509756660088897,None,16,0,16,0,98.2152231670334,,,,,,,,,98.20958025002619,98.2152231670334,0.004207458987366408,99.20967050001491,17,1,0.5,0.2,0.7,99.21012850000989,99.22569562500576,99.22569562500576,99.22569562500576,99.22569562500576,99.77567570802057,right,0.5374524170183577,None,right,0.5374524170183577,0.7,0,99.79808679199778,99.80653724999866,99.80653724999866,99.80653724999866,99.80653724999866,101.78087166702608,101.7940412920434,101.80026849999558,101.80026849999558,101.80026849999558,101.80026849999558,101.80026849999558,102.46033250004984,3,0.6509756660088897,None,3,0.6509756660088897,102.46048000000883,102.46897837502183,103.46405641699675,103.45848608302185,99.22569562500576,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
17,0,17,up,1.6029151660040952,None,3,1.2167423749924637,None,17,0,17,0,103.46405641699675,,,,,,,,,103.45881012501195,103.46405641699675,0.0036667080130428076,104.4472798750503,18,1,0.5,0.2,0.7,104.44741095800418,104.45838591700885,104.45838591700885,104.45838591700885,104.45838591700885,106.06547000003047,up,1.6029151660040952,None,up,1.6029151660040952,0.2,0,106.08595941704698,106.09521162504097,106.09521162504097,106.09521162504097,106.09521162504097,108.07652895804495,108.0904108750401,108.09861129202181,108.09861129202181,108.09861129202181,108.09861129202181,108.09861129202181,109.3293602920021,3,1.2167423749924637,None,3,1.2167423749924637,109.32949541701237,109.34221204201458,110.33235995803261,110.32580487499945,104.45838591700885,,,,897793,001,2025-08-11_14h32.28.381,regret_experiment,2024.2.4,119.853957942485,1,0.5,0.2,0.7,2025-08-11 14h32.42.210414 -0700,
