thisRow.t,notes,Instructions.started,advance_key.started,instruction_image.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,0.056172207987401634,0.4403276660013944,0.4403276660013944,,,,,,,,,,,,
