thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,regret_rating,regret_rt,RegretRating.started,RegretRating.stopped,trials.regret_key.keys,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,trials.regret_key.rt,trials.regret_key.duration,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,,,,,,,,,,,,,,0.009100082970689982,0.02463133301353082,0.02463133301353082,1.700772833020892,space,1.644854124984704,None,,,,,,1,0.5,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
0,0,0,up,1.0728031669859774,None,None,,,0,0,0,0,2.2518872909713537,,,,,,,,,1.702582290978171,2.2518872909713537,0.0017687910003587604,2.7053062909981236,1,1,0.5,0.7,0.2,2.7057418749900535,2.715993250021711,2.715993250021711,2.715993250021711,2.715993250021711,3.8034113330068067,up,1.0728031669859774,None,up,1.0728031669859774,0.7,1,3.827366041019559,3.914082375005819,3.914082375005819,3.914082375005819,3.914082375005819,5.8061094579752535,NA,NA,5.806398665998131,5.806456874997821,None,5.806535749987233,5.817111707990989,6.807980832993053,6.801393707981333,,,,,,,,,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
1,0,1,right,1.0211111250100657,None,None,,,1,0,1,0,6.807980832993053,,,,,,,,,6.8019702910096385,6.807980832993053,0.0015393749927170575,7.801388040999882,2,1,0.5,0.7,0.2,7.8017096249968745,7.807905666006263,7.807905666006263,7.807905666006263,7.807905666006263,8.835456290980801,right,1.0211111250100657,None,right,1.0211111250100657,0.2,1,8.854432665975764,8.863962124974933,8.863962124974933,8.863962124974933,8.863962124974933,10.839017749996856,NA,NA,10.839349583024159,10.839403291000053,None,10.839478374982718,10.85034295800142,11.841512457991485,11.834525540994946,7.807905666006263,,,,,,,,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
2,0,2,up,0.403889250010252,None,None,,,2,0,2,0,11.841512457991485,,,,,,,,,11.835102915996686,11.841512457991485,0.002118667005561292,12.834580208000261,3,1,0.5,0.7,0.2,12.834926999988966,12.840749249968212,12.840749249968212,12.840749249968212,12.840749249968212,13.252055165998172,up,0.403889250010252,None,up,0.403889250010252,0.7,1,13.272042249969672,13.279245499987155,13.279245499987155,13.279245499987155,13.279245499987155,15.257250082970131,NA,NA,15.2576384160202,15.257689916004892,None,15.257762999972329,15.425013582978863,,16.2579128749785,12.840749249968212,,,,,,,,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
3,0,3,left,0.3143427079776302,None,None,,,3,0,3,0,16.265485458017793,,,,,,,,,16.258785040990915,16.265485458017793,0.0010831249528564513,17.25090966600692,4,1,0.5,0.7,0.2,17.251231083006132,17.257794208009727,17.257794208009727,17.257794208009727,17.257794208009727,17.575123040995095,left,0.3143427079776302,None,left,0.3143427079776302,0.5,1,17.59350670798449,17.601446208020207,17.601446208020207,17.601446208020207,17.601446208020207,19.584256374975666,NA,NA,19.58471208298579,19.58478625002317,None,19.58487379096914,19.591377125005238,20.590124875016045,20.58394862501882,17.257794208009727,,,,,,,,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
4,0,4,right,0.30057487497106194,None,2,0.6147015420137905,None,4,0,4,0,20.590124875016045,,,,,,,,,20.58433275000425,20.590124875016045,-0.000481416005641222,21.58471208298579,5,1,0.5,0.7,0.2,21.585169875004794,21.59246733301552,21.59246733301552,21.59246733301552,21.59246733301552,21.90307308296906,right,0.30057487497106194,None,right,0.30057487497106194,0.2,0,21.923426040972117,21.930883915978484,21.930883915978484,21.930883915978484,21.930883915978484,23.91723091597669,2,0.6147015420137905,23.929045207973104,24.55889612500323,2,24.55902929097647,24.567678207997233,25.55809683300322,25.55092962499475,21.59246733301552,23.93678937497316,23.93678937497316,23.93678937497316,23.93678937497316,23.93678937497316,0.6147015420137905,None,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
5,0,5,left,0.6712268330156803,None,2,0.9642341670114547,None,5,0,5,0,25.55809683300322,,,,,,,,,25.551573332981206,25.55809683300322,-0.0008375420002266765,26.550901375012472,6,1,0.5,0.7,0.2,26.551184291020036,26.557736540969927,26.557736540969927,26.557736540969927,26.557736540969927,27.23537741601467,left,0.6712268330156803,None,left,0.6712268330156803,0.5,0,27.254691415990237,27.261833833006676,27.261833833006676,27.261833833006676,27.261833833006676,29.238948874990456,2,0.9642341670114547,29.25037904101191,30.224610332981683,2,30.22471995797241,30.233074165997095,31.225603291008156,31.21792500000447,26.557736540969927,29.257047666003928,29.257047666003928,29.257047666003928,29.257047666003928,29.257047666003928,0.9642341670114547,None,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
6,0,6,right,0.6448686250369065,None,2,4.566456665983424,None,6,0,6,0,31.225603291008156,,,,,,,,,31.218772499996703,31.225603291008156,0.0009781660046428442,32.21725754102226,7,1,0.5,0.7,0.2,32.21762833301909,32.22369587497087,32.22369587497087,32.22369587497087,32.22369587497087,32.875952125003096,right,0.6448686250369065,None,right,0.6448686250369065,0.2,0,32.89541804097826,32.9034223749768,32.9034223749768,32.9034223749768,32.9034223749768,34.8838060409762,2,4.566456665983424,34.89543416601373,39.47684916597791,2,39.47702066600323,39.497843332996126,,40.4839549579774,32.22369587497087,34.9024424579693,34.9024424579693,34.9024424579693,34.9024424579693,34.9024424579693,4.566456665983424,None,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
7,0,7,up,0.37670691596576944,None,2,0.34195466700475663,None,7,0,7,0,40.49236958299298,,,,,,,,,40.48463541601086,40.49236958299298,0.007714207982644439,41.48401533300057,8,1,0.5,0.7,0.2,41.484528916014824,41.491367499984335,41.491367499984335,41.491367499984335,41.491367499984335,41.885093999968376,up,0.37670691596576944,None,up,0.37670691596576944,0.7,0,41.90429899998708,41.91188916598912,41.91188916598912,41.91188916598912,41.91188916598912,43.89040908298921,2,0.34195466700475663,43.90244429098675,44.25889733299846,2,44.25902925000992,44.26769783301279,45.256662582978606,45.25081674999092,,43.90957720798906,43.90957720798906,43.90957720798906,43.90957720798906,43.90957720798906,0.34195466700475663,None,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
8,0,8,left,0.3154067089781165,None,None,,,8,0,8,0,45.256662582978606,,,,,,,,,45.25119958299911,45.256662582978606,0.008037541003432125,46.24042820802424,9,1,0.5,0.7,0.2,46.240724791015964,46.257229749986436,46.257229749986436,46.257229749986436,46.257229749986436,46.575521250022575,left,0.3154067089781165,None,left,0.3154067089781165,0.5,1,46.59371179097798,46.60179758298909,46.60179758298909,46.60179758298909,46.60179758298909,48.583818958024494,NA,NA,48.584243915975094,48.58430762501666,None,48.584402750013396,48.590150207979605,49.59131858299952,49.584320582973305,46.250288791023195,,,,,,,,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
9,0,9,left,0.31812479201471433,None,None,,,9,0,9,0,49.59131858299952,,,,,,,,,49.58472191600595,49.59131858299952,0.0003708339645527303,50.57484324998222,10,1,0.5,0.7,0.2,50.575107916025445,50.583360916003585,50.583360916003585,50.583360916003585,50.583360916003585,50.90847345802467,left,0.31812479201471433,None,left,0.31812479201471433,0.5,1,50.92614241602132,50.93358662497485,50.93358662497485,50.93358662497485,50.93358662497485,52.91705925000133,NA,NA,52.91737633297453,52.91746679099742,None,52.91756837500725,52.92329070798587,53.91705466597341,53.906722832995,50.583360916003585,,,,,,,,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
10,0,10,left,0.4021124580176547,None,3,0.44247962499503046,None,10,0,10,0,53.91705466597341,,,,,,,,,53.90709687501658,53.91705466597341,-0.00042799999937415123,54.900756957998965,11,1,0.5,0.7,0.2,54.90105137502542,54.90669437497854,54.90669437497854,54.90669437497854,54.90669437497854,55.318797249987256,left,0.4021124580176547,None,left,0.4021124580176547,0.5,0,55.34004704101244,55.34787104098359,55.34787104098359,55.34787104098359,55.34787104098359,57.33429149998119,3,0.44247962499503046,57.34730062499875,57.80219608300831,3,57.802338875015266,57.80774870800087,58.808499499980826,58.80131791601889,54.90669437497854,57.35400887497235,57.35400887497235,57.35400887497235,57.35400887497235,57.35400887497235,0.44247962499503046,None,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
11,0,11,right,0.40625591698335484,None,3,0.3284511669771746,None,11,0,11,0,58.808499499980826,,,,,,,,,58.801891416020226,58.808499499980826,-0.0003768749884329736,59.80064899998251,12,1,0.5,0.7,0.2,59.80088950000936,59.80621362500824,59.80621362500824,59.80621362500824,59.80621362500824,60.2182852079859,right,0.40625591698335484,None,right,0.40625591698335484,0.2,0,60.238002832978964,60.24585687497165,60.24585687497165,60.24585687497165,60.24585687497165,62.22254879097454,3,0.3284511669771746,62.23479395802133,62.57232604100136,3,62.57246762502473,62.579966208024416,63.57517562498106,63.567886832985096,59.80621362500824,62.24186691601062,62.24186691601062,62.24186691601062,62.24186691601062,62.24186691601062,0.3284511669771746,None,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
12,0,12,up,0.4804472919786349,None,None,,,12,0,12,0,63.57517562498106,,,,,,,,,63.56851833302062,63.57517562498106,0.002815541985910386,64.56725195801118,13,1,0.5,0.7,0.2,64.56750299996929,64.57304720801767,64.57304720801767,64.57304720801767,64.57304720801767,65.05589708301704,up,0.4804472919786349,None,up,0.4804472919786349,0.7,1,65.07529558299575,65.08273716596887,65.08273716596887,65.08273716596887,65.08273716596887,67.05695270799333,NA,NA,67.05725645797793,67.05730799998855,None,67.05739029101096,67.06711599999107,68.05789179098792,68.0509403750184,64.57304720801767,,,,,,,,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
13,0,13,right,0.30217941699083894,None,3,0.3072922910214402,None,13,0,13,0,68.05789179098792,,,,,,,,,68.05151362501783,68.05789179098792,0.0005834999610669911,69.04088658298133,14,1,0.5,0.7,0.2,69.04112137499033,69.05076454102527,69.05076454102527,69.05076454102527,69.05076454102527,69.35742091597058,right,0.30217941699083894,None,right,0.30217941699083894,0.2,0,69.37634629098466,69.38468199997442,69.38468199997442,69.38468199997442,69.38468199997442,71.36702408298152,3,0.3072922910214402,71.3788953750045,71.70146004098933,3,71.7015774580068,71.70973345800303,72.70847733301343,72.7012350410223,69.05076454102527,71.38554791599745,71.38554791599745,71.38554791599745,71.38554791599745,71.38554791599745,0.3072922910214402,None,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
14,0,14,left,0.4382627499871887,None,3,0.33890479104593396,None,14,0,14,0,72.70847733301343,,,,,,,,,72.70179949997691,72.70847733301343,0.0002864580019377172,73.70155304099899,15,1,0.5,0.7,0.2,73.70182304101763,73.71791162498994,73.71791162498994,73.71791162498994,73.71791162498994,74.15925654099556,left,0.4382627499871887,None,left,0.4382627499871887,0.5,0,74.17870683298679,74.18633758299984,74.18633758299984,74.18633758299984,74.18633758299984,76.16705962497508,3,0.33890479104593396,76.17883487499785,76.52621787501266,3,76.52634295797907,76.54973462497583,,77.53385833301581,73.71791162498994,76.18581591598922,76.18581591598922,76.18581591598922,76.18581591598922,76.18581591598922,0.33890479104593396,None,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
15,0,15,right,0.3755125410389155,None,3,0.5832038330263458,None,15,0,15,0,77.5404047910124,,,,,,,,,77.5344019579934,77.5404047910124,0.008135207986924797,78.52372008300154,16,1,0.5,0.7,0.2,78.52398050000193,78.53358729102183,78.53358729102183,78.53358729102183,78.53358729102183,78.91822441597469,right,0.3755125410389155,None,right,0.3755125410389155,0.2,0,78.9377895409707,78.94541566597763,78.94541566597763,78.94541566597763,78.94541566597763,80.9228048750083,3,0.5832038330263458,80.93458204099443,81.53499808302149,3,81.53513550001662,81.5433412080165,82.54031870799372,82.53416758298408,78.53358729102183,80.94173912500264,80.94173912500264,80.94173912500264,80.94173912500264,80.94173912500264,0.5832038330263458,None,,,,578066,001,2025-08-11_15h25.20.198,regret_experiment,2024.2.4,121.07997228287773,1,0.5,0.7,0.2,2025-08-11 15h25.31.346068 -0700,
