thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,regret_rating,regret_rt,RegretRating.started,RegretRating.stopped,trials.regret_key.keys,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,trials.regret_key.rt,trials.regret_key.duration,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,,,,,,,,,,,,,,0.03614633303368464,0.05287154100369662,0.05287154100369662,1.6708768749958836,space,1.5629216670058668,None,,,,,,1,0.5,0.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449380,001,2025-08-11_14h46.41.922,regret_experiment,2024.2.4,None,1,0.5,0.2,0.7,2025-08-11 14h46.54.701409 -0700,
0,0,0,right,1.5215066249947995,None,None,,,0,0,0,0,2.247915666026529,,,,,,,,,1.672696708003059,2.247915666026529,0.0017910419846884906,2.673133665986825,1,1,0.5,0.2,0.7,2.673552666034084,2.6859194160206243,2.6859194160206243,2.6859194160206243,2.6859194160206243,4.214856083039194,right,1.5215066249947995,None,right,1.5215066249947995,0.7,1,4.238291416026186,4.387304375006352,4.387304375006352,4.387304375006352,4.387304375006352,6.223398500005715,NA,NA,6.2239678330370225,6.2240618750220165,None,6.224157958000433,6.231012666015886,7.229474833002314,7.223201207991224,,,,,,,,,,,,449380,001,2025-08-11_14h46.41.922,regret_experiment,2024.2.4,None,1,0.5,0.2,0.7,2025-08-11 14h46.54.701409 -0700,
1,0,1,up,2.0013942910009064,None,1,3.388185416988563,None,1,0,1,0,7.229474833002314,,,,,,,,,7.223592041002121,7.229474833002314,-0.0005050839972682297,8.223054708039854,2,1,0.5,0.2,0.7,8.223295208008494,8.228737083030865,8.228737083030865,8.228737083030865,8.228737083030865,10.240725291019771,up,2.0013942910009064,None,up,2.0013942910009064,0.2,0,10.26206220802851,10.271182166005019,10.271182166005019,10.271182166005019,10.271182166005019,12.246189000026789,1,3.388185416988563,12.25718733301619,15.82990879099816,1,15.830063250032254,15.840117708023172,16.830559374997392,16.823703166039195,8.228737083030865,12.435817541030701,12.435817541030701,12.435817541030701,12.435817541030701,12.435817541030701,3.388185416988563,None,,,,449380,001,2025-08-11_14h46.41.922,regret_experiment,2024.2.4,None,1,0.5,0.2,0.7,2025-08-11 14h46.54.701409 -0700,
2,0,2,left,0.8613877089810558,None,1,0.9013056670082733,None,2,0,2,0,16.830559374997392,,,,,,,,,16.824348082998767,16.830559374997392,0.0006006659823469818,17.823095625033602,3,1,0.5,0.2,0.7,17.823365958000068,17.829500625026412,17.829500625026412,17.829500625026412,17.829500625026412,18.697212666040286,left,0.8613877089810558,None,left,0.8613877089810558,0.5,0,18.718406083004083,18.726323332986794,18.726323332986794,18.726323332986794,18.726323332986794,20.705101583036594,1,0.9013056670082733,20.716677415999584,21.626829290995374,1,21.626901791023556,21.63899270800175,22.63026079098927,22.623141666001175,17.829500625026412,20.723562541010324,20.723562541010324,20.723562541010324,20.723562541010324,20.723562541010324,0.9013056670082733,None,,,,449380,001,2025-08-11_14h46.41.922,regret_experiment,2024.2.4,None,1,0.5,0.2,0.7,2025-08-11 14h46.54.701409 -0700,
3,0,3,right,0.5513078749645501,None,1,0.8063667080132291,None,3,0,3,0,22.63026079098927,,,,,,,,,22.624014208035078,22.63026079098927,0.0034492500126361847,23.613030957989395,4,1,0.5,0.2,0.7,23.613277666037902,23.622675458027516,23.622675458027516,23.622675458027516,23.622675458027516,24.18036016600672,right,0.5513078749645501,None,right,0.5513078749645501,0.7,0,24.196129958028905,24.20394070801558,24.20394070801558,24.20394070801558,24.20394070801558,26.189630165987182,1,0.8063667080132291,26.204336666036397,27.02902866603108,1,27.02921808301471,27.038609541021287,28.031228250009008,28.023619499988854,23.622675458027516,26.218032000004314,26.218032000004314,26.218032000004314,26.218032000004314,26.218032000004314,0.8063667080132291,None,,,,449380,001,2025-08-11_14h46.41.922,regret_experiment,2024.2.4,None,1,0.5,0.2,0.7,2025-08-11 14h46.54.701409 -0700,
4,0,4,up,0.6036710000480525,None,1,1.2551163340103813,None,4,0,4,0,28.031228250009008,,,,,,,,,28.024278833006974,28.031228250009008,0.002171166008338332,29.014412833028473,5,1,0.5,0.2,0.7,29.014698082988616,29.02123150002444,29.02123150002444,29.02123150002444,29.02123150002444,29.631600583030377,up,0.6036710000480525,None,up,0.6036710000480525,0.2,0,29.6511333330418,29.659240500011947,29.659240500011947,29.659240500011947,29.659240500011947,31.639993166027125,1,1.2551163340103813,31.654553916014265,32.925450000038836,1,32.92563912499463,32.93964825000148,33.929119750042446,33.92335462500341,29.02123150002444,31.664166958013084,31.664166958013084,31.664166958013084,31.664166958013084,31.664166958013084,1.2551163340103813,None,,,,449380,001,2025-08-11_14h46.41.922,regret_experiment,2024.2.4,None,1,0.5,0.2,0.7,2025-08-11 14h46.54.701409 -0700,
5,0,5,left,0.5893729589879513,None,1,0.572793041006662,None,5,0,5,0,33.929119750042446,,,,,,,,,33.92380625003716,33.929119750042446,0.003632791980635375,34.92275495803915,6,1,0.5,0.2,0.7,34.92304900003364,34.92879845801508,34.92879845801508,34.92879845801508,34.92879845801508,35.52335887501249,left,0.5893729589879513,None,left,0.5893729589879513,0.5,0,35.5342851250316,35.5407043750165,35.5407043750165,35.5407043750165,35.5407043750165,37.525134541036095,1,0.572793041006662,37.53114029101562,38.12287883303361,1,38.12302591599291,38.12958166602766,39.12854900001548,39.12269212503452,34.92879845801508,37.53798754099989,37.53798754099989,37.53798754099989,37.53798754099989,37.53798754099989,0.572793041006662,None,,,,449380,001,2025-08-11_14h46.41.922,regret_experiment,2024.2.4,None,1,0.5,0.2,0.7,2025-08-11 14h46.54.701409 -0700,
6,0,6,right,0.5127924159751274,None,1,1.766763459017966,None,6,0,6,0,39.12854900001548,,,,,,,,,39.12317375000566,39.12854900001548,0.0002786249970085919,40.12237245799042,7,1,0.5,0.2,0.7,40.12263050000183,40.128012375032995,40.128012375032995,40.128012375032995,40.128012375032995,40.64529845799552,right,0.5127924159751274,None,right,0.5127924159751274,0.7,0,40.65767675003735,40.66491683298955,40.66491683298955,40.66491683298955,40.66491683298955,42.656190957990475,1,1.766763459017966,42.66753408301156,44.446280665986706,1,44.446449125010986,44.45545791601762,45.44261737499619,45.43862695799908,40.128012375032995,42.67399945802754,42.67399945802754,42.67399945802754,42.67399945802754,42.67399945802754,1.766763459017966,None,,,,449380,001,2025-08-11_14h46.41.922,regret_experiment,2024.2.4,None,1,0.5,0.2,0.7,2025-08-11 14h46.54.701409 -0700,
7,0,7,up,0.2795954159810208,None,1,0.988372125022579,None,7,0,7,0,45.44261737499619,,,,,,,,,45.43887387501309,45.44261737499619,0.00931200000923127,46.42910116602434,8,1,0.5,0.2,0.7,46.42927454103483,46.439010541012976,46.439010541012976,46.439010541012976,46.439010541012976,46.72215645801043,up,0.2795954159810208,None,up,0.2795954159810208,0.2,0,46.73211325000739,46.89210491604172,46.89210491604172,46.89210491604172,46.89210491604172,48.72274616599316,1,0.988372125022579,48.73246533301426,49.73238958301954,1,49.73250820802059,49.739998166041914,50.72949033300392,50.72334920801222,46.439010541012976,48.73810537502868,48.73810537502868,48.73810537502868,48.73810537502868,48.73810537502868,0.988372125022579,None,,,,449380,001,2025-08-11_14h46.41.922,regret_experiment,2024.2.4,None,1,0.5,0.2,0.7,2025-08-11 14h46.54.701409 -0700,
8,0,8,left,0.34917270799633116,None,None,,,8,0,8,0,50.72949033300392,,,,,,,,,50.72378383303294,50.72949033300392,0.006820500013418496,51.71238041599281,9,1,0.5,0.2,0.7,51.71259579103207,51.728832875029184,51.728832875029184,51.728832875029184,51.728832875029184,52.079487375041936,left,0.34917270799633116,None,left,0.34917270799633116,0.5,1,52.093117416021414,52.10026937501971,52.10026937501971,52.10026937501971,52.10026937501971,54.08958004100714,NA,NA,54.089950041030534,54.09001654101303,None,54.09010295802727,54.09528158302419,55.08932754100533,55.0802600409952,51.722638500039466,,,,,,,,,,,449380,001,2025-08-11_14h46.41.922,regret_experiment,2024.2.4,None,1,0.5,0.2,0.7,2025-08-11 14h46.54.701409 -0700,
