thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,regret_rating,regret_rt,RegretRating.started,RegretRating.stopped,trials.regret_key.keys,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,trials.regret_key.rt,trials.regret_key.duration,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,,,,,,,,,,,,,,0.05385183298494667,0.08330479200230911,0.08330479200230911,7.021616957965307,space,6.933731792028993,None,,,,,,2,0.7,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33955,001,2025-11-11_17h27.01.067,regret_experiment,2024.2.4,None,2,0.7,0.5,0.2,2025-11-11 17h27.17.923601 -0800,
0,0,0,right,2.6318895000149496,None,None,,,0,0,0,0,7.601137666963041,,,,,,,,,7.058597166964319,7.601137666963041,0.036943208950106055,8.030871832976118,1,2,0.7,0.5,0.2,8.031629582983442,8.045203082961962,8.045203082961962,8.045203082961962,8.045203082961962,10.683205750014167,right,2.6318895000149496,None,right,2.6318895000149496,0.2,0,10.714292499993462,10.727407832979225,10.727407832979225,10.727407832979225,10.727407832979225,12.686960541992448,NA,NA,12.687671749969013,12.687713541963603,None,12.687758207961451,12.698051541985478,13.687423541967291,13.68219045799924,,,,,,,,,,,,33955,001,2025-11-11_17h27.01.067,regret_experiment,2024.2.4,None,2,0.7,0.5,0.2,2025-11-11 17h27.17.923601 -0800,
1,0,1,up,0.5028440830064937,None,None,,,1,0,1,0,13.687423541967291,,,,,,,,,13.682762832962908,13.687423541967291,-0.0002157079870812595,14.670861749968026,2,2,0.7,0.5,0.2,14.67136074998416,14.681430917000398,14.681430917000398,14.681430917000398,14.681430917000398,15.18907808297081,up,0.5028440830064937,None,up,0.5028440830064937,0.5,1,15.202484417008236,15.212415000016335,15.212415000016335,15.212415000016335,15.212415000016335,17.199209666985553,NA,NA,17.19952183298301,17.19956016697688,None,17.199623416992836,17.20403670798987,18.198834707960486,18.187420499976724,14.681430917000398,,,,,,,,,,,33955,001,2025-11-11_17h27.01.067,regret_experiment,2024.2.4,None,2,0.7,0.5,0.2,2025-11-11 17h27.17.923601 -0800,
2,0,2,up,0.6563279169495218,None,None,,,2,0,2,0,18.198834707960486,,,,,,,,,18.18773850001162,18.198834707960486,-0.0006879579741507769,19.18221341696335,3,2,0.7,0.5,0.2,19.18290016701212,19.197937791992445,19.197937791992445,19.197937791992445,19.197937791992445,19.866612957965117,up,0.6563279169495218,None,up,0.6563279169495218,0.5,0,19.88404641696252,19.891169457987417,19.891169457987417,19.891169457987417,19.891169457987417,21.869235791964456,NA,NA,21.869834667013492,21.869870207970962,None,21.86994008300826,21.881110000016633,22.86958112497814,22.864916874968912,19.187529082992114,,,,,,,,,,,33955,001,2025-11-11_17h27.01.067,regret_experiment,2024.2.4,None,2,0.7,0.5,0.2,2025-11-11 17h27.17.923601 -0800,
3,0,3,left,0.4134157079970464,None,None,,,3,0,3,0,22.86958112497814,,,,,,,,,22.86528233299032,22.86958112497814,-0.0002423750120215118,23.853217208001297,4,2,0.7,0.5,0.2,23.853893666993827,23.864331207994837,23.864331207994837,23.864331207994837,23.864331207994837,24.28334874997381,left,0.4134157079970464,None,left,0.4134157079970464,0.7,1,24.299257458013017,24.308143333008047,24.308143333008047,24.308143333008047,24.308143333008047,26.285996166989207,NA,NA,26.286469166981988,26.28651299997,None,26.286587041977327,26.297677082999144,27.287372833001427,27.282139707996976,23.864331207994837,,,,,,,,,,,33955,001,2025-11-11_17h27.01.067,regret_experiment,2024.2.4,None,2,0.7,0.5,0.2,2025-11-11 17h27.17.923601 -0800,
4,0,4,right,0.3737489170162007,None,None,,,4,0,4,0,27.287372833001427,,,,,,,,,27.28276479197666,27.287372833001427,0.0008795830071903765,28.281694791978225,5,2,0.7,0.5,0.2,28.282197916996665,28.28706829197472,28.28706829197472,28.28706829197472,28.28706829197472,28.666430499986745,right,0.3737489170162007,None,right,0.3737489170162007,0.2,0,28.67913416697411,28.686458458018024,28.686458458018024,28.686458458018024,28.686458458018024,30.66913774999557,NA,NA,30.66970708296867,30.669739625009242,None,30.669792582979426,30.680858041974716,31.66900637501385,31.663980167009868,28.28706829197472,,,,,,,,,,,33955,001,2025-11-11_17h27.01.067,regret_experiment,2024.2.4,None,2,0.7,0.5,0.2,2025-11-11 17h27.17.923601 -0800,
5,0,5,up,0.4713229580083862,None,None,,,5,0,5,0,31.66900637501385,,,,,,,,,31.664688499993645,31.66900637501385,-0.0007081250078044832,32.65245270798914,6,2,0.7,0.5,0.2,32.6527384580113,32.669175582996104,32.669175582996104,32.669175582996104,32.669175582996104,33.14879037498031,up,0.4713229580083862,None,up,0.4713229580083862,0.5,0,33.16341066698078,33.1703165419749,33.1703165419749,33.1703165419749,33.1703165419749,35.15402554196771,NA,NA,35.1544119999744,35.15445274999365,None,35.15453804197023,35.164687957963906,36.15248912497191,36.14794154197443,32.664126249961555,,,,,,,,,,,33955,001,2025-11-11_17h27.01.067,regret_experiment,2024.2.4,None,2,0.7,0.5,0.2,2025-11-11 17h27.17.923601 -0800,
6,0,6,left,0.34884104202501476,None,None,,,6,0,6,0,36.15248912497191,,,,,,,,,36.148395791999064,36.15248912497191,0.010191167006269097,37.15455304196803,7,2,0.7,0.5,0.2,37.1548367079813,37.15961779200006,37.15961779200006,37.15961779200006,37.15961779200006,37.51551054196898,left,0.34884104202501476,None,left,0.34884104202501476,0.7,0,37.5276402499876,37.53424529201584,37.53424529201584,37.53424529201584,37.53424529201584,39.51926458301023,NA,NA,39.519629874965176,39.519671832968015,None,39.5197365420172,39.530461374961305,40.519137708004564,40.51410983299138,37.15961779200006,,,,,,,,,,,33955,001,2025-11-11_17h27.01.067,regret_experiment,2024.2.4,None,2,0.7,0.5,0.2,2025-11-11 17h27.17.923601 -0800,
7,0,7,left,0.31776624999474734,None,None,,,7,0,7,0,40.519137708004564,,,,,,,,,40.51456179196248,40.519137708004564,-0.00048579199938103557,41.50220054201782,8,2,0.7,0.5,0.2,41.5025222079712,41.51940545800608,41.51940545800608,41.51940545800608,41.51940545800608,41.83897945797071,left,0.31776624999474734,None,left,0.31776624999474734,0.7,1,41.85774233296979,41.867544375010766,41.867544375010766,41.867544375010766,41.867544375010766,43.84043441701215,NA,NA,43.84105891699437,43.841095832991414,None,43.84118512499845,43.84663108299719,44.838051291997544,44.83212699997239,41.513940542005,,,,,,,,,,,33955,001,2025-11-11_17h27.01.067,regret_experiment,2024.2.4,None,2,0.7,0.5,0.2,2025-11-11 17h27.17.923601 -0800,
8,0,8,left,0.3529260419891216,None,None,,,8,0,8,0,44.838051291997544,,,,,,,,,44.833389208011795,44.838051291997544,0.00588704104302451,45.83056283299811,9,2,0.7,0.5,0.2,45.83108791697305,45.835615332995076,45.835615332995076,45.835615332995076,45.835615332995076,46.20448558300268,left,0.3529260419891216,None,left,0.3529260419891216,0.7,1,46.21860687498702,46.22804816701682,46.22804816701682,46.22804816701682,46.22804816701682,48.213733582990244,NA,NA,48.214248374977615,48.21428229199955,None,48.21432787500089,48.22032941697398,49.21961108298274,49.21421320800437,45.835615332995076,,,,,,,,,,,33955,001,2025-11-11_17h27.01.067,regret_experiment,2024.2.4,None,2,0.7,0.5,0.2,2025-11-11 17h27.17.923601 -0800,
