thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,regret_rating,regret_rt,RegretRating.started,RegretRating.stopped,trials.regret_key.keys,ITI.started,blank_screen.started,ITI.stopped,fixcross.stopped,blank_screen.stopped,appleImage.stopped,tree1.stopped,tree2.stopped,tree3.stopped,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
29,0,29,up,0.8022627499885857,None,None,29,0,29,0,204.1150361248292,,,,,,,,,204.09925866685808,204.1150361248292,0.01380545785650611,205.10054016672075,30,0,0.5,0.7,0.2,205.10096574993804,205.11284712469205,205.11284712469205,205.11284712469205,205.11284712469205,205.91739550000057,up,0.8022627499885857,None,up,0.8022627499885857,0.7,0,205.93109162477776,205.93496245890856,205.93496245890856,205.93496245890856,205.93496245890856,207.92525374982506,NA,NA,207.92563358368352,207.92566399974748,None,207.9257336249575,207.94121016701683,208.92843466671184,205.11284712469205,,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
30,0,30,right,0.5891330419108272,None,None,30,0,30,0,208.9409979591146,,,,,,,,,208.92890883376822,208.9409979591146,0.003224541898816824,209.92602808400989,31,0,0.5,0.7,0.2,209.92632554192096,209.94142208388075,209.94142208388075,209.94142208388075,209.94142208388075,210.5401740418747,right,0.5891330419108272,None,right,0.5891330419108272,0.2,0,210.55326366703957,210.5576904998161,210.5576904998161,210.5576904998161,210.5576904998161,212.5528077087365,NA,NA,212.5531854997389,212.55321912514046,None,212.5532949171029,212.56700387503952,213.55359049979597,209.94142208388075,213.56594775011763,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
31,0,31,left,1.16017383383587,None,None,31,0,31,0,213.56594775011763,,,,,,,,,213.55402454175055,213.56594775011763,0.0007795421406626701,214.5520078749396,32,0,0.5,0.7,0.2,214.5523060420528,214.56781637482345,214.56781637482345,214.56781637482345,214.56781637482345,215.73020133376122,left,1.16017383383587,None,left,1.16017383383587,0.5,0,215.7440880839713,215.74881062470376,215.74881062470376,215.74881062470376,215.74881062470376,217.74200795870274,NA,NA,217.74244154198095,217.74247195897624,None,217.74253924982622,217.7545737917535,218.73972629196942,214.56781637482345,218.75500583369285,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
32,0,32,left,1.2590228337794542,None,None,32,0,32,0,218.75500583369285,,,,,,,,,218.7401589588262,218.75500583369285,0.012548957951366901,219.7418401669711,33,0,0.5,0.7,0.2,219.742148833815,219.75177479209378,219.75177479209378,219.75177479209378,219.75177479209378,221.01981562469155,left,1.2590228337794542,None,left,1.2590228337794542,0.5,1,221.03226816700771,221.03724341699854,221.03724341699854,221.03724341699854,221.03724341699854,223.02088433410972,NA,NA,223.0212982497178,223.02132870908827,None,223.0213992916979,223.0317441248335,224.02167049981654,219.75177479209378,224.031953250058,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
33,0,33,left,0.6935486672446132,None,None,33,0,33,0,224.031953250058,,,,,,,,,224.0221167919226,224.031953250058,0.0007670838385820389,225.0185714168474,34,0,0.5,0.7,0.2,225.0188818341121,225.0343363750726,225.0343363750726,225.0343363750726,225.0343363750726,225.72987483395264,left,0.6935486672446132,None,left,0.6935486672446132,0.5,1,225.74248133413494,225.7468734169379,225.7468734169379,225.7468734169379,225.7468734169379,227.73924433393404,NA,NA,227.73960491688922,227.73963458370417,None,227.73970412509516,227.75562254199758,228.7388722919859,225.0343363750726,228.75485908379778,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
34,0,34,right,1.2742957500740886,None,None,34,0,34,0,228.75485908379778,,,,,,,,,228.7394370418042,228.75485908379778,-0.00021837512031197548,229.74107479210943,35,0,0.5,0.7,0.2,229.74153095902875,229.7520268750377,229.7520268750377,229.7520268750377,229.7520268750377,231.03373058373109,right,1.2742957500740886,None,right,1.2742957500740886,0.2,0,231.0465832920745,231.05121054174379,231.05121054174379,231.05121054174379,231.05121054174379,233.03430612478405,NA,NA,233.03473604191095,233.0347675420344,None,233.03483833372593,233.04496537474915,234.03461199998856,,234.04511587508023,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
35,0,35,up,1.1967013333924115,None,None,35,0,35,0,234.04511587508023,,,,,,,,,234.03509058384225,234.04511587508023,0.00029912544414401054,235.03269249992445,36,0,0.5,0.7,0.2,235.03300687484443,235.0487526669167,235.0487526669167,235.0487526669167,235.0487526669167,236.24824495892972,up,1.1967013333924115,None,up,1.1967013333924115,0.7,1,236.26019949978217,236.26482762489468,236.26482762489468,236.26482762489468,236.26482762489468,238.24835466686636,NA,NA,238.24866895889863,238.24870041711256,None,238.24877170892432,238.25898120878264,239.2485318747349,235.0487526669167,239.2586371670477,238.25898120878264,238.25898120878264,238.25898120878264,238.25898120878264,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
36,0,36,left,0.9246375830844045,None,None,36,0,36,0,239.2586371670477,,,,,,,,,239.24897316703573,239.2586371670477,0.00025129178538918495,240.24879691703245,37,0,0.5,0.7,0.2,240.24910891707987,240.26147004170343,240.26147004170343,240.26147004170343,240.26147004170343,241.19428629195318,left,0.9246375830844045,None,left,0.9246375830844045,0.5,0,241.20804220903665,241.21259808400646,241.21259808400646,241.21259808400646,241.21259808400646,243.20852450001985,NA,NA,243.20894633373246,243.20897545898333,None,243.20904400013387,243.21877695899457,244.20693370886147,240.26147004170343,244.21972708404064,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
37,0,37,left,1.7999452501535416,None,None,37,0,37,0,244.21972708404064,,,,,,,,,244.20734337484464,244.21972708404064,0.010773415677249432,245.20719783380628,38,0,0.5,0.7,0.2,245.20748941693455,245.21952437469736,245.21952437469736,245.21952437469736,245.21952437469736,247.03697295906022,left,1.7999452501535416,None,left,1.7999452501535416,0.5,0,247.050037833862,247.0546517088078,247.0546517088078,247.0546517088078,247.0546517088078,249.0478220419027,NA,NA,249.04824520880356,249.04827758390456,None,249.0483490419574,249.0586445420049,250.04917541705072,245.21952437469736,,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
38,0,38,up,0.4658446251414716,None,None,38,0,38,0,250.06016237474978,,,,,,,,,250.04972179187462,250.06016237474978,0.001425167080014944,251.04864033404738,39,0,0.5,0.7,0.2,251.04904529172927,251.05877566710114,251.05877566710114,251.05877566710114,251.05877566710114,251.52968420879915,up,0.4658446251414716,None,up,0.4658446251414716,0.7,1,251.54144670907408,251.5450904588215,251.5450904588215,251.5450904588215,251.5450904588215,253.53852245910093,NA,NA,253.53896970907226,253.53900283388793,None,253.5390902920626,253.55447583412752,254.53978362493217,,,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
39,0,39,right,1.7047340418212116,None,None,39,0,39,0,254.55281237512827,,,,,,,,,254.54031262500212,254.55281237512827,0.0012722923420369625,255.53871895885095,40,0,0.5,0.7,0.2,255.53903712471947,255.55424433387816,255.55424433387816,255.55424433387816,255.55424433387816,257.2612714590505,right,1.7047340418212116,None,right,1.7047340418212116,0.2,0,257.2740086247213,257.2775504998863,257.2775504998863,257.2775504998863,257.2775504998863,259.2720171250403,NA,NA,259.2724340837449,259.27246487513185,None,259.2725328747183,259.28870558412746,260.27497354196385,255.55424433387816,,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
40,0,40,left,1.2442466248758137,None,None,40,0,40,0,260.2880410840735,,,,,,,,,260.2755144168623,260.2880410840735,0.0030288342386484146,261.2731514996849,41,0,0.5,0.7,0.2,261.2735567498021,261.2864536247216,261.2864536247216,261.2864536247216,261.2864536247216,262.54089212510735,left,1.2442466248758137,None,left,1.2442466248758137,0.5,1,262.55313591705635,262.5577371669933,262.5577371669933,262.5577371669933,262.5577371669933,264.55467266682535,NA,NA,264.55507187498733,264.55509949987754,None,264.5551769169979,264.56811591703445,265.5539639168419,,265.56572075001895,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
41,0,41,up,0.9257473330944777,None,None,41,0,41,0,265.56572075001895,,,,,,,,,265.55441891681403,265.56572075001895,-0.0007120831869542599,266.5524208340794,42,0,0.5,0.7,0.2,266.5528108337894,266.5650375839323,266.5650375839323,266.5650375839323,266.5650375839323,267.50201199995354,up,0.9257473330944777,None,up,0.9257473330944777,0.7,1,267.5142064169049,267.51867008395493,267.51867008395493,267.51867008395493,267.51867008395493,269.5124589591287,NA,NA,269.51278929179534,269.5128210838884,None,269.5128798750229,269.5263176667504,270.51365479175,266.5650375839323,,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
42,0,42,right,1.3067655409686267,None,None,42,0,42,0,270.5263873748481,,,,,,,,,270.51420724997297,270.5263873748481,0.0013692919164896011,271.5124240000732,43,0,0.5,0.7,0.2,271.5126525419764,271.52805850002915,271.52805850002915,271.52805850002915,271.52805850002915,272.8466717917472,right,1.3067655409686267,None,right,1.3067655409686267,0.2,0,272.8598909997381,272.86344945896417,272.86344945896417,272.86344945896417,272.86344945896417,274.8475411669351,NA,NA,274.8479367918335,274.8479662500322,None,274.84803437488154,274.8592932918109,275.8473288747482,271.52805850002915,275.8588814167306,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
43,0,43,right,1.520918041933328,None,None,43,0,43,0,275.8588814167306,,,,,,,,,275.8478389168158,275.8588814167306,-0.00014758389443159103,276.84818237507716,44,0,0.5,0.7,0.2,276.84857366699725,276.8607244170271,276.8607244170271,276.8607244170271,276.8607244170271,278.3837044169195,right,1.520918041933328,None,right,1.520918041933328,0.2,0,278.3962262920104,278.3990573338233,278.3990573338233,278.3990573338233,278.3990573338233,280.38252291688696,NA,NA,280.3828685837798,280.38289745897055,None,280.38297591684386,280.39488908369094,281.3797630839981,,281.39242633385584,280.39488908369094,280.39488908369094,280.39488908369094,280.39488908369094,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
44,0,44,up,0.7046669172123075,None,None,44,0,44,0,281.39242633385584,,,,,,,,,281.3801972088404,281.39242633385584,0.009538666810840368,282.381975249853,45,0,0.5,0.7,0.2,282.3823210839182,282.3943669167347,282.3943669167347,282.3943669167347,282.3943669167347,283.1011143340729,up,0.7046669172123075,None,up,0.7046669172123075,0.7,1,283.1128275417723,283.1156981671229,283.1156981671229,283.1156981671229,283.1156981671229,285.1021905839443,NA,NA,285.10259666712955,285.1026251250878,None,285.1026938338764,285.1143830418587,286.1013639587909,282.3943669167347,286.11209650011733,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
45,0,45,left,1.1594634167850018,None,None,45,0,45,0,286.11209650011733,,,,,,,,,286.10182987479493,286.11209650011733,-0.0008143340237438679,287.09994491701946,46,0,0.5,0.7,0.2,287.1002849997021,287.11560495896265,287.11560495896265,287.11560495896265,287.11560495896265,288.2878704997711,left,1.1594634167850018,None,left,1.1594634167850018,0.5,0,288.3008517087437,288.3039115839638,288.3039115839638,288.3039115839638,288.3039115839638,290.287285333965,NA,NA,290.2876113750972,290.28763799974695,None,290.28771745879203,290.2996177501045,291.2860989170149,287.11560495896265,291.30140204168856,290.2996177501045,290.2996177501045,290.2996177501045,290.2996177501045,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
46,0,46,up,1.5069242920726538,None,None,46,0,46,0,291.30140204168856,,,,,,,,,291.28657266683877,291.30140204168856,0.013760791160166264,292.2857949999161,47,0,0.5,0.7,0.2,292.28613479202613,292.300910375081,292.300910375081,292.300910375081,292.300910375081,293.80993633391336,up,1.5069242920726538,None,up,1.5069242920726538,0.7,1,293.82189749972895,293.8264004588127,293.8264004588127,293.8264004588127,293.8264004588127,295.82106670876965,NA,NA,295.8214334999211,295.82146154204383,None,295.8215392087586,295.83242045901716,296.82111166696995,292.300910375081,296.832827958744,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
47,0,47,up,1.1213744576089084,None,None,47,0,47,0,296.832827958744,,,,,,,,,296.8215788337402,296.832827958744,8.733291178941727e-05,297.821276624687,48,0,0.5,0.7,0.2,297.8216084591113,297.8330736667849,297.8330736667849,297.8330736667849,297.8330736667849,298.95641612494364,up,1.1213744576089084,None,up,1.1213744576089084,0.7,1,298.9678732920438,298.9706534589641,298.9706534589641,298.9706534589641,298.9706534589641,300.9546556668356,NA,NA,300.9550059167668,300.9550338340923,None,300.95511708408594,300.96547125000507,301.95240658381954,297.8330736667849,301.968140500132,300.96547125000507,300.96547125000507,300.96547125000507,300.96547125000507,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
48,0,48,left,0.9766192501410842,None,None,48,0,48,0,301.968140500132,,,,,,,,,301.9528512917459,301.968140500132,0.01310616685077548,302.9542592498474,49,0,0.5,0.7,0.2,302.9545997087844,302.96556766703725,302.96556766703725,302.96556766703725,302.96556766703725,303.9442249168642,left,0.9766192501410842,None,left,0.9766192501410842,0.5,1,303.9559502089396,303.95886666700244,303.95886666700244,303.95886666700244,303.95886666700244,305.95218604197726,NA,NA,305.9526609587483,305.9526899168268,None,305.9527653339319,305.967194291763,306.95469470880926,302.96556766703725,,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
49,0,49,left,1.3228537081740797,None,None,49,0,49,0,306.9659124589525,,,,,,,,,306.95519891707227,306.9659124589525,0.0024870000779628754,307.95505600003526,50,0,0.5,0.7,0.2,307.9554571248591,307.96784295886755,307.96784295886755,307.96784295886755,307.96784295886755,309.3007059167139,left,1.3228537081740797,None,left,1.3228537081740797,0.5,1,309.31359404185787,309.31640679202974,309.31640679202974,309.31640679202974,309.31640679202974,311.30056366696954,NA,NA,311.300902208779,311.30093470867723,None,311.30100774997845,311.3131503337063,312.2996092089452,,312.3150765420869,311.3131503337063,311.3131503337063,311.3131503337063,311.3131503337063,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
50,0,50,up,0.7474762094207108,None,None,50,0,50,0,312.3150765420869,,,,,,,,,312.30007237475365,312.3150765420869,-0.0008873343467712402,313.3011819170788,51,0,0.5,0.7,0.2,313.3016076670028,313.31203995877877,313.31203995877877,313.31203995877877,313.31203995877877,314.0612883749418,up,0.7474762094207108,None,up,0.7474762094207108,0.7,1,314.0752920419909,314.0783089171164,314.0783089171164,314.0783089171164,314.0783089171164,316.0615107091144,NA,NA,316.0618806248531,316.0619075000286,None,316.0619967500679,316.0724050840363,317.06199979176745,,,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
51,0,51,up,1.1551044168882072,None,None,51,0,51,0,317.0750320418738,,,,,,,,,317.0625348337926,317.0750320418738,0.0005977079272270203,318.06159779196605,52,0,0.5,0.7,0.2,318.06192966690287,318.07221866678447,318.07221866678447,318.07221866678447,318.07221866678447,319.2367027089931,up,1.1551044168882072,None,up,1.1551044168882072,0.7,1,319.2485181670636,319.2519052089192,319.2519052089192,319.2519052089192,319.2519052089192,321.2478685420938,NA,NA,321.24826754210517,321.2482976671308,None,321.24836533376947,321.2609659996815,322.24821895873174,318.07221866678447,322.26027441676706,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
52,0,52,right,1.2419999158009887,None,None,52,0,52,0,322.26027441676706,,,,,,,,,322.2486751670949,322.26027441676706,0.00035733403638005257,323.2476614997722,53,0,0.5,0.7,0.2,323.2479987498373,323.2603578339331,323.2603578339331,323.2603578339331,323.2603578339331,324.5036019999534,right,1.2419999158009887,None,right,1.2419999158009887,0.2,0,324.5229252916761,324.52601929195225,324.52601929195225,324.52601929195225,324.52601929195225,326.5124977501109,NA,NA,326.51292808400467,326.5129589168355,None,326.5130314589478,326.52568166702986,327.51480254204944,323.2603578339331,,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
53,0,53,up,0.8422659998759627,None,None,53,0,53,0,327.52535470901057,,,,,,,,,327.5152961248532,327.52535470901057,0.002313666045665741,328.51464395876974,54,0,0.5,0.7,0.2,328.5150169590488,328.52538304170594,328.52538304170594,328.52538304170594,328.52538304170594,329.3698894167319,up,0.8422659998759627,None,up,0.8422659998759627,0.7,0,329.3852938339114,329.39007116667926,329.39007116667926,329.39007116667926,329.39007116667926,331.38155049970374,NA,NA,331.38191929180175,331.38194858375937,None,331.38201799988747,331.3919351249933,332.38211599970236,,332.3944987501018,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
54,0,54,left,1.3102775826118886,None,None,54,0,54,0,332.3944987501018,,,,,,,,,332.3825386669487,332.3944987501018,0.0005683330819010735,333.38089550007135,55,0,0.5,0.7,0.2,333.3811110840179,333.3922751666978,333.3922751666978,333.3922751666978,333.3922751666978,334.704543416854,left,1.3102775826118886,None,left,1.3102775826118886,0.5,0,334.71806129207835,334.72259354172274,334.72259354172274,334.72259354172274,334.72259354172274,336.7122396249324,NA,NA,336.7127156248316,336.7127440837212,None,336.7128136251122,336.72632974991575,337.71240987489,333.3922751666978,337.72804945893586,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
55,0,55,up,0.7232842911034822,None,None,55,0,55,0,337.72804945893586,,,,,,,,,337.71283316705376,337.72804945893586,7.020914927124977e-05,338.7127199997194,56,0,0.5,0.7,0.2,338.7130084587261,338.7277354588732,338.7277354588732,338.7277354588732,338.7277354588732,339.46054491680115,up,0.7232842911034822,None,up,0.7232842911034822,0.7,1,339.47299037501216,339.47752420883626,339.47752420883626,339.47752420883626,339.47752420883626,341.4740057918243,NA,NA,341.4744758750312,341.4745080419816,None,341.47458087513223,341.48573858384043,342.4747769590467,338.7277354588732,,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
56,0,56,up,0.8915039589628577,None,None,56,0,56,0,342.4875670000911,,,,,,,,,342.47534879203886,342.4875670000911,0.000817958265542984,343.47201358387247,57,0,0.5,0.7,0.2,343.47232024976984,343.48882066691294,343.48882066691294,343.48882066691294,343.48882066691294,344.38260141713545,up,0.8915039589628577,None,up,0.8915039589628577,0.7,1,344.39501600014046,344.3996548750438,344.3996548750438,344.3996548750438,344.3996548750438,346.3950350419618,NA,NA,346.39548816671595,346.39551591686904,None,346.39558337489143,346.4076960841194,347.3956060418859,343.48882066691294,347.40580345876515,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
57,0,57,up,1.378967790864408,None,None,57,0,57,0,347.40580345876515,,,,,,,,,347.39602908398956,347.40580345876515,0.0004949159920215607,348.3924317918718,58,0,0.5,0.7,0.2,348.39271658379585,348.4081366667524,348.4081366667524,348.4081366667524,348.4081366667524,349.7938628750853,up,1.378967790864408,None,up,1.378967790864408,0.7,0,349.80950583377853,349.8141287919134,349.8141287919134,349.8141287919134,349.8141287919134,351.8087504170835,NA,NA,351.8091554590501,351.80918541690335,None,351.8092541671358,351.818940541707,352.80889858398587,348.4081366667524,352.8211805000901,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
58,0,58,left,0.991652250289917,None,None,58,0,58,0,352.8211805000901,,,,,,,,,352.8093125419691,352.8211805000901,0.00010750023648142815,353.8084185840562,59,0,0.5,0.7,0.2,353.80870149983093,353.8192825000733,353.8192825000733,353.8192825000733,353.8192825000733,354.82116683386266,left,0.991652250289917,None,left,0.991652250289917,0.5,1,354.83297599991783,354.8365609170869,354.8365609170869,354.8365609170869,354.8365609170869,356.834819749929,NA,NA,356.8353692088276,356.8353985841386,None,356.835467542056,356.847378292121,357.834787374828,353.8192825000733,357.8468007086776,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
59,0,59,left,0.08557558292523026,None,None,59,0,59,0,357.8468007086776,,,,,,,,,357.83528858376667,357.8468007086776,-0.00012895790860056877,358.835167999845,60,0,0.5,0.7,0.2,358.8354615420103,358.8450380838476,358.8450380838476,358.8450380838476,358.8450380838476,358.94064383395016,left,0.08557558292523026,None,left,0.08557558292523026,0.5,1,358.953196125105,358.95794083410874,358.95794083410874,358.95794083410874,358.95794083410874,360.9422617498785,NA,NA,360.9426577091217,360.94268749980256,None,360.9427569997497,360.9548866250552,361.9415322919376,358.8450380838476,361.9548243340105,,,,,,,,33631,001,2025-11-17_14h16.51.420,regret_experiment,,2025.1.1,73.84951697096143,0,0.5,0.7,0.2,2025-11-17 14h19.06.715594 -0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,361.9470164999366,361.9548243340105,,,,,,,,,,,,,
