thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,RegretRating.started,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,RegretRating.stopped,trials.regret_key.keys,trials.regret_key.rt,trials.regret_key.duration,regret_rating,regret_rt,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,,,,,,,,,,,,,,0.06007895799996277,0.07979979200001708,0.07979979200001708,6.393791832999909,space,6.248298750000004,None,,,,,,1,0.5,0.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744341,001,2025-08-07_15h17.29.304,regret_experiment,2024.2.4,117.74951198125122,1,0.5,0.2,0.7,2025-08-07 15h17.41.759165 -0700,
0,0,0,left,1.122434958000099,None,1,3.2963942500000485,None,0,0,0,0,6.966830707999975,,,,,,,,,6.39551583299999,6.966830707999975,0.001709874999960448,7.397384666999983,1,1,0.5,0.2,0.7,7.398389332999955,7.410059832999991,7.410059832999991,7.410059832999991,7.410059832999991,8.53810616699991,left,1.122434958000099,None,left,1.122434958000099,0.5,0,8.556134666999924,8.69875962499998,8.69875962499998,8.69875962499998,8.69875962499998,10.547283874999948,10.556361791999961,10.56487033299993,10.56487033299993,10.56487033299993,10.56487033299993,10.56487033299993,13.864517666999973,1,3.2963942500000485,None,1,3.2963942500000485,13.864611624999952,13.872070042000018,14.869150666999985,14.86407266699996,,,,,744341,001,2025-08-07_15h17.29.304,regret_experiment,2024.2.4,117.74951198125122,1,0.5,0.2,0.7,2025-08-07 15h17.41.759165 -0700,
1,0,1,up,0.6560607499999378,None,1,1.214097250000009,None,1,0,1,0,14.869150666999985,,,,,,,,,14.864441416999966,14.869150666999985,-0.00012162500001977605,15.862977874999956,2,1,0.5,0.2,0.7,15.863249916999962,15.868182082999965,15.868182082999965,15.868182082999965,15.868182082999965,16.53133508299993,up,0.6560607499999378,None,up,0.6560607499999378,0.2,0,16.543922457999997,16.55581858300002,16.55581858300002,16.55581858300002,16.55581858300002,18.535352375000002,18.543435457999976,18.55073245799997,18.55073245799997,18.55073245799997,18.55073245799997,18.55073245799997,19.769835833000002,1,1.214097250000009,None,1,1.214097250000009,19.76992041699998,19.77994808299991,20.768262041999947,20.763494332999926,15.868182082999965,,,,744341,001,2025-08-07_15h17.29.304,regret_experiment,2024.2.4,117.74951198125122,1,0.5,0.2,0.7,2025-08-07 15h17.41.759165 -0700,
2,0,2,right,0.45851870800004235,None,1,0.43427362500005984,None,2,0,2,0,20.768262041999947,,,,,,,,,20.76381758299999,20.768262041999947,0.009739874999922904,21.75342083299995,3,1,0.5,0.2,0.7,21.753671166999993,21.76205933299991,21.76205933299991,21.76205933299991,21.76205933299991,22.231017167000005,right,0.45851870800004235,None,right,0.45851870800004235,0.7,0,22.24302499999999,22.250153332999957,22.250153332999957,22.250153332999957,22.250153332999957,24.236634666999976,24.244441832999996,24.250870041999974,24.250870041999974,24.250870041999974,24.250870041999974,24.250870041999974,24.686653124999907,1,0.43427362500005984,None,1,0.43427362500005984,24.68672991699998,24.69621241699997,25.68502849999993,25.67980662499997,21.76205933299991,,,,744341,001,2025-08-07_15h17.29.304,regret_experiment,2024.2.4,117.74951198125122,1,0.5,0.2,0.7,2025-08-07 15h17.41.759165 -0700,
3,0,3,left,0.6403245830000515,None,None,,,3,0,3,0,25.68502849999993,,,,,,,,,25.68043683299993,25.68502849999993,0.008761917000015274,26.668646916999933,4,1,0.5,0.2,0.7,26.669176666999988,26.68435866699997,26.68435866699997,26.68435866699997,26.68435866699997,27.331322916999966,left,0.6403245830000515,None,left,0.6403245830000515,0.5,1,27.344757833000017,27.35168058299996,27.35168058299996,27.35168058299996,27.35168058299996,29.336662666999928,29.33716258300001,,,,,,29.337199374999955,None,,,NA,NA,29.33724354200001,29.346843457999967,30.33675966699991,30.33128758299995,26.678855124999927,,,,744341,001,2025-08-07_15h17.29.304,regret_experiment,2024.2.4,117.74951198125122,1,0.5,0.2,0.7,2025-08-07 15h17.41.759165 -0700,
4,0,4,left,0.4641542079999681,None,2,0.4961046250000436,None,4,0,4,0,30.33675966699991,,,,,,,,,30.33191649999992,30.33675966699991,-0.00037845899998956156,31.329125041999987,5,1,0.5,0.2,0.7,31.329445041999975,31.334353207999925,31.334353207999925,31.334353207999925,31.334353207999925,31.803195125000002,left,0.4641542079999681,None,left,0.4641542079999681,0.5,0,31.815473999999995,31.837138916999947,31.837138916999947,31.837138916999947,31.837138916999947,33.81332695799995,33.82219195799996,33.828660416999924,33.828660416999924,33.828660416999924,33.828660416999924,33.828660416999924,34.33107308299998,2,0.4961046250000436,None,2,0.4961046250000436,34.331163833000005,34.337469082999974,35.33692454200002,35.330482666999956,31.334353207999925,,,,744341,001,2025-08-07_15h17.29.304,regret_experiment,2024.2.4,117.74951198125122,1,0.5,0.2,0.7,2025-08-07 15h17.41.759165 -0700,
5,0,5,up,0.5718209999999999,None,1,0.2737172920000148,None,5,0,5,0,35.33692454200002,,,,,,,,,35.331278124999926,35.33692454200002,0.00018345900002714188,36.330495749999955,6,1,0.5,0.2,0.7,36.33099112499997,36.336809958,36.336809958,36.336809958,36.336809958,36.91467224999997,up,0.5718209999999999,None,up,0.5718209999999999,0.2,0,36.92782804199999,36.93480245799992,36.93480245799992,36.93480245799992,36.93480245799992,38.918173583,38.924801291999984,38.94689820799999,38.94689820799999,38.94689820799999,38.94689820799999,38.94689820799999,39.23065558299993,1,0.2737172920000148,None,1,0.2737172920000148,39.230734041999995,39.237285749999955,40.236762,40.23081070799992,36.336809958,,,,744341,001,2025-08-07_15h17.29.304,regret_experiment,2024.2.4,117.74951198125122,1,0.5,0.2,0.7,2025-08-07 15h17.41.759165 -0700,
6,0,6,right,0.3222915840000269,None,None,,,6,0,6,0,40.236762,,,,,,,,,40.23192745799997,40.236762,0.001258749999919928,41.22941170799993,7,1,0.5,0.2,0.7,41.22965579200002,41.23464462499999,41.23464462499999,41.23464462499999,41.23464462499999,41.564507542,right,0.3222915840000269,None,right,0.3222915840000269,0.7,1,41.57632975000001,41.583189167,41.583189167,41.583189167,41.583189167,43.56915425,43.57024529199998,,,,,,43.57033420799996,None,,,NA,NA,43.570444332999955,43.57914508299996,44.567674624999995,44.56281108299993,41.23464462499999,,,,744341,001,2025-08-07_15h17.29.304,regret_experiment,2024.2.4,117.74951198125122,1,0.5,0.2,0.7,2025-08-07 15h17.41.759165 -0700,
7,0,7,right,0.5004080410000142,None,None,,,7,0,7,0,44.567674624999995,,,,,,,,,44.563177124999925,44.567674624999995,0.009905874999958542,45.55152629199995,8,1,0.5,0.2,0.7,45.551746874999935,45.56847862500001,45.56847862500001,45.56847862500001,45.56847862500001,46.08046183299996,right,0.5004080410000142,None,right,0.5004080410000142,0.7,1,46.092054332999965,46.099326625,46.099326625,46.099326625,46.099326625,48.08465574999991,48.08514816699994,,,,,,48.08519049999995,None,,,NA,NA,48.08523887499996,48.096937124999954,49.086143291999974,49.08101520799994,45.56350287499993,,,,744341,001,2025-08-07_15h17.29.304,regret_experiment,2024.2.4,117.74951198125122,1,0.5,0.2,0.7,2025-08-07 15h17.41.759165 -0700,
8,0,8,right,0.35200562499994703,None,2,1.188732707999975,None,8,0,8,0,49.086143291999974,,,,,,,,,49.08140283299997,49.086143291999974,0.001020834000087234,50.06992254199997,9,1,0.5,0.2,0.7,50.07031683299999,50.07994408299999,50.07994408299999,50.07994408299999,50.07994408299999,50.43704762499999,right,0.35200562499994703,None,right,0.35200562499994703,0.7,0,50.45059112499996,50.45849649999991,50.45849649999991,50.45849649999991,50.45849649999991,52.446414499999946,52.45327358299994,52.459897458,52.459897458,52.459897458,52.459897458,52.459897458,53.65523533299995,2,1.188732707999975,None,2,1.188732707999975,53.65530629199998,53.66332808300001,54.654686083,54.64804066699992,50.07994408299999,,,,744341,001,2025-08-07_15h17.29.304,regret_experiment,2024.2.4,117.74951198125122,1,0.5,0.2,0.7,2025-08-07 15h17.41.759165 -0700,
