thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,RegretRating.started,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,RegretRating.stopped,trials.regret_key.keys,trials.regret_key.rt,trials.regret_key.duration,regret_rating,regret_rt,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
23,0,23,left,0.36482470901682973,None,None,,,23,0,23,0,129.91694879112765,,,,,,,,,129.90452033281326,129.91694879112765,-0.0005396250635385513,130.90402120817453,24,1,0.5,0.2,0.7,130.9044134579599,130.91659283312038,130.91659283312038,130.91659283312038,130.91659283312038,131.292696707882,left,0.36482470901682973,None,left,0.36482470901682973,0.5,1,131.30637300014496,131.31153924996033,131.31153924996033,131.31153924996033,131.31153924996033,133.30369004094973,133.30420516617596,,,,,,133.30424079112709,None,,,NA,NA,133.304311290849,133.31695216614753,134.3162839161232,134.30397325009108,130.91659283312038,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
24,0,24,up,0.47961370926350355,None,1,0.746141083072871,None,24,0,24,0,134.3162839161232,,,,,,,,,134.30442137503996,134.3162839161232,0.00016087479889392853,135.30403087520972,25,1,0.5,0.2,0.7,135.30434708297253,135.31637937482446,135.31637937482446,135.31637937482446,135.31637937482446,135.7985430411063,up,0.47961370926350355,None,up,0.47961370926350355,0.2,0,135.81304216617718,135.81781179085374,135.81781179085374,135.81781179085374,135.81781179085374,137.81015208316967,137.8190796659328,137.82354562496766,137.82354562496766,137.82354562496766,137.82354562496766,137.82354562496766,138.57211575005203,1,0.746141083072871,None,1,0.746141083072871,138.57222658302635,138.5838247910142,139.583259915933,139.5701715410687,135.31637937482446,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
25,0,25,up,0.31417454220354557,None,1,0.5991664999164641,None,25,0,25,0,139.583259915933,,,,,,,,,139.57064883317798,139.583259915933,0.011147540993988514,140.57022533286363,26,1,0.5,0.2,0.7,140.57058050017804,140.58310062484816,140.58310062484816,140.58310062484816,140.58310062484816,140.9038501251489,up,0.31417454220354557,None,up,0.31417454220354557,0.2,0,140.91975858295336,140.92447954090312,140.92447954090312,140.92447954090312,140.92447954090312,142.91678008297458,142.92578829079866,142.93029124988243,142.93029124988243,142.93029124988243,142.93029124988243,142.93029124988243,143.5318244160153,1,0.5991664999164641,None,1,0.5991664999164641,143.5319274580106,143.54354233294725,144.54326808312908,144.529763457831,140.58310062484816,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
26,0,26,right,0.45345724979415536,None,None,,,26,0,26,0,144.54326808312908,,,,,,,,,144.5302584161982,144.54326808312908,0.011455084197223186,145.53079037507996,27,1,0.5,0.2,0.7,145.5311408750713,145.54340424994007,145.54340424994007,145.54340424994007,145.54340424994007,145.9990864158608,right,0.45345724979415536,None,right,0.45345724979415536,0.7,1,146.0130699998699,146.01849904097617,146.01849904097617,146.01849904097617,146.01849904097617,148.00966029101983,148.01007341593504,,,,,,148.01011008303612,None,,,NA,NA,148.01018829084933,148.02302691619843,,149.01034291600809,145.54340424994007,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
27,0,27,up,1.322143167257309,None,1,1.3857582919299603,None,27,0,27,0,149.02375412499532,,,,,,,,,149.0111152078025,149.02375412499532,0.0009834589436650276,150.01024545775726,28,1,0.5,0.2,0.7,150.01060866611078,150.0228309580125,150.0228309580125,150.0228309580125,150.0228309580125,151.3570114998147,up,1.322143167257309,None,up,1.322143167257309,0.2,0,151.37228462519124,151.37716299993917,151.37716299993917,151.37716299993917,151.37716299993917,153.37054945807904,153.3793241661042,153.38376987492666,153.38376987492666,153.38376987492666,153.38376987492666,153.38376987492666,154.77222824981436,1,1.3857582919299603,None,1,1.3857582919299603,154.77233279077336,154.78356758318841,155.78365795779973,155.7704957909882,150.0228309580125,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
28,0,28,right,0.31330387527123094,None,None,,,28,0,28,0,155.78365795779973,,,,,,,,,155.77096195798367,155.78365795779973,0.01142258383333683,156.77004995802417,29,1,0.5,0.2,0.7,156.77041212515905,156.78324883291498,156.78324883291498,156.78324883291498,156.78324883291498,157.1041110828519,right,0.31330387527123094,None,right,0.31330387527123094,0.7,1,157.1167760831304,157.12175787519664,157.12175787519664,157.12175787519664,157.12175787519664,159.11632412485778,159.1167609160766,,,,,,159.1167960409075,None,,,NA,NA,159.11687654117122,159.12966095795855,160.13004362490028,160.11714812507853,156.78324883291498,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
29,0,29,right,1.1859895000234246,None,1,0.641519249882549,None,29,0,29,0,160.13004362490028,,,,,,,,,160.11763958306983,160.13004362490028,0.0008186670020222664,161.11702758306637,30,1,0.5,0.2,0.7,161.1174131659791,161.1300627081655,161.1300627081655,161.1300627081655,161.1300627081655,162.31835729116574,right,1.1859895000234246,None,right,1.1859895000234246,0.7,0,162.33366108313203,162.33912183297798,162.33912183297798,162.33912183297798,162.33912183297798,164.3301277081482,164.3391511249356,164.34376333281398,164.34376333281398,164.34376333281398,164.34376333281398,164.34376333281398,164.9991354579106,1,0.641519249882549,None,1,0.641519249882549,164.99924174975604,165.01004554098472,166.01019612513483,165.99744795821607,,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
30,0,30,up,0.42666450003162026,None,None,,,30,0,30,0,166.01019612513483,,,,,,,,,165.99805679079145,166.01019612513483,0.011044458020478487,166.99720662506297,31,1,0.5,0.2,0.7,166.997530749999,167.01035600015894,167.01035600015894,167.01035600015894,167.01035600015894,167.4392551658675,up,0.42666450003162026,None,up,0.42666450003162026,0.2,1,167.452824333217,167.45761720789596,167.45761720789596,167.45761720789596,167.45761720789596,169.4505191249773,169.45091108279303,,,,,,169.4509495832026,None,,,NA,NA,169.45102729089558,169.4634437081404,170.46168808313087,170.44893241580576,167.01035600015894,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
31,0,31,left,0.41800220822915435,None,None,,,31,0,31,0,170.46168808313087,,,,,,,,,170.44936237484217,170.46168808313087,0.010745250154286623,171.4506546659395,32,1,0.5,0.2,0.7,171.45097950007766,171.46295420778915,171.46295420778915,171.46295420778915,171.46295420778915,171.89128462504596,left,0.41800220822915435,None,left,0.41800220822915435,0.5,1,171.9046454578638,171.9096328751184,171.9096328751184,171.9096328751184,171.9096328751184,173.90367570798844,173.9041418330744,,,,,,173.90417658304796,None,,,NA,NA,173.9042552500032,173.91622808296233,174.91687337495387,174.90293224994093,171.46295420778915,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
32,0,32,right,0.8800463331863284,None,None,,,32,0,32,0,174.91687337495387,,,,,,,,,174.90342908306047,174.91687337495387,-0.000772333238273859,175.90426862519234,33,1,0.5,0.2,0.7,175.90463970787823,175.91702087502927,175.91702087502927,175.91702087502927,175.91702087502927,176.79931899998337,right,0.8800463331863284,None,right,0.8800463331863284,0.7,1,176.81219341605902,176.8169865407981,176.8169865407981,176.8169865407981,176.8169865407981,178.8101292909123,178.81052487483248,,,,,,178.8105604578741,None,,,NA,NA,178.81063879095018,178.82370391581208,179.82368462486193,179.81072070775554,175.91702087502927,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
33,0,33,up,0.5382530000060797,None,None,,,33,0,33,0,179.82368462486193,,,,,,,,,179.8112071249634,179.82368462486193,0.0006208331324160099,180.80894008278847,34,1,0.5,0.2,0.7,180.80926629109308,180.82296016579494,180.82296016579494,180.82296016579494,180.82296016579494,181.37229437520728,up,0.5382530000060797,None,up,0.5382530000060797,0.2,0,181.3867037501186,181.39134724996984,181.39134724996984,181.39134724996984,181.39134724996984,183.38308587484062,183.38361937506124,,,,,,183.3836551248096,None,,,NA,NA,183.38373508304358,183.39650879101828,,184.38382358290255,180.82296016579494,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
34,0,34,up,0.5115412501618266,None,None,,,34,0,34,0,184.39675275003538,,,,,,,,,184.38441462488845,184.39675275003538,0.0007344158366322517,185.40514374990016,35,1,0.5,0.2,0.7,185.40579933300614,185.4096220000647,185.4096220000647,185.4096220000647,185.4096220000647,185.93171191588044,up,0.5115412501618266,None,up,0.5115412501618266,0.2,0,185.948526666034,185.953808540944,185.953808540944,185.953808540944,185.953808540944,187.94341304106638,187.9439752078615,,,,,,187.94401266612113,None,,,NA,NA,187.94409145787358,187.95670904079452,188.95557087520137,188.9441596250981,,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
35,0,35,left,0.32464837469160557,None,None,,,35,0,35,0,188.95557087520137,,,,,,,,,188.9447478330694,188.95557087520137,0.0007088747806847095,189.94421149976552,36,1,0.5,0.2,0.7,189.9445356251672,189.95645033288747,189.95645033288747,189.95645033288747,189.95645033288747,190.29159279121086,left,0.32464837469160557,None,left,0.32464837469160557,0.5,1,190.30457733292133,190.30945737520233,190.30945737520233,190.30945737520233,190.30945737520233,192.3036327501759,192.30411433288828,,,,,,192.30415016599,None,,,NA,NA,192.3042297079228,192.31698758294806,193.31685129087418,193.30377724999562,189.95645033288747,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
36,0,36,up,0.3076501660980284,None,None,,,36,0,36,0,193.31685129087418,,,,,,,,,193.30433791596442,193.31685129087418,0.0001621250994503498,194.30368245812133,37,1,0.5,0.2,0.7,194.304035208188,194.31687104096636,194.31687104096636,194.31687104096636,194.31687104096636,194.63709412515163,up,0.3076501660980284,None,up,0.3076501660980284,0.2,0,194.65201904112473,194.65685524977744,194.65685524977744,194.65685524977744,194.65685524977744,196.65033879084513,196.65079220803455,,,,,,196.650830083061,None,,,NA,NA,196.6509082908742,196.66304337512702,197.66308487486094,197.6508943331428,194.31687104096636,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
37,0,37,right,0.617372415959835,None,None,,,37,0,37,0,197.66308487486094,,,,,,,,,197.65136779099703,197.66308487486094,0.0005117920227348804,198.6509299580939,38,1,0.5,0.2,0.7,198.65128954080865,198.66360820783302,198.66360820783302,198.66360820783302,198.66360820783302,199.29126516589895,right,0.617372415959835,None,right,0.617372415959835,0.7,0,199.30626250011846,199.31105145812035,199.31105145812035,199.31105145812035,199.31105145812035,201.303321165964,201.30380658293143,,,,,,201.3038429999724,None,,,NA,NA,201.30392229091376,201.31638112477958,202.31737249996513,202.30408474989235,198.66360820783302,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
38,0,38,left,0.388582166749984,None,None,,,38,0,38,0,202.31737249996513,,,,,,,,,202.30453774984926,202.31737249996513,0.0006694579496979713,203.30431616585702,39,1,0.5,0.2,0.7,203.3046278329566,203.3168166661635,203.3168166661635,203.3168166661635,203.3168166661635,203.71752266585827,left,0.388582166749984,None,left,0.388582166749984,0.5,1,203.73093899991363,203.73578679095954,203.73578679095954,203.73578679095954,203.73578679095954,205.73032520804554,205.73083766596392,,,,,,205.73087437497452,None,,,NA,NA,205.7309526661411,205.74379629082978,206.74303487502038,206.73091683303937,203.3168166661635,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
39,0,39,up,0.3137065418995917,None,None,,,39,0,39,0,206.74303487502038,,,,,,,,,206.73155233310536,206.74303487502038,0.000652083195745945,207.7300371658057,40,1,0.5,0.2,0.7,207.73037724988535,207.74295429093763,207.74295429093763,207.74295429093763,207.74295429093763,208.0652773748152,up,0.3137065418995917,None,up,0.3137065418995917,0.2,0,208.08002658281475,208.0848030000925,208.0848030000925,208.0848030000925,208.0848030000925,210.0763164581731,210.07680587517098,,,,,,210.07684187497944,None,,,NA,NA,210.0769195407629,210.08985670795664,,211.07696379115805,207.74295429093763,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
40,0,40,left,0.2541425838135183,None,None,,,40,0,40,0,211.09007508307695,,,,,,,,,211.07750350004062,211.09007508307695,0.000640250276774168,212.07750370819122,41,1,0.5,0.2,0.7,212.07787379110232,212.09023270802572,212.09023270802572,212.09023270802572,212.09023270802572,212.3584829159081,left,0.2541425838135183,None,left,0.2541425838135183,0.5,1,212.37211566604674,212.37716899998486,212.37716899998486,212.37716899998486,212.37716899998486,214.37029941612855,214.37070270814002,,,,,,214.37073800014332,None,,,NA,NA,214.37081620795652,214.38315987493843,215.38335583312437,215.37050175014883,212.09023270802572,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
41,0,41,right,0.47327725030481815,None,None,,,41,0,41,0,215.38335583312437,,,,,,,,,215.371029375121,215.38335583312437,0.00026320805773139,216.37047191616148,42,1,0.5,0.2,0.7,216.37080770777538,216.38350770808756,216.38350770808756,216.38350770808756,216.38350770808756,216.8655662080273,right,0.47327725030481815,None,right,0.47327725030481815,0.7,1,216.87860425002873,216.88393416581675,216.88393416581675,216.88393416581675,216.88393416581675,218.8765925411135,218.87711366591975,,,,,,218.87714895792305,None,,,NA,NA,218.87722779111937,218.89013929106295,219.8900243327953,219.87708312505856,216.38350770808756,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
42,0,42,up,0.4474628330208361,None,None,,,42,0,42,0,219.8900243327953,,,,,,,,,219.8775672079064,219.8900243327953,0.0003931666724383831,220.8773400830105,43,1,0.5,0.2,0.7,220.8776823328808,220.8898552497849,220.8898552497849,220.8898552497849,220.8898552497849,221.3455251660198,up,0.4474628330208361,None,up,0.4474628330208361,0.2,0,221.3594409157522,221.3642361657694,221.3642361657694,221.3642361657694,221.3642361657694,223.35665929084644,223.35715549997985,,,,,,223.3571919160895,None,,,NA,NA,223.35726699978113,223.37040041619912,224.36995266610757,224.35761341592297,220.8898552497849,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
43,0,43,left,0.38610016694292426,None,None,,,43,0,43,0,224.36995266610757,,,,,,,,,224.35809516580775,224.36995266610757,0.0008808751590549946,225.35702187521383,44,1,0.5,0.2,0.7,225.35736941592768,225.3698778329417,225.3698778329417,225.3698778329417,225.3698778329417,225.75859900005162,left,0.38610016694292426,None,left,0.38610016694292426,0.5,0,225.7742619998753,225.78023279085755,225.78023279085755,225.78023279085755,225.78023279085755,227.76916166581213,227.76965012494475,,,,,,227.7696940409951,None,,,NA,NA,227.76977779110894,227.78242808301002,,228.77027562493458,225.3698778329417,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
44,0,44,right,0.4537707497365773,None,None,,,44,0,44,0,228.7832955000922,,,,,,,,,228.77079124981537,228.7832955000922,0.0010702498257160187,229.7704234160483,45,1,0.5,0.2,0.7,229.77082599978894,229.7830217909068,229.7830217909068,229.7830217909068,229.7830217909068,230.23939058277756,right,0.4537707497365773,None,right,0.4537707497365773,0.7,0,230.2545435000211,230.26018829084933,230.26018829084933,230.26018829084933,230.26018829084933,232.25040891580284,232.25085800001398,,,,,,232.25089291576296,None,,,NA,NA,232.25097300019115,232.2631616247818,233.26364299980924,233.25104687502608,,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
45,0,45,right,0.8019770411774516,None,None,,,45,0,45,0,233.26364299980924,,,,,,,,,233.2515495410189,233.26364299980924,0.0006300001405179501,234.2500708750449,46,1,0.5,0.2,0.7,234.2503623329103,234.26296337507665,234.26296337507665,234.26296337507665,234.26296337507665,235.0784034160897,right,0.8019770411774516,None,right,0.8019770411774516,0.7,1,235.09232470812276,235.09754358278587,235.09754358278587,235.09754358278587,235.09754358278587,237.09057212481275,237.09104204084724,,,,,,237.09107741620392,None,,,NA,NA,237.09115512482822,237.10386891616508,238.10386133287102,238.0916513330303,234.26296337507665,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
46,0,46,up,0.5142092499881983,None,None,,,46,0,46,0,238.10386133287102,,,,,,,,,238.0922026662156,238.10386133287102,0.0011042500846087933,239.0905058751814,47,1,0.5,0.2,0.7,239.09084274992347,239.10324495797977,239.10324495797977,239.10324495797977,239.10324495797977,239.6255915001966,up,0.5142092499881983,None,up,0.5142092499881983,0.2,0,239.64058016613126,239.6453480408527,239.6453480408527,239.6453480408527,239.6453480408527,241.63710495783016,241.63756654085591,,,,,,241.637599832844,None,,,NA,NA,241.6376771251671,241.64956108294427,242.65017216606066,242.63740875013173,239.10324495797977,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
47,0,47,right,0.666526417247951,None,None,,,47,0,47,0,242.65017216606066,,,,,,,,,242.63785941619426,242.65017216606066,0.00023612473160028458,243.6369978748262,48,1,0.5,0.2,0.7,243.63739475002512,243.64977899985388,243.64977899985388,243.64977899985388,243.64977899985388,244.3190642502159,right,0.666526417247951,None,right,0.666526417247951,0.7,1,244.33297650003806,244.33800250012428,244.33800250012428,244.33800250012428,244.33800250012428,246.32989950012416,246.33036124985665,,,,,,246.33039458282292,None,,,NA,NA,246.33047162508592,246.34326854115352,247.34355424996465,247.3301029158756,243.64977899985388,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
48,0,48,right,0.29272462520748377,None,None,,,48,0,48,0,247.34355424996465,,,,,,,,,247.33054749993607,247.34355424996465,0.0001289588399231434,248.33072862494737,49,1,0.5,0.2,0.7,248.33114650007337,248.34358279081061,248.34358279081061,248.34358279081061,248.34358279081061,248.6393400412053,right,0.29272462520748377,None,right,0.29272462520748377,0.7,1,248.65348720783368,248.65834499988705,248.65834499988705,248.65834499988705,248.65834499988705,250.6485233749263,250.64877608278766,,,,,,250.6487935828045,None,,,NA,NA,250.64883045805618,250.6618729159236,,251.6500082910061,248.34358279081061,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
49,0,49,left,0.29845979157835245,None,None,,,49,0,49,0,251.66324695805088,,,,,,,,,251.65066350018606,251.66324695805088,0.001868625171482563,252.65048066619784,50,1,0.5,0.2,0.7,252.6509418329224,252.66310033295304,252.66310033295304,252.66310033295304,252.66310033295304,252.97211825009435,left,0.29845979157835245,None,left,0.29845979157835245,0.5,1,252.98629625001922,252.991524416022,252.991524416022,252.991524416022,252.991524416022,254.98360412521288,254.98408929118887,,,,,,254.98413183307275,None,,,NA,NA,254.98421029094607,254.99670874979347,255.99695708276704,255.98394120810553,,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
50,0,50,left,0.2806589580141008,None,None,,,50,0,50,0,255.99695708276704,,,,,,,,,255.98447600007057,255.99695708276704,0.00031912513077259064,256.984335583169,51,1,0.5,0.2,0.7,256.98464920790866,256.99675987521186,256.99675987521186,256.99675987521186,256.99675987521186,257.28000712487847,left,0.2806589580141008,None,left,0.2806589580141008,0.5,0,257.2954868329689,257.30044091586024,257.30044091586024,257.30044091586024,257.30044091586024,259.2904815832153,259.2909434158355,,,,,,259.290986541193,None,,,NA,NA,259.29106754111126,259.3029910409823,260.3036205829121,260.2900345409289,256.99675987521186,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
51,0,51,right,0.26699295779690146,None,None,,,51,0,51,0,260.3036205829121,,,,,,,,,260.29053754080087,260.3036205829121,-0.0004766252823174,261.2905488749966,52,1,0.5,0.2,0.7,261.29091812483966,261.30309874983504,261.30309874983504,261.30309874983504,261.30309874983504,261.57224545814097,right,0.26699295779690146,None,right,0.26699295779690146,0.7,0,261.58718945784494,261.5923622502014,261.5923622502014,261.5923622502014,261.5923622502014,263.58350666612387,263.58394991606474,,,,,,263.5839849160984,None,,,NA,NA,263.58406366594136,263.596619958058,264.59683120809495,264.5841906662099,261.30309874983504,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
52,0,52,right,0.3408929998986423,None,None,,,52,0,52,0,264.59683120809495,,,,,,,,,264.5847354158759,264.59683120809495,0.0007268749177455902,265.58444125019014,53,1,0.5,0.2,0.7,265.58478354103863,265.59683704096824,265.59683704096824,265.59683704096824,265.59683704096824,265.9454049579799,right,0.3408929998986423,None,right,0.3408929998986423,0.7,1,265.9590871250257,265.9642757079564,265.9642757079564,265.9642757079564,265.9642757079564,267.95627774996683,267.9567190827802,,,,,,267.9567553331144,None,,,NA,NA,267.9568335409276,267.9699109578505,,268.9570034998469,265.59683704096824,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
53,0,53,right,0.7907623746432364,None,None,,,53,0,53,0,268.97002949984744,,,,,,,,,268.9575343327597,268.97002949984744,0.0007540001533925533,269.9568728329614,54,1,0.5,0.2,0.7,269.9572645830922,269.970402082894,269.970402082894,269.970402082894,269.970402082894,270.77097383281216,right,0.7907623746432364,None,right,0.7907623746432364,0.7,1,270.7837281250395,270.7888132077642,270.7888132077642,270.7888132077642,270.7888132077642,272.78342350013554,272.78382895793766,,,,,,272.78386741597205,None,,,NA,NA,272.783943625167,272.7967969579622,273.7965823751874,273.7839645408094,,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
54,0,54,left,1.3243981655687094,None,None,,,54,0,54,0,273.7965823751874,,,,,,,,,273.7844562907703,273.7965823751874,0.0005648331716656685,274.78365425020456,55,1,0.5,0.2,0.7,274.7839922499843,274.7967059998773,274.7967059998773,274.7967059998773,274.7967059998773,276.1315319160931,left,1.3243981655687094,None,left,1.3243981655687094,0.5,0,276.1452976660803,276.1507072499953,276.1507072499953,276.1507072499953,276.1507072499953,278.14352791616693,278.14396979101,,,,,,278.1440031658858,None,,,NA,NA,278.1440768749453,278.15721037518233,279.15655749989673,279.14487779093906,274.7967059998773,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
55,0,55,up,0.26201704191043973,None,None,,,55,0,55,0,279.15655749989673,,,,,,,,,279.14536412479356,279.15655749989673,0.0013379580341279507,280.14390983292833,56,1,0.5,0.2,0.7,280.14421849977225,280.1568395830691,280.1568395830691,280.1568395830691,280.1568395830691,280.4221741659567,up,0.26201704191043973,None,up,0.26201704191043973,0.2,1,280.43533454090357,280.4400413748808,280.4400413748808,280.4400413748808,280.4400413748808,282.4229717501439,282.4235074580647,,,,,,282.423546125181,None,,,NA,NA,282.4236207501963,282.43688079109415,283.4365897080861,283.4238789160736,280.1568395830691,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
56,0,56,up,0.25213337503373623,None,None,,,56,0,56,0,283.4365897080861,,,,,,,,,283.4243184160441,283.4365897080861,0.0007486669346690178,284.4240032909438,57,1,0.5,0.2,0.7,284.4243409158662,284.4373252079822,284.4373252079822,284.4373252079822,284.4373252079822,284.6919523747638,up,0.25213337503373623,None,up,0.25213337503373623,0.2,0,284.7068907911889,284.7118587079458,284.7118587079458,284.7118587079458,284.7118587079458,286.7039478328079,286.7043932499364,,,,,,286.7044283328578,None,,,NA,NA,286.7045037080534,286.7165990830399,287.7164655830711,287.704284875188,284.4373252079822,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
57,0,57,right,0.22892220877110958,None,None,,,57,0,57,0,287.7164655830711,,,,,,,,,287.7047870410606,287.7164655830711,0.0003347080200910568,288.7036870000884,58,1,0.5,0.2,0.7,288.7040114160627,288.716675540898,288.716675540898,288.716675540898,288.716675540898,288.9574965829961,right,0.22892220877110958,None,right,0.22892220877110958,0.7,1,288.9711668752134,288.97619462478906,288.97619462478906,288.97619462478906,288.97619462478906,290.9699754999019,290.9704343331978,,,,,,290.9704705411568,None,,,NA,NA,290.97054770821705,290.9830174581148,291.9834734997712,291.9706153329462,288.716675540898,,,,34177,001,2025-12-03_13h29.39.339,regret_experiment,,2025.1.1,75.116195512964,1,0.5,0.2,0.7,2025-12-03 13h30.36.575417 -0800,
