thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,regret_rating,regret_rt,RegretRating.started,RegretRating.stopped,trials.regret_key.keys,ITI.started,blank_screen.started,ITI.stopped,blank_screen.stopped,fixcross.stopped,appleImage.stopped,tree1.stopped,tree2.stopped,tree3.stopped,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,trials.regret_key.rt,trials.regret_key.duration,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
29,0,29,up,0.47221341682597995,None,None,,,29,0,29,0,141.75580645818263,,,,,,,,,141.74367170827463,141.75580645818263,0.00987383397296071,142.7446857909672,30,2,0.5,0.7,0.2,142.74505437491462,142.7561454582028,142.7561454582028,142.7561454582028,142.7561454582028,143.23867291631177,up,0.47221341682597995,None,up,0.47221341682597995,0.7,1,143.25077733304352,143.25380120798945,143.25380120798945,143.25380120798945,143.25380120798945,145.23738112533465,NA,NA,145.23773716622964,145.2377656660974,None,145.23783979099244,145.25088412500918,146.2382718329318,,142.7561454582028,145.25088412500918,145.25088412500918,145.25088412500918,145.25088412500918,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
30,0,30,up,0.4160100412555039,None,3,6.214073874987662,None,30,0,30,0,146.25059266621247,,,,,,,,,146.2387790409848,146.25059266621247,0.00098829111084342,147.2387745412998,31,2,0.5,0.7,0.2,147.2392565002665,147.25214762520045,147.25214762520045,147.25214762520045,147.25214762520045,147.67809862503782,up,0.4160100412555039,None,up,0.4160100412555039,0.7,0,147.6906881663017,147.69340191595256,147.69340191595256,147.69340191595256,147.69340191595256,149.6785500831902,3,6.214073874987662,149.68594537535682,155.90460420819,3,155.9047137913294,155.9164583752863,156.90279020834714,156.9155075000599,,,,,,149.68843600014225,149.68843600014225,149.68843600014225,149.68843600014225,149.68843600014225,6.214073874987662,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
31,0,31,up,0.5072002499364316,None,None,,,31,0,31,0,156.9155075000599,,,,,,,,,156.90322016598657,156.9155075000599,0.01088900025933981,157.9044507080689,32,2,0.5,0.7,0.2,157.90477250004187,157.9158625002019,157.9158625002019,157.9158625002019,157.9158625002019,158.42535712523386,up,0.5072002499364316,None,up,0.5072002499364316,0.7,1,158.43718154123053,158.44024345837533,158.44024345837533,158.44024345837533,158.44024345837533,160.42409195797518,NA,NA,160.42441704124212,160.42444541631266,None,160.4245236250572,160.43620541598648,161.42497933330014,,157.9158625002019,160.43620541598648,160.43620541598648,160.43620541598648,160.43620541598648,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
32,0,32,left,0.5900747077539563,None,None,,,32,0,32,0,161.43581858323887,,,,,,,,,161.42547899996862,161.43581858323887,0.0010029575787484646,162.42217850033194,33,2,0.5,0.7,0.2,162.42242991598323,162.43821133300662,162.43821133300662,162.43821133300662,162.43821133300662,163.03784220805392,left,0.5900747077539563,None,left,0.5900747077539563,0.5,1,163.04941112501547,163.0527068329975,163.0527068329975,163.0527068329975,163.0527068329975,165.03631079103798,NA,NA,165.03662950033322,165.03665745817125,None,165.03672945825383,165.05213437508792,166.0382440830581,,162.43821133300662,165.05213437508792,165.05213437508792,165.05213437508792,165.05213437508792,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
33,0,33,up,0.5540130003355443,None,None,,,33,0,33,0,166.05198275018483,,,,,,,,,166.0388129162602,166.05198275018483,0.0021310001611709595,167.03777558309957,34,2,0.5,0.7,0.2,167.0381720000878,167.04973625019193,167.04973625019193,167.04973625019193,167.04973625019193,167.6116538331844,up,0.5540130003355443,None,up,0.5540130003355443,0.7,1,167.6239409162663,167.62686325004324,167.62686325004324,167.62686325004324,167.62686325004324,169.61176683334634,NA,NA,169.61209258297458,169.61212120810524,None,169.61220854101703,169.62345979129896,170.6122912913561,170.62441583303735,,169.62345979129896,169.62345979129896,169.62345979129896,169.62345979129896,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
34,0,34,up,0.4558657091110945,None,None,,,34,0,34,0,170.62441583303735,,,,,,,,,170.61277904128656,170.62441583303735,0.0006169169209897518,171.61209379136562,35,2,0.5,0.7,0.2,171.6124925413169,171.6223977501504,171.6223977501504,171.6223977501504,171.6223977501504,172.08030637493357,up,0.4558657091110945,None,up,0.4558657091110945,0.7,1,172.09177695820108,172.09445766592398,172.09445766592398,172.09445766592398,172.09445766592398,174.0780084161088,NA,NA,174.0783649161458,174.0783936250955,None,174.07846525032073,174.09065433312207,175.07900083297864,,171.6223977501504,174.09065433312207,174.09065433312207,174.09065433312207,174.09065433312207,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
35,0,35,up,0.45861145900562406,None,None,,,35,0,35,0,175.0912582501769,,,,,,,,,175.0795027501881,175.0912582501769,0.0010843747295439243,176.07685145828873,36,2,0.5,0.7,0.2,176.07720470800996,176.0891022500582,176.0891022500582,176.0891022500582,176.0891022500582,176.55783166596666,up,0.45861145900562406,None,up,0.45861145900562406,0.7,1,176.56957716634497,176.5722857909277,176.5722857909277,176.5722857909277,176.5722857909277,178.55834262492135,NA,NA,178.55876250006258,178.5587995001115,None,178.5588752911426,178.57089470792562,179.55837250035256,179.56936608301476,176.0891022500582,,,,,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
36,0,36,up,0.4402804169803858,None,None,,,36,0,36,0,179.56936608301476,,,,,,,,,179.5588178751059,179.56936608301476,-8.624978363513947e-06,180.55820012511685,37,2,0.5,0.7,0.2,180.55850000027567,180.5717240413651,180.5717240413651,180.5717240413651,180.5717240413651,181.02380620827898,up,0.4402804169803858,None,up,0.4402804169803858,0.7,1,181.03559983335435,181.0384040409699,181.0384040409699,181.0384040409699,181.0384040409699,183.02278008311987,NA,NA,183.02310691634193,183.02313304133713,None,183.02321487525478,183.03882725024596,184.02238104119897,184.03875066619366,180.5717240413651,183.03882725024596,183.03882725024596,183.03882725024596,183.03882725024596,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
37,0,37,up,0.42466737516224384,None,None,,,37,0,37,0,184.03875066619366,,,,,,,,,184.02279383316636,184.03875066619366,-0.00037012528628110886,185.02344308327883,38,2,0.5,0.7,0.2,185.02376770833507,185.037865083199,185.037865083199,185.037865083199,185.037865083199,185.46469900012016,up,0.42466737516224384,None,up,0.42466737516224384,0.7,1,185.4768666252494,185.4804627909325,185.4804627909325,185.4804627909325,185.4804627909325,187.4638060410507,NA,NA,187.46409399993718,187.46412329096347,None,187.4641822502017,187.47742037521675,188.46414520824328,188.47831400018185,185.037865083199,187.47742037521675,187.47742037521675,187.47742037521675,187.47742037521675,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
38,0,38,up,0.38462954107671976,None,2,2.8477367497980595,None,38,0,38,0,188.47831400018185,,,,,,,,,188.4646011251025,188.47831400018185,0.00045687519013881683,189.4631752083078,39,2,0.5,0.7,0.2,189.46351366629824,189.4787279581651,189.4787279581651,189.4787279581651,189.4787279581651,189.86557587515563,up,0.38462954107671976,None,up,0.38462954107671976,0.7,0,189.87842341605574,189.8811930832453,189.8811930832453,189.8811930832453,189.8811930832453,191.86529783299193,2,2.8477367497980595,191.8724925001152,194.73087341617793,2,194.73096854100004,194.74657949991524,195.73224520822987,,189.4787279581651,191.87595279095694,191.87595279095694,191.87595279095694,191.87595279095694,191.87595279095694,191.87595279095694,191.87595279095694,191.87595279095694,191.87595279095694,2.8477367497980595,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
39,0,39,up,0.331557790748775,None,None,,,39,0,39,0,195.74520687526092,,,,,,,,,195.73278158297762,195.74520687526092,0.0018620830960571766,196.72951125027612,40,2,0.5,0.7,0.2,196.72984941629693,196.74589137500152,196.74589137500152,196.74589137500152,196.74589137500152,197.07977133337408,up,0.331557790748775,None,up,0.331557790748775,0.7,1,197.09141758317128,197.09427337534726,197.09427337534726,197.09427337534726,197.09427337534726,199.07802300015464,NA,NA,199.0783755830489,199.07840420817956,None,199.07847454119474,199.09022216591984,200.0778978751041,200.08891562512144,196.74589137500152,199.09022216591984,199.09022216591984,199.09022216591984,199.09022216591984,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
40,0,40,up,0.513290791772306,None,2,2.65632070787251,None,40,0,40,0,200.08891562512144,,,,,,,,,200.07836854131892,200.08891562512144,-5.870778113603592e-05,201.07855791598558,41,2,0.5,0.7,0.2,201.07900237524882,201.09014687500894,201.09014687500894,201.09014687500894,201.09014687500894,201.61181608308107,up,0.513290791772306,None,up,0.513290791772306,0.7,0,201.62448483332992,201.62707900023088,201.62707900023088,201.62707900023088,201.62707900023088,203.61028825026006,2,2.65632070787251,203.61752175027505,206.2808434162289,2,206.28094974998385,206.2901179161854,207.27855458296835,207.292333166115,,203.62226895801723,203.62226895801723,203.62226895801723,203.62226895801723,203.62226895801723,203.62226895801723,203.62226895801723,203.62226895801723,203.62226895801723,2.65632070787251,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
41,0,41,right,0.39309016708284616,None,3,1.8617549580521882,None,41,0,41,0,207.292333166115,,,,,,,,,207.2789946659468,207.292333166115,0.011475707869976759,208.2792175412178,42,2,0.5,0.7,0.2,208.27952708303928,208.29148499993607,208.29148499993607,208.29148499993607,208.29148499993607,208.69305108301342,right,0.39309016708284616,None,right,0.39309016708284616,0.2,0,208.70595258334652,208.70866475021467,208.70866475021467,208.70866475021467,208.70866475021467,210.69173166621476,3,1.8617549580521882,210.69873954122886,212.57378016598523,3,212.5738784163259,212.5835547912866,213.57267750008032,213.58398808306083,208.29148499993607,210.7024697912857,210.7024697912857,210.7024697912857,210.7024697912857,210.7024697912857,210.7024697912857,210.7024697912857,210.7024697912857,210.7024697912857,1.8617549580521882,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
42,0,42,up,0.17395441699773073,None,2,2.444992708042264,None,42,0,42,0,213.58398808306083,,,,,,,,,213.57317000022158,213.58398808306083,-0.0006610420532524586,214.56987166637555,43,2,0.5,0.7,0.2,214.5701806251891,214.58461366593838,214.58461366593838,214.58461366593838,214.58461366593838,214.76074950024486,up,0.17395441699773073,None,up,0.17395441699773073,0.7,0,214.77342479117215,214.7762336251326,214.7762336251326,214.7762336251326,214.7762336251326,216.7710917913355,2,2.444992708042264,216.77860808325931,219.2394019579515,2,219.2395001249388,219.25023891637102,220.2391015002504,220.25069683324546,214.58461366593838,,,,,216.78284800006077,216.78284800006077,216.78284800006077,216.78284800006077,216.78284800006077,2.444992708042264,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
43,0,43,left,0.6584919998422265,None,3,2.106686375103891,None,43,0,43,0,220.25069683324546,,,,,,,,,220.2395894159563,220.25069683324546,0.00013850023970007896,221.23710891604424,44,2,0.5,0.7,0.2,221.23745654104277,221.24935929104686,221.24935929104686,221.24935929104686,221.24935929104686,221.91799591621384,left,0.6584919998422265,None,left,0.6584919998422265,0.5,0,221.93047141609713,221.93321720836684,221.93321720836684,221.93321720836684,221.93321720836684,223.91859162505716,3,2.106686375103891,223.9260146250017,226.05314091593027,3,226.05323550011963,226.06345300003886,227.05157491611317,227.06489912513644,221.24935929104686,,,,,223.92927537532523,223.92927537532523,223.92927537532523,223.92927537532523,223.92927537532523,2.106686375103891,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
44,0,44,up,0.4029830410145223,None,2,0.7102053333073854,None,44,0,44,0,227.06489912513644,,,,,,,,,227.05203558318317,227.06489912513644,0.011736709158867598,228.05300366599113,45,2,0.5,0.7,0.2,228.05333566619083,228.0651501249522,228.0651501249522,228.0651501249522,228.0651501249522,228.47897245828062,up,0.4029830410145223,None,up,0.4029830410145223,0.7,0,228.49183325003833,228.49492533318698,228.49492533318698,228.49492533318698,228.49492533318698,230.4909407910891,2,0.7102053333073854,230.49864433333278,231.22588366596028,2,231.22596295829862,231.23783900029957,232.22424529120326,232.23617150029168,228.0651501249522,,,,,230.5011859582737,230.5011859582737,230.5011859582737,230.5011859582737,230.5011859582737,0.7102053333073854,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
45,0,45,up,0.3184127500280738,None,None,,,45,0,45,0,232.23617150029168,,,,,,,,,232.22477295808494,232.23617150029168,0.010294457897543907,233.22297949995846,46,2,0.5,0.7,0.2,233.2233136659488,233.23916220804676,233.23916220804676,233.23916220804676,233.23916220804676,233.55966637516394,up,0.3184127500280738,None,up,0.3184127500280738,0.7,1,233.57323845801875,233.5763145829551,233.5763145829551,233.5763145829551,233.5763145829551,235.5717973751016,NA,NA,235.57223454117775,235.57226691627875,None,235.57234174991027,235.5830235411413,236.5721909161657,236.58311300026253,233.23916220804676,,,,,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
46,0,46,up,0.44128370797261596,None,2,1.5765738752670586,None,46,0,46,0,236.58311300026253,,,,,,,,,236.5726512079127,236.58311300026253,0.00035908306017518044,237.5700837080367,47,2,0.5,0.7,0.2,237.5704264161177,237.58441529097036,237.58441529097036,237.58441529097036,237.58441529097036,238.027693875134,up,0.44128370797261596,None,up,0.44128370797261596,0.7,0,238.04050716618076,238.04323991620913,238.04323991620913,238.04323991620913,238.04323991620913,240.03831533296034,2,1.5765738752670586,240.04545712517574,241.62811925029382,2,241.62821745825931,241.63960691634566,242.62320154113695,242.63893066626042,237.58441529097036,,,,,240.04935720795766,240.04935720795766,240.04935720795766,240.04935720795766,240.04935720795766,1.5765738752670586,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
47,0,47,up,0.38722920790314674,None,None,,,47,0,47,0,242.63893066626042,,,,,,,,,242.62365858303383,242.63893066626042,0.010794083122164011,243.62443012511358,48,2,0.5,0.7,0.2,243.624736583326,243.6357472911477,243.6357472911477,243.6357472911477,243.6357472911477,244.0251758331433,up,0.38722920790314674,None,up,0.38722920790314674,0.7,1,244.03746175020933,244.04022887535393,244.04022887535393,244.04022887535393,244.04022887535393,246.0233948752284,NA,NA,246.0237879580818,246.02382458327338,None,246.02389616612345,246.0384390829131,247.02264204109088,247.0390622499399,243.6357472911477,246.0384390829131,246.0384390829131,246.0384390829131,246.0384390829131,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
48,0,48,right,0.4461470409296453,None,None,,,48,0,48,0,247.0390622499399,,,,,,,,,247.02313716616482,247.0390622499399,-0.000711292028427124,248.02327250037342,49,2,0.5,0.7,0.2,248.0236193332821,248.03819916630164,248.03819916630164,248.03819916630164,248.03819916630164,248.4905248330906,right,0.4461470409296453,None,right,0.4461470409296453,0.2,1,248.5021772501059,248.50501995813102,248.50501995813102,248.50501995813102,248.50501995813102,250.49126183334738,NA,NA,250.49160112533718,250.49163020821288,None,250.49169975006953,250.50237383320928,251.48951766593382,251.50544895837083,248.03819916630164,250.50237383320928,250.50237383320928,250.50237383320928,250.50237383320928,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
49,0,49,left,0.42736429162323475,None,None,,,49,0,49,0,251.50544895837083,,,,,,,,,251.48998975008726,251.50544895837083,0.013829125091433525,252.49169891607016,50,2,0.5,0.7,0.2,252.49202150013298,252.504858457949,252.504858457949,252.504858457949,252.504858457949,252.94559124996886,left,0.42736429162323475,None,left,0.42736429162323475,0.5,1,252.95785050000995,252.96069916617125,252.96069916617125,252.96069916617125,252.96069916617125,254.9456751253456,NA,NA,254.94601241592318,254.94603908294812,None,254.946105082985,254.95608304115012,255.9453141661361,255.95717325014994,252.504858457949,254.95608304115012,254.95608304115012,254.95608304115012,254.95608304115012,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
50,0,50,up,0.5068187080323696,None,2,1.0278139170259237,None,50,0,50,0,255.95717325014994,,,,,,,,,255.94576829113066,255.95717325014994,-0.00029012467712163925,256.9457574579865,51,2,0.5,0.7,0.2,256.9460927499458,256.9571587499231,256.9571587499231,256.9571587499231,256.9571587499231,257.47724845819175,up,0.5068187080323696,None,up,0.5068187080323696,0.7,0,257.4907894162461,257.49372416594997,257.49372416594997,257.49372416594997,257.49372416594997,259.47900816611946,2,1.0278139170259237,259.48616691632196,260.5309357913211,2,260.5310309580527,260.54548658337444,261.5306961252354,261.5451724580489,256.9571587499231,,,,,259.4899892080575,259.4899892080575,259.4899892080575,259.4899892080575,259.4899892080575,1.0278139170259237,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
51,0,51,up,0.3242952502332628,None,3,0.8677484169602394,None,51,0,51,0,261.5451724580489,,,,,,,,,261.5311614582315,261.5451724580489,0.00018124980852007866,262.5300092501566,52,2,0.5,0.7,0.2,262.5303002912551,262.5435031661764,262.5435031661764,262.5435031661764,262.5435031661764,262.8784380829893,up,0.3242952502332628,None,up,0.3242952502332628,0.7,0,262.89114208333194,262.89389950037,262.89389950037,262.89389950037,262.89389950037,264.8786905412562,3,0.8677484169602394,264.88572437502444,265.7709531253204,3,265.7710514161736,265.785222416278,266.77112004114315,266.78380779130384,262.5435031661764,264.8888466251083,264.8888466251083,264.8888466251083,264.8888466251083,264.8888466251083,264.8888466251083,264.8888466251083,264.8888466251083,264.8888466251083,0.8677484169602394,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
52,0,52,right,0.48226349987089634,None,2,0.6286722077056766,None,52,0,52,0,266.78380779130384,,,,,,,,,266.77158845821396,266.78380779130384,0.0005860421806573868,267.76959050027654,53,2,0.5,0.7,0.2,267.76994083309546,267.7857492500916,267.7857492500916,267.7857492500916,267.7857492500916,268.2781045413576,right,0.48226349987089634,None,right,0.48226349987089634,0.2,0,268.29050712520257,268.29325687512755,268.29325687512755,268.29325687512755,268.29325687512755,270.27811116632074,2,0.6286722077056766,270.2851434163749,270.9206925830804,2,270.9207973331213,270.9320756662637,271.91836895793676,271.9294235412963,267.7857492500916,270.28954383311793,270.28954383311793,270.28954383311793,270.28954383311793,270.28954383311793,270.28954383311793,270.28954383311793,270.28954383311793,270.28954383311793,0.6286722077056766,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
53,0,53,left,0.7846147087402642,None,2,0.701566374860704,None,53,0,53,0,271.9294235412963,,,,,,,,,271.9188354583457,271.9294235412963,0.00871962495148182,272.9162765000947,54,2,0.5,0.7,0.2,272.91658625006676,272.93228058330715,272.93228058330715,272.93228058330715,272.93228058330715,273.71904395800084,left,0.7846147087402642,None,left,0.7846147087402642,0.5,0,273.7336107082665,273.73752254107967,273.73752254107967,273.73752254107967,273.73752254107967,275.73087962530553,2,0.701566374860704,275.73790620826185,276.4526364579797,2,276.4527337499894,276.4636157499626,277.4513611663133,277.4639636250213,272.93228058330715,,,,,275.74242775002494,275.74242775002494,275.74242775002494,275.74242775002494,275.74242775002494,0.701566374860704,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
54,0,54,up,0.48495866684243083,None,None,,,54,0,54,0,277.4639636250213,,,,,,,,,277.45169924991205,277.4639636250213,-0.0009857909753918648,278.4510890003294,55,2,0.5,0.7,0.2,278.45142158307135,278.4626957080327,278.4626957080327,278.4626957080327,278.4626957080327,278.95913766603917,up,0.48495866684243083,None,up,0.48495866684243083,0.7,1,278.97070429101586,278.9733461663127,278.9733461663127,278.9733461663127,278.9733461663127,280.9563756249845,NA,NA,280.9567154580727,280.95674341591075,None,280.95682020811364,280.9717370830476,281.9584238752723,,278.4626957080327,280.9717370830476,280.9717370830476,280.9717370830476,280.9717370830476,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
55,0,55,up,0.46791341667994857,None,None,,,55,0,55,0,281.96930825011805,,,,,,,,,281.95899308333173,281.96930825011805,0.0022187083959579468,282.95748654101044,56,2,0.5,0.7,0.2,282.9579848330468,282.97024462511763,282.97024462511763,282.97024462511763,282.97024462511763,283.4404987501912,up,0.46791341667994857,None,up,0.46791341667994857,0.7,1,283.45224529132247,283.45505041629076,283.45505041629076,283.45505041629076,283.45505041629076,285.45174275012687,NA,NA,285.45219279127195,285.4522222080268,None,285.4522949582897,285.4627948333509,286.4509480833076,286.46408641617745,,,,,,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
56,0,56,up,0.49091891711577773,None,None,,,56,0,56,0,286.46408641617745,,,,,,,,,286.4514020001516,286.46408641617745,-0.000843999907374382,287.44959641620517,57,2,0.5,0.7,0.2,287.44992408296093,287.46537920832634,287.46537920832634,287.46537920832634,287.46537920832634,287.95867825020105,up,0.49091891711577773,None,up,0.49091891711577773,0.7,1,287.97080745827407,287.9753959160298,287.9753959160298,287.9753959160298,287.9753959160298,289.9721759161912,NA,NA,289.9726487910375,289.9726770413108,None,289.97276166593656,289.98448058310896,290.9723078752868,290.9848238751292,287.46537920832634,,,,,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
57,0,57,up,0.9616447077132761,None,2,2.0950330831110477,None,57,0,57,0,290.9848238751292,,,,,,,,,290.97277079103515,290.9848238751292,5.533313378691673e-05,291.97141474997625,58,2,0.5,0.7,0.2,291.97174700023606,291.98437316622585,291.98437316622585,291.98437316622585,291.98437316622585,292.9588217083365,up,0.9616447077132761,None,up,0.9616447077132761,0.7,0,292.9718872499652,292.97647137520835,292.97647137520835,292.97647137520835,292.97647137520835,294.9695490002632,2,2.0950330831110477,294.97691841609776,297.0798772913404,2,297.07997662527487,297.0900466660969,298.0789082911797,298.0905073331669,291.98437316622585,,,,,294.9828347079456,294.9828347079456,294.9828347079456,294.9828347079456,294.9828347079456,2.0950330831110477,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
58,0,58,right,0.44114449992775917,None,2,1.9518263339996338,None,58,0,58,0,298.0905073331669,,,,,,,,,298.0793679160997,298.0905073331669,-0.0005586668848991394,299.07793845795095,59,2,0.5,0.7,0.2,299.0782592911273,299.0902967080474,299.0902967080474,299.0902967080474,299.0902967080474,299.53350862534717,right,0.44114449992775917,None,right,0.44114449992775917,0.2,0,299.5468546249904,299.54967704135925,299.54967704135925,299.54967704135925,299.54967704135925,301.54523016605526,2,1.9518263339996338,301.5521147502586,303.52074370812625,2,303.5208389163017,303.5304180830717,304.51835625013337,304.53058641636744,299.0902967080474,,,,,301.55622562533244,301.55622562533244,301.55622562533244,301.55622562533244,301.55622562533244,1.9518263339996338,None,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
59,0,59,left,1.1885696253739297,None,None,,,59,0,59,0,304.53058641636744,,,,,,,,,304.5186671251431,304.53058641636744,0.009831458795815706,305.51793554099277,60,2,0.5,0.7,0.2,305.5182829159312,305.529813000001,305.529813000001,305.529813000001,305.529813000001,306.7207744582556,left,1.1885696253739297,None,left,1.1885696253739297,0.5,1,306.73243237519637,306.7357067503035,306.7357067503035,306.7357067503035,306.7357067503035,308.73023179126903,NA,NA,308.73062787530944,308.7306588329375,None,308.7307335413061,308.74560000002384,309.7297074580565,309.74339516600594,305.529813000001,,,,,,,,,,,,,,,33856,001,2025-11-17_13h37.35.402,regret_experiment,,2025.1.1,75.43784601491355,2,0.5,0.7,0.2,2025-11-17 13h37.43.899582 -0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,309.740920457989,309.74339516600594,,,,,,,,,,,,,
