thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,regret_rating,regret_rt,RegretRating.started,RegretRating.stopped,trials.regret_key.keys,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,appleImage.stopped,tree1.stopped,tree2.stopped,tree3.stopped,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,trials.regret_key.rt,trials.regret_key.duration,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
24,0,24,up,0.6936520000454038,None,None,,,24,0,24,0,116.56047175009735,,,,,,,,,116.54758166708052,116.56047175009735,-0.0004740001168102026,117.54531329195015,25,2,0.5,0.7,0.2,117.54565066704527,117.55982145806774,117.55982145806774,117.55982145806774,117.55982145806774,118.25587487500161,up,0.6936520000454038,None,up,0.6936520000454038,0.7,0,118.2688410829287,118.27135175000876,118.27135175000876,118.27135175000876,118.27135175000876,120.26654825010337,NA,NA,120.26690899999812,120.26694362494163,None,120.26701337494887,120.28071666695178,121.28105366695672,121.26690991711803,117.55982145806774,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
25,0,25,right,0.5216547499876469,None,None,,,25,0,25,0,121.28105366695672,,,,,,,,,121.26737579191104,121.28105366695672,0.0004078338388353586,122.26711850007996,26,2,0.5,0.7,0.2,122.26748129213229,122.2793853750918,122.2793853750918,122.2793853750918,122.2793853750918,122.81507924990728,right,0.5216547499876469,None,right,0.5216547499876469,0.2,0,122.82815274992026,122.83238308294676,122.83238308294676,122.83238308294676,122.83238308294676,124.82596337492578,NA,NA,124.8263481669128,124.82638241699897,None,124.82645349996164,124.83977208309807,,125.82648391695693,,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
26,0,26,left,0.49184595909900963,None,None,,,26,0,26,0,125.83800387498923,,,,,,,,,125.82704716711305,125.83800387498923,0.0006412921939045191,126.82646304205991,27,2,0.5,0.7,0.2,126.82678891695105,126.84025229210965,126.84025229210965,126.84025229210965,126.84025229210965,127.33436745801009,left,0.49184595909900963,None,left,0.49184595909900963,0.5,1,127.34641125006601,127.34910883312114,127.34910883312114,127.34910883312114,127.34910883312114,129.3331247079186,NA,NA,129.33344054198824,129.33346975012682,None,129.33352687512524,129.3461839579977,130.3473482921254,130.3330099170562,126.84025229210965,129.3461839579977,129.3461839579977,129.3461839579977,129.3461839579977,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
27,0,27,left,0.39068920793943107,None,None,,,27,0,27,0,130.3473482921254,,,,,,,,,130.3334557081107,130.3473482921254,-3.358395770192146e-05,131.33345395792276,28,2,0.5,0.7,0.2,131.33380499994382,131.34589470806532,131.34589470806532,131.34589470806532,131.34589470806532,131.7467365830671,left,0.39068920793943107,None,left,0.39068920793943107,0.5,0,131.7599600420799,131.76345099997707,131.76345099997707,131.76345099997707,131.76345099997707,133.74705383297987,NA,NA,133.7473699171096,133.7474013750907,None,133.74746766709723,133.75902600004338,134.7597073330544,134.74572145799175,131.34589470806532,133.75902600004338,133.75902600004338,133.75902600004338,133.75902600004338,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
28,0,28,up,0.40215966617688537,None,None,,,28,0,28,0,134.7597073330544,,,,,,,,,134.74622466694564,134.7597073330544,0.012318416964262724,135.7447280420456,29,2,0.5,0.7,0.2,135.7449513329193,135.75797799997963,135.75797799997963,135.75797799997963,135.75797799997963,136.17375804204494,up,0.40215966617688537,None,up,0.40215966617688537,0.7,0,136.18698291713372,136.19070616690442,136.19070616690442,136.19070616690442,136.19070616690442,138.17361079202965,NA,NA,138.17384662502445,138.17389045795426,None,138.1739420830272,138.18646941706538,139.18470049998723,139.1720609171316,135.75797799997963,138.18646941706538,138.18646941706538,138.18646941706538,138.18646941706538,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
29,0,29,up,0.5341811671387404,None,None,,,29,0,29,0,139.18470049998723,,,,,,,,,139.17233837512322,139.18470049998723,0.010834624990820885,140.17258266708814,30,2,0.5,0.7,0.2,140.1728876249399,140.1859108330682,140.1859108330682,140.1859108330682,140.1859108330682,140.73255229205824,up,0.5341811671387404,None,up,0.5341811671387404,0.7,1,140.7417362080887,140.74533079192042,140.74533079192042,140.74533079192042,140.74533079192042,142.73409599997103,NA,NA,142.73452683305368,142.73456087498926,None,142.734634750057,142.74785483302549,143.7469651249703,143.73322100006044,140.1859108330682,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
30,0,30,up,0.8863274578470737,None,None,,,30,0,30,0,143.7469651249703,,,,,,,,,143.73362170811743,143.7469651249703,-0.0009649160783737898,144.73196395812556,31,2,0.5,0.7,0.2,144.73224445804954,144.74666945799254,144.74666945799254,144.74666945799254,144.74666945799254,145.64142308291048,up,0.8863274578470737,None,up,0.8863274578470737,0.7,1,145.653730167076,145.65789441694506,145.65789441694506,145.65789441694506,145.65789441694506,147.65347670810297,NA,NA,147.6538700419478,147.65390162495896,None,147.6539684170857,147.66715291701257,148.6654837920796,148.65398645796813,144.74666945799254,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
31,0,31,right,0.25453320797532797,None,1,3.0869977090042084,None,31,0,31,0,148.6654837920796,,,,,,,,,148.6543694580905,148.6654837920796,0.0004443340003490448,149.65402941708453,32,2,0.5,0.7,0.2,149.65431925002486,149.6662923330441,149.6662923330441,149.6662923330441,149.6662923330441,149.93405916704796,right,0.25453320797532797,None,right,0.25453320797532797,0.2,0,149.94744645804167,149.95182420802303,149.95182420802303,149.95182420802303,149.95182420802303,151.93424100009724,1,3.0869977090042084,151.94207258312963,155.0420814580284,1,155.04217858309858,155.0533665830735,156.0527851250954,156.0406064579729,149.6662923330441,,,,,151.94614508305676,151.94614508305676,151.94614508305676,151.94614508305676,151.94614508305676,3.0869977090042084,None,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
32,0,32,up,0.5069153339136392,None,1,2.413610959192738,None,32,0,32,0,156.0527851250954,,,,,,,,,156.0411632079631,156.0527851250954,-0.0009677500929683447,157.04018937493674,33,2,0.5,0.7,0.2,157.04047012492083,157.05342520796694,157.05342520796694,157.05342520796694,157.05342520796694,157.57266770792194,up,0.5069153339136392,None,up,0.5069153339136392,0.7,0,157.5862468329724,157.58994975010864,157.58994975010864,157.58994975010864,157.58994975010864,159.5729207501281,1,2.413610959192738,159.5806617080234,162.00257358304225,1,162.0026755419094,162.014042875031,163.0130784169305,163.00075954198837,157.05342520796694,,,,,159.58724258304574,159.58724258304574,159.58724258304574,159.58724258304574,159.58724258304574,2.413610959192738,None,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
33,0,33,left,1.7091603339649737,None,None,,,33,0,33,0,163.0130784169305,,,,,,,,,163.00116458302364,163.0130784169305,0.010483792051672935,164.0003608330153,34,2,0.5,0.7,0.2,164.00065337494016,164.01107212505303,164.01107212505303,164.01107212505303,164.01107212505303,165.72226966707967,left,1.7091603339649737,None,left,1.7091603339649737,0.5,1,165.7343028751202,165.7385807079263,165.7385807079263,165.7385807079263,165.7385807079263,167.73241854202934,NA,NA,167.73276829207316,167.732802500017,None,167.7328756249044,167.74732766696252,168.7461696669925,168.73305404209532,164.01107212505303,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
34,0,34,left,0.7047894999850541,None,None,,,34,0,34,0,168.7461696669925,,,,,,,,,168.73346675001085,168.7461696669925,0.0006384579464793205,169.73409199994057,35,2,0.5,0.7,0.2,169.7344354169909,169.74730508308858,169.74730508308858,169.74730508308858,169.74730508308858,170.45391929196194,left,0.7047894999850541,None,left,0.7047894999850541,0.5,1,170.46627116692252,170.47061416693032,170.47061416693032,170.47061416693032,170.47061416693032,172.45431233290583,NA,NA,172.45459895790555,172.45468079205602,None,172.45475220796652,172.46702916710638,173.46625716704875,173.45422762492672,,172.46702916710638,172.46702916710638,172.46702916710638,172.46702916710638,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
35,0,35,up,1.4253061248455197,None,None,,,35,0,35,0,173.46625716704875,,,,,,,,,173.45464504207484,173.46625716704875,-5.9416983276605606e-05,174.45413716696203,36,2,0.5,0.7,0.2,174.45435904199257,174.46695179212838,174.46695179212838,174.46695179212838,174.46695179212838,175.89421916706488,up,1.4253061248455197,None,up,1.4253061248455197,0.7,1,175.9068477919791,175.91135862492956,175.91135862492956,175.91135862492956,175.91135862492956,177.90649116691202,NA,NA,177.9069131249562,177.9069530419074,None,177.9070260419976,177.919281499926,178.91946241701953,178.90700675011612,174.46695179212838,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
36,0,36,up,0.47456941683776677,None,None,,,36,0,36,0,178.91946241701953,,,,,,,,,178.90744483307935,178.91946241701953,0.0004654591903090477,179.906592708081,37,2,0.5,0.7,0.2,179.90690470812842,179.91777804191224,179.91777804191224,179.91777804191224,179.91777804191224,180.401463707909,up,0.47456941683776677,None,up,0.47456941683776677,0.7,1,180.4139026249759,180.41833425010554,180.41833425010554,180.41833425010554,180.41833425010554,182.41262741712853,NA,NA,182.4129814999178,182.41303787496872,None,182.41311216703616,182.4267224171199,183.42492108303122,183.4128511250019,179.91777804191224,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
37,0,37,up,1.312451499979943,None,None,,,37,0,37,0,183.42492108303122,,,,,,,,,183.41335062496364,183.42492108303122,0.00028600008226931095,184.41292545804754,38,2,0.5,0.7,0.2,184.4131964999251,184.42458620807156,184.42458620807156,184.42458620807156,184.42458620807156,185.7471616670955,up,1.312451499979943,None,up,1.312451499979943,0.7,1,185.76171795791015,185.76617254200391,185.76617254200391,185.76617254200391,185.76617254200391,187.74789445800707,NA,NA,187.74824075005017,187.74828175012954,None,187.74837837507948,187.759329542052,188.7596389169339,188.74613599991426,184.42458620807156,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
38,0,38,right,0.3131603340152651,None,1,1.4287129170261323,None,38,0,38,0,188.7596389169339,,,,,,,,,188.7465365829412,188.7596389169339,0.011336375027894974,189.7474159169942,39,2,0.5,0.7,0.2,189.7476860000752,189.75915075000376,189.75915075000376,189.75915075000376,189.75915075000376,190.07990283309482,right,0.3131603340152651,None,right,0.3131603340152651,0.2,0,190.09304391709156,190.0974727079738,190.0974727079738,190.0974727079738,190.0974727079738,192.0913667920977,1,1.4287129170261323,192.09619033313356,193.53568104212172,1,193.5358090000227,193.54712733300403,194.54466450004838,194.53191295801662,189.75915075000376,,,,,192.10511812497862,192.10511812497862,192.10511812497862,192.10511812497862,192.10511812497862,1.4287129170261323,None,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
39,0,39,up,0.4963212078437209,None,None,,,39,0,39,0,194.54466450004838,,,,,,,,,194.53218395798467,194.54466450004838,0.00895270798355341,195.53347995807417,40,2,0.5,0.7,0.2,195.53376862499863,195.54472150001675,195.54472150001675,195.54472150001675,195.54472150001675,196.05314920796081,up,0.4963212078437209,None,up,0.4963212078437209,0.7,1,196.06522308313288,196.0680982079357,196.0680982079357,196.0680982079357,196.0680982079357,198.05315508297645,NA,NA,198.05338837509044,198.05341725004837,None,198.05347204208374,198.0664477921091,,199.05384304211475,195.54472150001675,198.0664477921091,198.0664477921091,198.0664477921091,198.0664477921091,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
40,0,40,up,0.40032754093408585,None,None,,,40,0,40,0,199.06596095790155,,,,,,,,,199.05427991691977,199.06596095790155,0.0008514169603586197,200.05260149994865,41,2,0.5,0.7,0.2,200.05288683297113,200.0668500000611,200.0668500000611,200.0668500000611,200.0668500000611,200.4690042079892,up,0.40032754093408585,None,up,0.40032754093408585,0.7,1,200.48153033293784,200.4869338751305,200.4869338751305,200.4869338751305,200.4869338751305,202.480716207996,NA,NA,202.48108312510885,202.48111395793967,None,202.48118470795453,202.49373283307068,203.49417645810172,203.4807635420002,200.0668500000611,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
41,0,41,left,0.3321806672029197,None,None,,,41,0,41,0,203.49417645810172,,,,,,,,,203.4812372920569,203.49417645810172,0.0001000422053039074,204.47838333295658,42,2,0.5,0.7,0.2,204.47867558291182,204.4940675420221,204.4940675420221,204.4940675420221,204.4940675420221,204.83873087493703,left,0.3321806672029197,None,left,0.3321806672029197,0.5,1,204.85174083290622,204.85615095798858,204.85615095798858,204.85615095798858,204.85615095798858,206.8535557501018,NA,NA,206.8540249580983,206.8540592920035,None,206.85413191700354,206.86743508302607,207.86612937506288,207.85302812512964,204.4940675420221,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
42,0,42,left,0.48543379199691117,None,1,0.8782418749760836,None,42,0,42,0,207.86612937506288,,,,,,,,,207.8534587919712,207.86612937506288,-0.0006246250122785568,208.85436791693792,43,2,0.5,0.7,0.2,208.85462929192,208.86719050002284,208.86719050002284,208.86719050002284,208.86719050002284,209.36099887499586,left,0.48543379199691117,None,left,0.48543379199691117,0.5,0,209.37530016712844,209.37977679190226,209.37977679190226,209.37977679190226,209.37977679190226,211.37126899999566,1,0.8782418749760836,211.37964437506162,212.26826220797375,1,212.26836229208857,212.27869845810346,213.2790939169936,213.26599316694774,208.86719050002284,,,,,211.38778337510303,211.38778337510303,211.38778337510303,211.38778337510303,211.38778337510303,0.8782418749760836,None,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
43,0,43,up,0.2828000411391258,None,None,,,43,0,43,0,213.2790939169936,,,,,,,,,213.2665271249134,213.2790939169936,0.010816541966050863,214.26854783296585,44,2,0.5,0.7,0.2,214.2688405830413,214.27822312503122,214.27822312503122,214.27822312503122,214.27822312503122,214.57318416703492,up,0.2828000411391258,None,up,0.2828000411391258,0.7,1,214.58589579211548,214.59008737490512,214.59008737490512,214.59008737490512,214.59008737490512,216.57357987505384,NA,NA,216.5739012081176,216.57393912505358,None,216.5740136669483,216.5859159999527,217.5868671250064,217.57341758301482,214.27822312503122,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
44,0,44,up,0.3464028751477599,None,None,,,44,0,44,0,217.5868671250064,,,,,,,,,217.57382179191336,217.5868671250064,-0.00014045904390513897,218.57409137510695,45,2,0.5,0.7,0.2,218.57444070791826,218.5863684581127,218.5863684581127,218.5863684581127,218.5863684581127,218.93476824997924,up,0.3464028751477599,None,up,0.3464028751477599,0.7,1,218.94786187494174,218.95245904196054,218.95245904196054,218.95245904196054,218.95245904196054,220.9455013750121,NA,NA,220.94588183308952,220.94591287500225,None,220.94598137494177,220.96059166709892,,221.94697574991733,,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
45,0,45,up,0.5121473330073059,None,None,,,45,0,45,0,221.96052862494253,,,,,,,,,221.94747395790182,221.96052862494253,0.0015384168364107609,222.9446121249348,46,2,0.5,0.7,0.2,222.94495212496258,222.96041087503545,222.96041087503545,222.96041087503545,222.96041087503545,223.4806474999059,up,0.5121473330073059,None,up,0.5121473330073059,0.7,1,223.49296370800585,223.4972850829363,223.4972850829363,223.4972850829363,223.4972850829363,225.48093316704035,NA,NA,225.48137137503363,225.48140574991703,None,225.4814799579326,225.4922951250337,226.49135229201056,226.4798482079059,222.96041087503545,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
46,0,46,up,0.4528432080987841,None,None,,,46,0,46,0,226.49135229201056,,,,,,,,,226.48025841708295,226.49135229201056,0.009963500080630183,227.48055250011384,47,2,0.5,0.7,0.2,227.48084712494165,227.4913239579182,227.4913239579182,227.4913239579182,227.4913239579182,227.94577037496492,up,0.4528432080987841,None,up,0.4528432080987841,0.7,1,227.95538966706954,227.95858979201876,227.95858979201876,227.95858979201876,227.95858979201876,229.94654279202223,NA,NA,229.9469200000167,229.94695670809597,None,229.947039749939,229.9580479171127,230.95824737497605,230.9456003329251,227.4913239579182,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
47,0,47,up,0.4268947921227664,None,1,1.1388522910419852,None,47,0,47,0,230.95824737497605,,,,,,,,,230.9459398330655,230.95824737497605,0.011307916836813092,231.94731949991547,48,2,0.5,0.7,0.2,231.94769937498495,231.9594020000659,231.9594020000659,231.9594020000659,231.9594020000659,232.3882973329164,up,0.4268947921227664,None,up,0.4268947921227664,0.7,0,232.40141420811415,232.40419033309445,232.40419033309445,232.40419033309445,232.40419033309445,234.39926133304834,1,1.1388522910419852,234.4068950000219,235.5613967080135,1,235.56150995800272,235.5719899169635,236.57296991697513,236.560229124967,,,,,,234.41363333305344,234.41363333305344,234.41363333305344,234.41363333305344,234.41363333305344,1.1388522910419852,None,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
48,0,48,up,0.5336219579912722,None,None,,,48,0,48,0,236.57296991697513,,,,,,,,,236.56070587504655,236.57296991697513,-0.000754666980355978,237.55976429209113,49,2,0.5,0.7,0.2,237.560117874993,237.57201445801184,237.57201445801184,237.57201445801184,237.57201445801184,238.10775250010192,up,0.5336219579912722,None,up,0.5336219579912722,0.7,1,238.12010708311573,238.12274512508884,238.12274512508884,238.12274512508884,238.12274512508884,240.10691070812754,NA,NA,240.1072481670417,240.10727979196236,None,240.10734791704454,240.1195130001288,241.1194690829143,241.10674187494442,237.57201445801184,240.1195130001288,240.1195130001288,240.1195130001288,240.1195130001288,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
49,0,49,up,0.7537771249189973,None,1,0.45417508389800787,None,49,0,49,0,241.1194690829143,,,,,,,,,241.10722437500954,241.1194690829143,-7.64171127229929e-05,242.10648120800033,50,2,0.5,0.7,0.2,242.1068085830193,242.1191583329346,242.1191583329346,242.1191583329346,242.1191583329346,242.88155354210176,up,0.7537771249189973,None,up,0.7537771249189973,0.7,0,242.89446929190308,242.89698516693898,242.89698516693898,242.89698516693898,242.89698516693898,244.88012133305892,1,0.45417508389800787,244.88758079195395,245.34713604208082,1,245.34720116690733,245.3601396670565,246.3603140830528,246.34729141695425,242.1191583329346,244.89130391692743,244.89130391692743,244.89130391692743,244.89130391692743,244.89130391692743,244.89130391692743,244.89130391692743,244.89130391692743,244.89130391692743,0.45417508389800787,None,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
50,0,50,up,0.26579225016757846,None,None,,,50,0,50,0,246.3603140830528,,,,,,,,,246.34779279190116,246.3603140830528,0.0006272089667618275,247.3467735829763,51,2,0.5,0.7,0.2,247.3471249579452,247.3601530001033,247.3601530001033,247.3601530001033,247.3601530001033,247.6279717499856,up,0.26579225016757846,None,up,0.26579225016757846,0.7,1,247.64019004208967,247.6430597079452,247.6430597079452,247.6430597079452,247.6430597079452,249.62692062510177,NA,NA,249.62722379202023,249.62726395810023,None,249.6273350000847,249.63974970811978,250.63968387502246,250.62658412498422,247.3601530001033,249.63974970811978,249.63974970811978,249.63974970811978,249.63974970811978,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
51,0,51,up,0.25303062493912876,None,None,,,51,0,51,0,250.63968387502246,,,,,,,,,250.62702549993992,250.63968387502246,-0.0002632918767631054,251.62561825010926,52,2,0.5,0.7,0.2,251.62594045791775,251.6401765421033,251.6401765421033,251.6401765421033,251.6401765421033,251.89522424992174,up,0.25303062493912876,None,up,0.25303062493912876,0.7,1,251.90744429198094,251.9100950830616,251.9100950830616,251.9100950830616,251.9100950830616,253.89310062490404,NA,NA,253.89342912496068,253.89346008305438,None,253.89352604211308,253.90615170798264,254.90636087511666,254.89363175001927,251.6401765421033,253.90615170798264,253.90615170798264,253.90615170798264,253.90615170798264,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
52,0,52,up,0.34632416698150337,None,None,,,52,0,52,0,254.90636087511666,,,,,,,,,254.89411387499422,254.90636087511666,0.0006301251705735922,255.89328050008044,53,2,0.5,0.7,0.2,255.89361237501726,255.90624729194678,255.90624729194678,255.90624729194678,255.90624729194678,256.25474583311006,up,0.34632416698150337,None,up,0.34632416698150337,0.7,1,256.2667011669837,256.2692226250656,256.2692226250656,256.2692226250656,256.2692226250656,258.25344499992207,NA,NA,258.253774916986,258.25380575004965,None,258.2538706669584,258.2666910830885,,259.26071829209104,255.90624729194678,258.2666910830885,258.2666910830885,258.2666910830885,258.2666910830885,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
53,0,53,up,0.24636054108850658,None,None,,,53,0,53,0,259.26394600002095,,,,,,,,,259.2611775419209,259.26394600002095,0.007349707884714007,260.25348483305424,54,2,0.5,0.7,0.2,260.2537816669792,260.26681716693565,260.26681716693565,260.26681716693565,260.26681716693565,260.5196330829058,up,0.24636054108850658,None,up,0.24636054108850658,0.7,1,260.5316749170888,260.5345310000703,260.5345310000703,260.5345310000703,260.5345310000703,262.52004045806825,NA,NA,262.52048566704616,262.52051833295263,None,262.520586833125,262.53292466700077,263.53274333290756,263.5187813749071,260.26681716693565,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
54,0,54,up,0.36522441590204835,None,None,,,54,0,54,0,263.53274333290756,,,,,,,,,263.5192420000676,263.53274333290756,0.012248124927282333,264.5192269580439,55,2,0.5,0.7,0.2,264.51958266692236,264.5321592919063,264.5321592919063,264.5321592919063,264.5321592919063,264.9080462080892,up,0.36522441590204835,None,up,0.36522441590204835,0.7,1,264.91977237490937,264.92240912490524,264.92240912490524,264.92240912490524,264.92240912490524,266.90720349992625,NA,NA,266.9075118750334,266.9075400000438,None,266.907614500029,266.9202407079283,267.9196720421314,267.9061266670469,264.5321592919063,266.9202407079283,266.9202407079283,266.9202407079283,266.9202407079283,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
55,0,55,up,0.5071705000009388,None,None,,,55,0,55,0,267.9196720421314,,,,,,,,,267.90658345795237,267.9196720421314,-0.0009842920117080212,268.90681750001386,56,2,0.5,0.7,0.2,268.9071160829626,268.9195902920328,268.9195902920328,268.9195902920328,268.9195902920328,269.4287678329274,up,0.5071705000009388,None,up,0.5071705000009388,0.7,1,269.4417259169277,269.4445581671316,269.4445581671316,269.4445581671316,269.4445581671316,271.43929874990135,NA,NA,271.4397181670647,271.43975716712885,None,271.43983104196377,271.452372666914,,272.4406272501219,268.9195902920328,,,,,,,,,,,,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
56,0,56,up,0.33388237515464425,None,1,2.9618769590742886,None,56,0,56,0,272.4535709579941,,,,,,,,,272.44114025007,272.4535709579941,0.0013615000061690807,273.4401518749073,57,2,0.5,0.7,0.2,273.4404770829715,273.45248350012116,273.45248350012116,273.45248350012116,273.45248350012116,273.80030758306384,up,0.33388237515464425,None,up,0.33388237515464425,0.7,0,273.8137716250494,273.81640566699207,273.81640566699207,273.81640566699207,273.81640566699207,275.799959332915,1,2.9618769590742886,275.8077428750694,278.7749886671081,1,278.7751120000612,278.78725100005977,279.7863013751339,279.7731734169647,273.45248350012116,275.8111822500359,275.8111822500359,275.8111822500359,275.8111822500359,275.8111822500359,275.8111822500359,275.8111822500359,275.8111822500359,275.8111822500359,2.9618769590742886,None,,,,34105,001,2025-11-05_13h40.09.496,regret_experiment,,2025.1.1,75.14684138799005,2,0.5,0.7,0.2,2025-11-05 13h40.31.623209 -0800,
