thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,thisRow.t,notes,Instructions.started,advance_key.started,instruction_image.started,Instructions.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,pointsText1.started,etRecord.started,pointsText1.stopped,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,pointsText2.started,tree1.started,tree2.started,tree3.started,pointsText2.stopped,appleImage.stopped,tree1.stopped,tree2.stopped,tree3.stopped,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,,,,,,,,,,,0.07450137499836273,0.12162937500397675,0.12162937500397675,7.125968666994595,space,6.461350333993323,0.07240204101253767,,,,,1,0.2,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,252005,001,2025-08-06_14h16.08.788,regret_experiment,2024.2.4,None,1,0.2,0.5,0.7,2025-08-06 14h16.21.077811 -0700,
0,0,0,0,0,0,0,,,,7.159564041998237,,,,,,,,,7.131976667005802,7.159564041998237,8.131656625002506,1,1,0.2,0.5,0.7,8.131715166993672,8.684526083001401,8.684526083001401,8.684526083001401,8.684526083001401,8.684526083001401,0.005725667011574842,9.67978237499483,10.078598749998491,up,1.3874287499929778,None,up,1.3874287499929778,0.5,1,10.59978091699304,10.881446500003221,10.881446500003221,10.881446500003221,10.881446500003221,10.881446500003221,11.878594124995288,12.879507999998168,12.879507999998168,12.879507999998168,12.879507999998168,,,,,,,1,0.2,0.5,0.7,,
