thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,regret_rating,regret_rt,RegretRating.started,RegretRating.stopped,trials.regret_key.keys,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
26,0,26,right,0.8342667500037351,None,None,26,0,26,0,124.88598354199348,,,,,,,,,124.87640587499482,124.88598354199348,-0.0007646669982932508,125.87039108299359,27,0,0.5,0.7,0.2,125.87103466699773,125.87710695799615,125.87710695799615,125.87710695799615,125.87710695799615,126.7218114579955,right,0.8342667500037351,None,right,0.8342667500037351,0.2,0,126.75000641699444,126.75869349999994,126.75869349999994,126.75869349999994,126.75869349999994,128.725207083,NA,NA,128.72583662499528,128.7259113330001,None,128.72602262500004,128.7361240829996,129.72635470800014,129.72021762499935,125.87710695799615,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
27,0,27,up,0.9202383750016452,None,None,27,0,27,0,129.72635470800014,,,,,,,,,129.7209605829994,129.72635470800014,0.00046545900113414973,130.7204246669935,28,0,0.5,0.7,0.2,130.7213076669941,130.72783837499446,130.72783837499446,130.72783837499446,130.72783837499446,131.65474891699705,up,0.9202383750016452,None,up,0.9202383750016452,0.7,1,131.6805067919995,131.68883641699358,131.68883641699358,131.68883641699358,131.68883641699358,133.65896083299594,NA,NA,133.65969912499713,133.65979308299575,None,133.65991545799625,133.66933220799547,134.66021362500032,134.65331604200037,130.72783837499446,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
28,0,28,left,0.23621362500125542,None,None,28,0,28,0,134.66021362500032,,,,,,,,,134.65438295799686,134.66021362500032,0.0004272500009392388,135.65356937499746,29,0,0.5,0.7,0.2,135.65412424999522,135.66006420799386,135.66006420799386,135.66006420799386,135.66006420799386,135.90475620799407,left,0.23621362500125542,None,left,0.23621362500125542,0.5,1,135.9293442499984,135.93731083299645,135.93731083299645,135.93731083299645,135.93731083299645,137.9092871249959,NA,NA,137.9101437499994,137.91025774999434,None,137.91038562500034,137.91943462500058,138.9102183750001,138.90360795799643,135.66006420799386,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
29,0,29,up,0.312926583996159,None,None,29,0,29,0,138.9102183750001,,,,,,,,,138.90467954199994,138.9102183750001,-3.7582998629659414e-05,139.90372674999526,30,0,0.5,0.7,0.2,139.90426291699987,139.91003083299438,139.91003083299438,139.91003083299438,139.91003083299438,140.22727066699736,up,0.312926583996159,None,up,0.312926583996159,0.7,1,140.25225029199646,140.26043462499365,140.26043462499365,140.26043462499365,140.26043462499365,142.23644329200033,NA,NA,142.23701233299653,142.23708670799533,None,142.23718633299723,142.24222895799903,143.24389941699337,143.23688720799692,139.91003083299438,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
30,0,30,up,0.2600694580032723,None,None,30,0,30,0,143.24389941699337,,,,,,,,,143.2375488329999,143.24389941699337,0.0004350419985712506,144.23689316699893,31,0,0.5,0.7,0.2,144.23749999999563,144.24355933299375,144.24355933299375,144.24355933299375,144.24355933299375,144.5106344579981,up,0.2600694580032723,None,up,0.2600694580032723,0.7,0,144.5385627919968,144.54649133299972,144.54649133299972,144.54649133299972,144.54649133299972,146.51992604199768,NA,NA,146.52090783299354,146.5210012919997,None,146.52120058299624,146.52631341699453,147.52743066699622,147.52031520799937,144.24355933299375,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
31,0,31,up,0.4323084579955321,None,None,31,0,31,0,147.52743066699622,,,,,,,,,147.52118733299721,147.52743066699622,0.00010800000018207356,148.52038787499623,32,0,0.5,0.7,0.2,148.52100337499724,148.52736858299613,148.52736858299613,148.52736858299613,148.52736858299613,148.9717880419994,up,0.4323084579955321,None,up,0.4323084579955321,0.7,1,148.99816499999724,149.006854457999,149.006854457999,149.006854457999,149.006854457999,150.97504429199762,NA,NA,150.97572670799855,150.97584249999636,None,150.9760056249943,150.98593199999596,151.97722091699688,151.97042758299358,148.52736858299613,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
32,0,32,left,0.25570354200317524,None,None,32,0,32,0,151.97722091699688,,,,,,,,,151.9712185419994,151.97722091699688,0.00137104099849239,152.97005295800045,33,0,0.5,0.7,0.2,152.97068849999778,152.97548945799645,152.97548945799645,152.97548945799645,152.97548945799645,153.23691662499914,left,0.25570354200317524,None,left,0.25570354200317524,0.5,0,153.25030458299443,153.25679662499897,153.25679662499897,153.25679662499897,153.25679662499897,155.24270387499564,NA,NA,155.24318674999813,155.24321933299507,None,155.24326187499537,155.25281137499405,156.45808258299803,156.45174195799336,152.97548945799645,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
33,0,33,left,0.4035126249946188,None,None,33,0,33,0,156.45808258299803,,,,,,,,,156.45245949999662,156.45808258299803,0.20922887499909848,157.25288879199798,34,0,0.5,0.7,0.2,157.2534638329962,157.25948574999347,157.25948574999347,157.25948574999347,157.25948574999347,157.6705316669977,left,0.4035126249946188,None,left,0.4035126249946188,0.5,0,157.68344608299958,157.6905407919985,157.6905407919985,157.6905407919985,157.6905407919985,159.67350545799854,NA,NA,159.6738915829992,159.67395445799775,None,159.67403729199577,159.68586329199752,160.67536237499735,160.67034137500013,,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
34,0,34,up,0.41129962500417605,None,None,34,0,34,0,160.67536237499735,,,,,,,,,160.67072645799635,160.67536237499735,0.0015253749952535145,161.65840358299465,35,0,0.5,0.7,0.2,161.65897095800028,161.66924420799478,161.66924420799478,161.66924420799478,161.66924420799478,162.08835191699472,up,0.41129962500417605,None,up,0.41129962500417605,0.7,0,162.11639262499375,162.12518391699996,162.12518391699996,162.12518391699996,162.12518391699996,164.09229183299612,NA,NA,164.09308437499567,164.09319154200057,None,164.09333016699384,164.10282379199634,165.0931251669972,165.08683666699653,161.66924420799478,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
35,0,35,up,1.2098818750018836,None,None,35,0,35,0,165.0931251669972,,,,,,,,,165.08751841699996,165.0931251669972,-6.904199835844338e-05,166.08719883299636,36,0,0.5,0.7,0.2,166.0878234579941,166.0940174999996,166.0940174999996,166.0940174999996,166.0940174999996,167.3112176249997,up,1.2098818750018836,None,up,1.2098818750018836,0.7,0,167.33779679199506,167.34606058299687,167.34606058299687,167.34606058299687,167.34606058299687,169.31977741699666,NA,NA,169.32045924999693,169.3205508329993,None,169.32067999999708,169.32596045799437,170.3279040829948,170.3203990829934,166.0940174999996,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
36,0,36,up,0.5995160419988679,None,None,36,0,36,0,170.3279040829948,,,,,,,,,170.3212029169954,170.3279040829948,0.0006240829970920458,171.3204337499992,37,0,0.5,0.7,0.2,171.32109208299516,171.32760399999825,171.32760399999825,171.32760399999825,171.32760399999825,171.93837691699446,up,0.5995160419988679,None,up,0.5995160419988679,0.7,1,171.96731866699702,171.97539754199533,171.97539754199533,171.97539754199533,171.97539754199533,173.94177362499613,NA,NA,173.9423924579969,173.94247829199594,None,173.94257999999536,173.95298070799618,174.94408033299987,174.93710529199598,171.32760399999825,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
37,0,37,up,0.696873750006489,None,None,37,0,37,0,174.94408033299987,,,,,,,,,174.93802599999617,174.94408033299987,0.001624333999643568,175.93700341699878,38,0,0.5,0.7,0.2,175.93760587499855,175.94333629199537,175.94333629199537,175.94333629199537,175.94333629199537,176.6447402079939,up,0.696873750006489,None,up,0.696873750006489,0.7,1,176.6703424169973,176.6785748330003,176.6785748330003,176.6785748330003,176.6785748330003,178.6528643329948,NA,NA,178.65361841699632,178.65373720799835,None,178.65387237499817,178.6594563749968,179.6523892080004,179.64325241699407,175.94333629199537,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
38,0,38,up,0.795143667004595,None,None,38,0,38,0,179.6523892080004,,,,,,,,,179.64402691699797,179.6523892080004,0.0036442919954424724,180.6373089579938,39,0,0.5,0.7,0.2,180.6379599169959,180.64424812499783,180.64424812499783,180.64424812499783,180.64424812499783,181.44424062499456,up,0.795143667004595,None,up,0.795143667004595,0.7,1,181.46452674999455,181.47237116699398,181.47237116699398,181.47237116699398,181.47237116699398,183.45293766699615,NA,NA,183.45356341699517,183.4536831669975,None,183.45387408299575,183.45925579199684,184.46123908299342,184.45394320799824,180.64424812499783,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
39,0,39,left,0.46625516699714353,None,None,39,0,39,0,184.46123908299342,,,,,,,,,184.45477437499358,184.46123908299342,0.0010357080027461052,185.45394020799722,40,0,0.5,0.7,0.2,185.45450316699862,185.46076154199545,185.46076154199545,185.46076154199545,185.46076154199545,185.9387794169961,left,0.46625516699714353,None,left,0.46625516699714353,0.5,1,185.9690397919985,185.97741420799866,185.97741420799866,185.97741420799866,185.97741420799866,187.94230158299615,NA,NA,187.94304133299738,187.94315066699346,None,187.94329870799993,187.95236304199352,188.9441379169948,188.937210666998,185.46076154199545,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
40,0,40,up,0.8019419999982347,None,None,40,0,40,0,188.9441379169948,,,,,,,,,188.9381693749965,188.9441379169948,0.0009774579957593232,189.9363849999936,41,0,0.5,0.7,0.2,189.93670241699874,189.94148179199692,189.94148179199692,189.94148179199692,189.94148179199692,190.75377329199546,up,0.8019419999982347,None,up,0.8019419999982347,0.7,1,190.76507812499767,190.77163279199885,190.77163279199885,190.77163279199885,190.77163279199885,192.75740349999978,NA,NA,192.75784216699685,192.7578941669999,None,192.75794879199384,192.768718583,193.75691774999723,193.7518493749958,189.94148179199692,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
41,0,41,up,0.9586062090020278,None,None,41,0,41,0,193.75691774999723,,,,,,,,,193.752362291998,193.75691774999723,-0.000968457999988459,194.7421551669977,42,0,0.5,0.7,0.2,194.74241291699582,194.75258399999439,194.75258399999439,194.75258399999439,194.75258399999439,195.72081529199932,up,0.9586062090020278,None,up,0.9586062090020278,0.7,1,195.73921845799487,195.74630737499683,195.74630737499683,195.74630737499683,195.74630737499683,197.7252905829955,NA,NA,197.72594708299584,197.72602587499568,None,197.72615095799847,197.73615849999624,198.72790379199432,198.7209353750004,194.75258399999439,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
42,0,42,left,0.5441699590010103,None,None,42,0,42,0,198.72790379199432,,,,,,,,,198.72193212499405,198.72790379199432,0.0019056250021094456,199.720301207999,43,0,0.5,0.7,0.2,199.7209010000006,199.72703137499775,199.72703137499775,199.72703137499775,199.72703137499775,200.27780458299821,left,0.5441699590010103,None,left,0.5441699590010103,0.5,1,200.30355645799864,200.31187804199726,200.31187804199726,200.31187804199726,200.31187804199726,202.2865802919987,NA,NA,202.2872428749979,202.28735279199464,None,202.28747833299713,202.29276908299653,203.29512604199408,203.28733370799455,199.72703137499775,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
43,0,43,left,0.49769254199782154,None,None,43,0,43,0,203.29512604199408,,,,,,,,,203.28824650000024,203.29512604199408,0.0008634589976281859,204.28710466699704,44,0,0.5,0.7,0.2,204.28781108299881,204.29381629199634,204.29381629199634,204.29381629199634,204.29381629199634,204.79418887499924,left,0.49769254199782154,None,left,0.49769254199782154,0.5,1,204.81757308299711,204.82581854199816,204.82581854199816,204.82581854199816,204.82581854199816,206.8039843749939,NA,NA,206.80814579199796,206.80822158299998,None,206.80828737499542,206.8139699999956,207.8108418329939,207.8039139579996,204.29381629199634,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
44,0,44,up,0.33386433299892815,None,None,44,0,44,0,207.8108418329939,,,,,,,,,207.80498254199483,207.8108418329939,0.0026654169996618293,208.80399091699655,45,0,0.5,0.7,0.2,208.80459791699832,208.81084395799553,208.81084395799553,208.81084395799553,208.81084395799553,209.1552671249956,up,0.33386433299892815,None,up,0.33386433299892815,0.7,0,209.18364929199743,209.19226774999697,209.19226774999697,209.19226774999697,209.19226774999697,211.15884399999777,NA,NA,211.15955920799752,211.15964708299725,None,211.15974991699477,211.1695051669958,212.15872637499706,212.15270524999505,208.81084395799553,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
45,0,45,up,0.6784842920023948,None,None,45,0,45,0,212.15872637499706,,,,,,,,,212.15349845799938,212.15872637499706,-0.0009098750015255064,213.14276741699723,46,0,0.5,0.7,0.2,213.14326745799917,213.1527297499997,213.1527297499997,213.1527297499997,213.1527297499997,213.8386505419985,up,0.6784842920023948,None,up,0.6784842920023948,0.7,1,213.86506491699402,213.8735815830005,213.8735815830005,213.8735815830005,213.8735815830005,215.841974707997,NA,NA,215.84264883300057,215.84272158299427,None,215.84282987500046,215.85284058300022,216.84479387499596,216.8379622079956,213.1527297499997,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
46,0,46,up,0.2851660840024124,None,None,46,0,46,0,216.84479387499596,,,,,,,,,216.83881095799734,216.84479387499596,0.0021047909976914525,217.83668429200043,47,0,0.5,0.7,0.2,217.83726429200033,217.84206741699745,217.84206741699745,217.84206741699745,217.84206741699745,218.13816358299664,up,0.2851660840024124,None,up,0.2851660840024124,0.7,0,218.16810858299868,218.17615204199683,218.17615204199683,218.17615204199683,218.17615204199683,220.14078908299416,NA,NA,220.14162391699938,220.14167295799416,None,220.1417322079942,220.15261766699405,221.15273691699986,221.14040099999693,217.84206741699745,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
47,0,47,left,0.7221742090041516,None,None,47,0,47,0,221.15273691699986,,,,,,,,,221.14086645799398,221.15273691699986,-0.0008198750001611188,222.13640866700007,48,0,0.5,0.7,0.2,222.13667879199784,222.1414096669978,222.1414096669978,222.1414096669978,222.1414096669978,222.8705762919999,left,0.7221742090041516,None,left,0.7221742090041516,0.5,1,222.88185099999828,222.88914145799936,222.88914145799936,222.88914145799936,222.88914145799936,224.87521799999377,NA,NA,224.87587349999376,224.87596037500043,None,224.87606299999607,224.88636241699714,225.8762698329956,225.870220124998,222.1414096669978,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
48,0,48,left,0.35370654099824606,None,None,48,0,48,0,225.8762698329956,,,,,,,,,225.87088208299974,225.8762698329956,0.00032566699519520625,226.87067491699418,49,0,0.5,0.7,0.2,226.87130512499425,226.87753716699808,226.87753716699808,226.87753716699808,226.87753716699808,227.2383364999987,left,0.35370654099824606,None,left,0.35370654099824606,0.5,1,227.2634303329978,227.2716545000003,227.2716545000003,227.2716545000003,227.2716545000003,229.2421456669981,NA,NA,229.24295658299525,229.24304229199333,None,229.24315037499764,229.25286283299647,230.24391095799365,230.23712491699553,226.87753716699808,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
49,0,49,up,0.5008570420031901,None,None,49,0,49,0,230.24391095799365,,,,,,,,,230.23797812499834,230.24391095799365,0.0009042919991770759,231.23707699999795,50,0,0.5,0.7,0.2,231.2375815419946,231.24331033299677,231.24331033299677,231.24331033299677,231.24331033299677,231.75499812499766,up,0.5008570420031901,None,up,0.5008570420031901,0.7,1,231.78239137499622,231.79188974999852,231.79188974999852,231.79188974999852,231.79188974999852,233.7587782499977,NA,NA,233.75935858299636,233.75945974999922,None,233.7595790829946,233.76963874999637,234.76024270799826,234.75394224999764,231.24331033299677,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
50,0,50,left,0.383120083999529,None,None,50,0,50,0,234.76024270799826,,,,,,,,,234.754904292,234.76024270799826,0.0008024170019780286,235.75331949999963,51,0,0.5,0.7,0.2,235.75388070799818,235.75991516700014,235.75991516700014,235.75991516700014,235.75991516700014,236.15377291699406,left,0.383120083999529,None,left,0.383120083999529,0.5,0,236.16876283299644,236.1759067499952,236.1759067499952,236.1759067499952,236.1759067499952,238.15782454199507,NA,NA,238.15828783299366,238.15832987499743,None,238.15839454199886,238.17005412499566,239.16019408300053,239.1539276669937,235.75991516700014,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
51,0,51,up,0.7678585829999065,None,None,51,0,51,0,239.16019408300053,,,,,,,,,239.15486674999556,239.16019408300053,0.0019395420022192411,240.15341762499884,52,0,0.5,0.7,0.2,240.15372383299837,240.1591640829938,240.1591640829938,240.1591640829938,240.1591640829938,240.93871812499856,up,0.7678585829999065,None,up,0.7678585829999065,0.7,1,240.96328554199863,240.97137583299627,240.97137583299627,240.97137583299627,240.97137583299627,242.94195941699581,NA,NA,242.94262183299725,242.9427131669945,None,242.94283362499846,242.9521903329951,243.94206262499938,243.936836957997,240.1591640829938,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
52,0,52,left,0.3130435830025817,None,None,52,0,52,0,243.94206262499938,,,,,,,,,243.93748049999704,243.94206262499938,-0.0006564159994013608,244.9259060829936,53,0,0.5,0.7,0.2,244.92643570799555,244.9422801249966,244.9422801249966,244.9422801249966,244.9422801249966,245.26161799999682,left,0.3130435830025817,None,left,0.3130435830025817,0.5,1,245.27468762499484,245.28149166699586,245.28149166699586,245.28149166699586,245.28149166699586,247.26953662499727,NA,NA,247.26998695799557,247.27004104200023,None,247.27010266699654,247.27471637499548,248.26970720799727,248.25881204199686,244.93627316699713,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
53,0,53,left,0.67748583300272,None,None,53,0,53,0,248.26970720799727,,,,,,,,,248.25939104199642,248.26970720799727,-0.0002941249986179173,249.25381370799732,54,0,0.5,0.7,0.2,249.25439258299593,249.2603139999992,249.2603139999992,249.2603139999992,249.2603139999992,249.94446762499865,left,0.67748583300272,None,left,0.67748583300272,0.5,1,249.96916695799882,249.97717866699531,249.97717866699531,249.97717866699531,249.97717866699531,251.95294379199913,NA,NA,251.95349812499626,251.953585999996,None,251.95370562499738,251.95871020799677,252.95283962499525,252.9422429999977,249.2603139999992,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
54,0,54,up,0.43796833300439175,None,None,54,0,54,0,252.95283962499525,,,,,,,,,252.94287337499554,252.95283962499525,-0.0007547089990111999,253.94077537499834,55,0,0.5,0.7,0.2,253.9411880829939,253.95307079199847,253.95307079199847,253.95307079199847,253.95307079199847,254.39466399999947,up,0.43796833300439175,None,up,0.43796833300439175,0.7,1,254.41944774999865,254.4277889579971,254.4277889579971,254.4277889579971,254.4277889579971,256.4028857919984,NA,NA,256.4032717079972,256.40330658299354,None,256.40335283299646,256.40761570799805,257.4015954579954,257.39248770799895,253.95307079199847,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
55,0,55,up,0.31281624999974156,None,None,55,0,55,0,257.4015954579954,,,,,,,,,257.3929029169958,257.4015954579954,0.003582708006433677,258.3863213329969,56,0,0.5,0.7,0.2,258.38657620799495,258.3912695830004,258.3912695830004,258.3912695830004,258.3912695830004,258.7090107080003,up,0.31281624999974156,None,up,0.31281624999974156,0.7,1,258.7199962079976,258.72661395799514,258.72661395799514,258.72661395799514,258.72661395799514,260.71990504199493,NA,NA,260.72050208299333,260.7206062499972,None,260.7207086249982,260.7258919579981,261.7195615829987,261.70909687499807,258.3912695830004,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
56,0,56,up,0.5909381660021609,None,None,56,0,56,0,261.7195615829987,,,,,,,,,261.7098536669946,261.7195615829987,0.00405716599925654,262.7035764579996,57,0,0.5,0.7,0.2,262.70403166699543,262.71943104199454,262.71943104199454,262.71943104199454,262.71943104199454,263.3205253329943,up,0.5909381660021609,None,up,0.5909381660021609,0.7,1,263.33383204199345,263.3406396249993,263.3406396249993,263.3406396249993,263.3406396249993,265.3252618749975,NA,NA,265.3259612499969,265.32606029199815,None,265.32616329199664,265.3363559579957,266.3265521249996,266.32047520799824,262.7082940830005,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
57,0,57,left,0.27221287499560276,None,None,57,0,57,0,266.3265521249996,,,,,,,,,266.3211867919963,266.3265521249996,0.0005109580015414394,267.3105748749949,58,0,0.5,0.7,0.2,267.31113787499635,267.3193433329943,267.3193433329943,267.3193433329943,267.3193433329943,267.59425824999926,left,0.27221287499560276,None,left,0.27221287499560276,0.5,0,267.62270374999935,267.63060879199475,267.63060879199475,267.63060879199475,267.63060879199475,269.60324979199504,NA,NA,269.60384416699526,269.60391666699434,None,269.6040767079976,269.6091766249956,270.6029009999984,270.5925358749955,267.3193433329943,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
58,0,58,up,0.660720667001442,None,None,58,0,58,0,270.6029009999984,,,,,,,,,270.59338954199484,270.6029009999984,0.004649959002563264,271.5867385419988,59,0,0.5,0.7,0.2,271.58726662499976,271.6028659999938,271.6028659999938,271.6028659999938,271.6028659999938,272.2719404579984,up,0.660720667001442,None,up,0.660720667001442,0.7,1,272.2987890000004,272.307113291994,272.307113291994,272.307113291994,272.307113291994,274.3722172919952,NA,NA,274.372772499999,274.3728129999945,None,274.37286749999475,274.37694954199833,275.3769155829941,275.37046270800056,271.59204583300016,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
59,0,59,up,0.3659986670027138,None,None,59,0,59,0,275.3769155829941,,,,,,,,,275.37142666699947,275.3769155829941,0.004155125003308058,276.3708396669972,60,0,0.5,0.7,0.2,276.37154466699576,276.3775921669949,276.3775921669949,276.3775921669949,276.3775921669949,276.7554649169979,up,0.3659986670027138,None,up,0.3659986670027138,0.7,1,276.7820590419942,276.79072758300026,276.79072758300026,276.79072758300026,276.79072758300026,278.75841329199466,NA,NA,278.75910449999355,278.75918954199733,None,278.7592907079961,278.7698159579959,279.8091204999946,279.75377058299637,276.3775921669949,,,,33928,001,2025-10-22_14h41.18.164,regret_experiment,2024.2.4,None,0,0.5,0.7,0.2,2025-10-22 14h41.30.403010 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,279.7979108329964,279.8091204999946,,,,,,,,,,,,
