thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,0.009063875011634082,0.018870458006858826,0.018870458006858826,,,,,,,,,,,,
