thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,thisRow.t,notes,Instructions.started,advance_key.started,instruction_image.started,Instructions.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,pointsText1.started,etRecord.started,pointsText1.stopped,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,pointsText2.started,tree1.started,tree2.started,tree3.started,etRecord_2.started,pointsText2.stopped,appleImage.stopped,tree1.stopped,tree2.stopped,tree3.stopped,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,,,,,,,,,,,0.05887666599301156,0.10384374999557622,0.10384374999557622,10.685201582993614,space,10.022748208008124,0.11342329200124368,,,,,0,0.7,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492835,001,2025-08-06_14h08.48.672,regret_experiment,2024.2.4,120.31227144969777,0,0.7,0.2,0.5,2025-08-06 14h09.02.055496 -0700,
0,0,0,0,0,0,0,,,,10.9864247910009,,,,,,,,,10.689613458001986,10.9864247910009,11.686376790996292,1,0,0.7,0.2,0.5,11.686480999997002,12.713535916002002,12.713535916002002,12.713535916002002,12.713535916002002,12.713535916002002,0.0013257090031402186,13.704325582992169,14.888786499999696,up,2.168813708005473,None,up,2.168813708005473,0.2,0,14.903506415997981,15.929219249999733,15.929219249999733,15.929219249999733,15.929219249999733,15.929219249999733,0.014722749998327345,16.9808578749944,17.921014291001484,17.921014291001484,17.921014291001484,17.921014291001484,,,,,,,0,0.7,0.2,0.5,,
