thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,regret_rating,regret_rt,RegretRating.started,RegretRating.stopped,trials.regret_key.keys,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,trials.regret_key.rt,trials.regret_key.duration,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
,,,,,,,,,,,,,,,0.009810959047172219,0.020294625021051615,0.020294625021051615,2.2650067090289667,space,2.2039357920293696,None,,,,,,1,0.2,0.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076752,001,2025-08-13_16h20.41.907,regret_experiment,2024.2.4,None,1,0.2,0.7,0.5,2025-08-13 16h20.48.788582 -0700,
0,0,0,up,1.8334330000216141,None,None,,,0,0,0,0,2.8217292920453474,,,,,,,,,2.2667274170089513,2.8217292920453474,0.0016730829956941307,3.277504500001669,1,1,0.2,0.7,0.5,3.2776829170179553,3.2848670840030536,3.2848670840030536,3.2848670840030536,3.2848670840030536,5.129302209010348,up,1.8334330000216141,None,up,1.8334330000216141,0.7,1,5.150115334021393,5.272772750002332,5.272772750002332,5.272772750002332,5.272772750002332,7.133708709036,NA,NA,7.134028792032041,7.134088042017538,None,7.134173209022265,7.144193459011149,8.145345209049992,8.129095584037714,,,,,,,,,,,,076752,001,2025-08-13_16h20.41.907,regret_experiment,2024.2.4,None,1,0.2,0.7,0.5,2025-08-13 16h20.48.788582 -0700,
1,0,1,left,1.422749959048815,None,None,,,1,0,1,0,8.145345209049992,,,,,,,,,8.129482125048526,8.145345209049992,0.011249624949414283,9.128900667012203,2,1,0.2,0.7,0.5,9.129139584023505,9.144637625024188,9.144637625024188,9.144637625024188,9.144637625024188,10.580098792037461,left,1.422749959048815,None,left,1.422749959048815,0.2,1,10.598868291999679,10.60839395900257,10.60839395900257,10.60839395900257,10.60839395900257,12.595222959003877,NA,NA,12.595517292036675,12.595576292020269,None,12.595699333993252,12.611849834036548,13.773813875042833,13.59525845904136,9.144637625024188,,,,,,,,,,,076752,001,2025-08-13_16h20.41.907,regret_experiment,2024.2.4,None,1,0.2,0.7,0.5,2025-08-13 16h20.48.788582 -0700,
2,0,2,up,2.935090749990195,None,2,4.700824125029612,None,2,0,2,0,13.773813875042833,,,,,,,,,13.595663084008265,13.773813875042833,3.529194509610534e-05,14.598322459030896,3,1,0.2,0.7,0.5,14.598557999997865,14.610852375044487,14.610852375044487,14.610852375044487,14.610852375044487,17.553504792042077,up,2.935090749990195,None,up,2.935090749990195,0.7,0,17.573735125013627,17.581883709004615,17.581883709004615,17.581883709004615,17.581883709004615,19.561476209026296,2,4.700824125029612,19.576180042000487,24.296721292019356,2,24.296943916997407,24.311403167026583,25.311896042025182,25.295663375000004,,19.586595834000036,19.586595834000036,19.586595834000036,19.586595834000036,19.586595834000036,4.700824125029612,None,,,,076752,001,2025-08-13_16h20.41.907,regret_experiment,2024.2.4,None,1,0.2,0.7,0.5,2025-08-13 16h20.48.788582 -0700,
3,0,3,right,1.22366412502015,None,None,,,3,0,3,0,25.311896042025182,,,,,,,,,25.29609108401928,25.311896042025182,-0.00075104198185727,26.29998458403861,4,1,0.2,0.7,0.5,26.300306499993894,26.310859791992698,26.310859791992698,26.310859791992698,26.310859791992698,27.546416209021118,right,1.22366412502015,None,right,1.22366412502015,0.5,1,27.5657351250411,27.5739848340163,27.5739848340163,27.5739848340163,27.5739848340163,29.56211554200854,NA,NA,29.562377416994423,29.562433500017505,None,29.56252212502295,29.567777334013954,30.578109959024005,30.562411959050223,,,,,,,,,,,,076752,001,2025-08-13_16h20.41.907,regret_experiment,2024.2.4,None,1,0.2,0.7,0.5,2025-08-13 16h20.48.788582 -0700,
4,0,4,left,1.1981239590095356,None,1,1.176403958001174,None,4,0,4,0,30.578109959024005,,,,,,,,,30.562810167029966,30.578109959024005,0.0003416250110603869,31.562351959000807,5,1,0.2,0.7,0.5,31.562594584014732,31.57877920899773,31.57877920899773,31.57877920899773,31.57877920899773,32.77995312504936,left,1.1981239590095356,None,left,1.1981239590095356,0.2,0,32.800212709000334,32.80805541703012,32.80805541703012,32.80805541703012,32.80805541703012,34.795198959007394,1,1.176403958001174,34.80741670902353,35.99649820901686,1,35.99662099999841,36.01148650003597,37.0119332090253,36.995631084020715,31.57877920899773,34.81436120904982,34.81436120904982,34.81436120904982,34.81436120904982,34.81436120904982,1.176403958001174,None,,,,076752,001,2025-08-13_16h20.41.907,regret_experiment,2024.2.4,None,1,0.2,0.7,0.5,2025-08-13 16h20.48.788582 -0700,
5,0,5,up,1.2928848749725148,None,2,2.68383483402431,None,5,0,5,0,37.0119332090253,,,,,,,,,36.99601487501059,37.0119332090253,-0.000541832996532321,37.995026667020284,6,1,0.2,0.7,0.5,37.99528733402258,38.01097150001442,38.01097150001442,38.01097150001442,38.01097150001442,39.313975833996665,up,1.2928848749725148,None,up,1.2928848749725148,0.7,0,39.333697249996476,39.34156762500061,39.34156762500061,39.34156762500061,39.34156762500061,41.31587083404884,2,2.68383483402431,41.323629792022984,44.02948229201138,2,44.02960804203758,44.04423629201483,45.044246459030546,45.02836991701042,38.01097150001442,41.33143837499665,41.33143837499665,41.33143837499665,41.33143837499665,41.33143837499665,2.68383483402431,None,,,,076752,001,2025-08-13_16h20.41.907,regret_experiment,2024.2.4,None,1,0.2,0.7,0.5,2025-08-13 16h20.48.788582 -0700,
6,0,6,right,0.40478137496393174,None,None,,,6,0,6,0,45.044246459030546,,,,,,,,,45.02874437504215,45.044246459030546,-0.0008008750155568123,46.028163917013444,7,1,0.2,0.7,0.5,46.02842191699892,46.033574959030375,46.033574959030375,46.033574959030375,46.033574959030375,46.44613400002709,right,0.40478137496393174,None,right,0.40478137496393174,0.5,1,46.464473417028785,46.47161574999336,46.47161574999336,46.47161574999336,46.47161574999336,48.46191416704096,NA,NA,48.462188709003385,48.46224670903757,None,48.462327792018186,48.47805033402983,49.46703062503366,49.4612412090064,46.033574959030375,,,,,,,,,,,076752,001,2025-08-13_16h20.41.907,regret_experiment,2024.2.4,None,1,0.2,0.7,0.5,2025-08-13 16h20.48.788582 -0700,
7,0,7,up,0.6198482920299284,None,None,,,7,0,7,0,49.46703062503366,,,,,,,,,49.46162300003925,49.46703062503366,-0.0006510000093840063,50.46162316703703,8,1,0.2,0.7,0.5,50.46188950003125,50.46725895901909,50.46725895901909,50.46725895901909,50.46725895901909,51.09534233401064,up,0.6198482920299284,None,up,0.6198482920299284,0.7,1,51.11384754203027,51.120591875049286,51.120591875049286,51.120591875049286,51.120591875049286,53.112177125003655,NA,NA,53.112455792026594,53.11251591704786,None,53.11259295901982,53.128160917025525,54.11646062502405,54.11115258402424,50.46725895901909,,,,,,,,,,,076752,001,2025-08-13_16h20.41.907,regret_experiment,2024.2.4,None,1,0.2,0.7,0.5,2025-08-13 16h20.48.788582 -0700,
8,0,8,left,0.8228005409473553,None,None,,,8,0,8,0,54.11646062502405,,,,,,,,,54.11153179203393,54.11646062502405,0.003943624964449555,55.11229383404134,9,1,0.2,0.7,0.5,55.112568959011696,55.12768391700229,55.12768391700229,55.12768391700229,55.12768391700229,55.96319141704589,left,0.8228005409473553,None,left,0.8228005409473553,0.2,1,55.98114762501791,55.98857583402423,55.98857583402423,55.98857583402423,55.98857583402423,57.96601162501611,NA,NA,57.96647775004385,57.9665479590185,None,57.966668334032875,57.977529417024925,58.97802858403884,58.961910792044364,55.12768391700229,,,,,,,,,,,076752,001,2025-08-13_16h20.41.907,regret_experiment,2024.2.4,None,1,0.2,0.7,0.5,2025-08-13 16h20.48.788582 -0700,
