thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,regret_rating,regret_rt,RegretRating.started,RegretRating.stopped,trials.regret_key.keys,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
35,0,35,up,0.5055339579994325,None,None,35,0,35,0,180.17788000000292,,,,,,,,,180.17326729101478,180.17788000000292,0.007703125011175871,181.17256270800135,36,0,0.7,0.5,0.2,181.1728059159941,181.17797591601266,181.17797591601266,181.17797591601266,181.17797591601266,181.69009033299517,up,0.5055339579994325,None,up,0.5055339579994325,0.5,1,181.70433475001482,181.7116642910114,181.7116642910114,181.7116642910114,181.7116642910114,183.6943957080075,NA,NA,183.69490870801383,183.694964291004,None,183.69502266601194,183.70571079099318,184.70524562499486,184.69355125000584,181.17797591601266,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
36,0,36,left,0.26726466600666754,None,None,36,0,36,0,184.70524562499486,,,,,,,,,184.69385391598917,184.70524562499486,0.010338416002923623,185.69007633300498,37,0,0.7,0.5,0.2,185.69051354099065,185.69658183300635,185.69658183300635,185.69658183300635,185.69658183300635,185.97502045799047,left,0.26726466600666754,None,left,0.26726466600666754,0.7,1,185.98720062500797,185.99422908300767,185.99422908300767,185.99422908300767,185.99422908300767,187.9791478330153,NA,NA,187.9797062080179,187.97973766599898,None,187.97978420800064,187.98888958300813,188.98807412499445,188.9759678330156,185.69658183300635,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
37,0,37,up,0.48294979199999943,None,None,37,0,37,0,188.98807412499445,,,,,,,,,188.976330333011,188.98807412499445,0.008377167017897591,189.9715590410051,38,0,0.7,0.5,0.2,189.97180120801204,189.97699166601524,189.97699166601524,189.97699166601524,189.97699166601524,190.46268883300945,up,0.48294979199999943,None,up,0.48294979199999943,0.5,1,190.47584387499955,190.48448949999874,190.48448949999874,190.48448949999874,190.48448949999874,192.47154979099287,NA,NA,192.47199916600948,192.47203720800462,None,192.47211687499657,192.47683879101533,193.47183941601543,193.46086308298982,189.97699166601524,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
38,0,38,left,0.5983435830275994,None,None,38,0,38,0,193.47183941601543,,,,,,,,,193.46160145799513,193.47183941601543,-0.00018524998449720442,194.45557316599297,39,0,0.7,0.5,0.2,194.455820416013,194.4609419160115,194.4609419160115,194.4609419160115,194.4609419160115,195.06222925000475,left,0.5983435830275994,None,left,0.5983435830275994,0.7,1,195.07621625001775,195.08308308300911,195.08308308300911,195.08308308300911,195.08308308300911,197.0719761250075,NA,NA,197.0729471250088,197.07306462500128,None,197.07318287499947,197.0782029160182,198.07614829100203,198.07118395800353,194.4609419160115,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
39,0,39,left,0.48532637499738485,None,None,39,0,39,0,198.07614829100203,,,,,,,,,198.07153929100605,198.07614829100203,0.003106709016719833,199.0596801250067,40,0,0.7,0.5,0.2,199.05999025001074,199.07121908300905,199.07121908300905,199.07121908300905,199.07121908300905,199.5615970409999,left,0.48532637499738485,None,left,0.48532637499738485,0.7,1,199.57508300000336,199.5822286249895,199.5822286249895,199.5822286249895,199.5822286249895,201.57114941600594,NA,NA,201.5719350829895,201.572052833013,None,201.57217525001033,201.57775558301364,202.57774733300903,202.5720218750066,199.07121908300905,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
40,0,40,up,0.5033490000059828,None,None,40,0,40,0,202.57774733300903,,,,,,,,,202.57240466601797,202.57774733300903,0.00028450001263991,203.57263141599833,41,0,0.7,0.5,0.2,203.573177415994,203.57881245799945,203.57881245799945,203.57881245799945,203.57881245799945,204.08924804101116,up,0.5033490000059828,None,up,0.5033490000059828,0.5,1,204.10155804100214,204.1093814999913,204.1093814999913,204.1093814999913,204.1093814999913,206.09367741600727,NA,NA,206.0942796659947,206.0943145409983,None,206.09436958300648,206.1040719159937,207.0949403750128,207.0886914159928,203.57881245799945,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
41,0,41,left,0.31192687500151806,None,None,41,0,41,0,207.0949403750128,,,,,,,,,207.08930408299784,207.0949403750128,0.0006937079888302833,208.0880212910124,42,0,0.7,0.5,0.2,208.08829633300775,208.09345491600106,208.09345491600106,208.09345491600106,208.09345491600106,208.41200775001198,left,0.31192687500151806,None,left,0.31192687500151806,0.7,1,208.42360933299642,208.43020883301506,208.43020883301506,208.43020883301506,208.43020883301506,210.42152720800368,NA,NA,210.4222056250146,210.4223313750117,None,210.4224488750042,210.42817512500915,211.42936262500007,211.42222212499473,208.09345491600106,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
42,0,42,up,0.6229670830070972,None,None,42,0,42,0,211.42936262500007,,,,,,,,,211.42345020800713,211.42936262500007,0.0010907079849857837,212.42114679099177,43,0,0.7,0.5,0.2,212.4214198749978,212.42655670800013,212.42655670800013,212.42655670800013,212.42655670800013,213.05543066599057,up,0.6229670830070972,None,up,0.6229670830070972,0.5,0,213.06893295800546,213.07564679099596,213.07564679099596,213.07564679099596,213.07564679099596,215.06078904101742,NA,NA,215.06130741600646,215.06133566601784,None,215.0613860829908,215.07087612501346,216.05942725000205,216.05458229099168,212.42655670800013,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
43,0,43,right,0.31908654200378805,None,None,43,0,43,0,216.05942725000205,,,,,,,,,216.0549020000035,216.05942725000205,0.008251499995822087,217.04461304101278,44,0,0.7,0.5,0.2,217.04489179101074,217.05372391600395,217.05372391600395,217.05372391600395,217.05372391600395,217.37705479099532,right,0.31908654200378805,None,right,0.31908654200378805,0.2,0,217.38961491599912,217.39629145798972,217.39629145798972,217.39629145798972,217.39629145798972,219.38746629099478,NA,NA,219.38787908299128,219.387911791011,None,219.38796683299006,219.39348495801096,220.3928768330079,220.38737729101558,217.05372391600395,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
44,0,44,left,0.40634874999523163,None,None,44,0,44,0,220.3928768330079,,,,,,,,,220.38782758300658,220.3928768330079,-0.00010516701149754226,221.37913754099282,45,0,0.7,0.5,0.2,221.37969258299563,221.38833074999275,221.38833074999275,221.38833074999275,221.38833074999275,221.80568341599428,left,0.40634874999523163,None,left,0.40634874999523163,0.7,1,221.8188644160109,221.8268621659954,221.8268621659954,221.8268621659954,221.8268621659954,223.8091458750132,NA,NA,223.80970516600064,223.8097449580091,None,223.80980016599642,223.82061075000092,224.81930766601,224.8084196659911,221.38833074999275,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
45,0,45,up,0.5306739169755019,None,None,45,0,45,0,224.81930766601,,,,,,,,,224.808863208018,224.81930766601,-0.000894750002771616,225.80317195801763,46,0,0.7,0.5,0.2,225.80341633301578,225.80835162498988,225.80835162498988,225.80835162498988,225.80835162498988,226.34452916600276,up,0.5306739169755019,None,up,0.5306739169755019,0.5,1,226.35780895801145,226.3648019579996,226.3648019579996,226.3648019579996,226.3648019579996,228.35318645799998,NA,NA,228.3536724160076,228.35372037501656,None,228.3537787499954,228.35839666600805,229.35242991600535,229.3434726250125,225.80835162498988,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
46,0,46,left,0.4606817079766188,None,None,46,0,46,0,229.35242991600535,,,,,,,,,229.34384554100689,229.35242991600535,0.004010333010228351,230.33792600000743,47,0,0.7,0.5,0.2,230.33851529099047,230.34451512500527,230.34451512500527,230.34451512500527,230.34451512500527,230.80985941601102,left,0.4606817079766188,None,left,0.4606817079766188,0.7,1,230.8229887500056,230.82971254101722,230.82971254101722,230.82971254101722,230.82971254101722,232.82013908299268,NA,NA,232.8205575000029,232.82058745800168,None,232.82064154100954,232.8251980410132,233.81990316600422,233.80843429101515,230.34451512500527,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
47,0,47,up,0.472202417004155,None,None,47,0,47,0,233.81990316600422,,,,,,,,,233.8087587080081,233.81990316600422,-0.0005936249799560755,234.80369612501818,48,0,0.7,0.5,0.2,234.80394025001442,234.8088931660168,234.8088931660168,234.8088931660168,234.8088931660168,235.28799970800173,up,0.472202417004155,None,up,0.472202417004155,0.5,1,235.30254183299257,235.3093330830161,235.3093330830161,235.3093330830161,235.3093330830161,237.2934585000039,NA,NA,237.293967583013,237.29399545799242,None,237.29404087501462,237.30283533301554,238.29114124999614,238.28607329100487,234.8088931660168,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
48,0,48,left,0.372505875013303,None,None,48,0,48,0,238.29114124999614,,,,,,,,,238.28642387498985,238.29114124999614,0.009409666003193706,239.27454941600445,49,0,0.7,0.5,0.2,239.27485366599285,239.29283179101185,239.29283179101185,239.29283179101185,239.29283179101185,239.67112137499498,left,0.372505875013303,None,left,0.372505875013303,0.7,1,239.68333150001126,239.6900770830107,239.6900770830107,239.6900770830107,239.6900770830107,241.67506104099448,NA,NA,241.67587733300752,241.6759789159987,None,241.6760889159923,241.6864542500116,242.6765157910122,242.67124733299715,239.28635199999553,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
49,0,49,right,0.3343939160113223,None,None,49,0,49,0,242.6765157910122,,,,,,,,,242.67175041598966,242.6765157910122,0.0005615410045720637,243.6692307080084,50,0,0.7,0.5,0.2,243.66951045801397,243.67459766601678,243.67459766601678,243.67459766601678,243.67459766601678,244.01053029100876,right,0.3343939160113223,None,right,0.3343939160113223,0.2,0,244.02366929099662,244.03052583298995,244.03052583298995,244.03052583298995,244.03052583298995,246.01954195799772,NA,NA,246.01987970800838,246.01990983300493,None,246.01996304100612,246.02443108300213,247.0192490410118,247.00858887500362,243.67459766601678,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
50,0,50,up,0.6551149169972632,None,None,50,0,50,0,247.0192490410118,,,,,,,,,247.00892366599874,247.0192490410118,-0.0005343749944586307,248.00383883301402,51,0,0.7,0.5,0.2,248.00442654101062,248.00979145799647,248.00979145799647,248.00979145799647,248.00979145799647,248.67031170800328,up,0.6551149169972632,None,up,0.6551149169972632,0.5,0,248.68301091599278,248.69046304101357,248.69046304101357,248.69046304101357,248.69046304101357,250.67422583300504,NA,NA,250.67472158299643,250.67476145800902,None,250.67481758299982,250.68597945800866,251.67515195801388,251.66945250000572,248.00979145799647,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
51,0,51,left,0.4373221249843482,None,None,51,0,51,0,251.67515195801388,,,,,,,,,251.6698607080034,251.67515195801388,0.0005526249879039824,252.66952345799655,52,0,0.7,0.5,0.2,252.66980916599277,252.67511187499622,252.67511187499622,252.67511187499622,252.67511187499622,253.12065979099134,left,0.4373221249843482,None,left,0.4373221249843482,0.7,1,253.13507079100236,253.14373170799809,253.14373170799809,253.14373170799809,253.14373170799809,255.12538012501318,NA,NA,255.1262360830151,255.12627945799613,None,255.12633533301414,255.135902790993,256.1246140410076,256.11935020799865,252.67511187499622,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
52,0,52,up,0.6523163340170868,None,None,52,0,52,0,256.1246140410076,,,,,,,,,256.1196692910162,256.1246140410076,0.00931141700129956,257.108767083002,53,0,0.7,0.5,0.2,257.10900537500856,257.12438312501763,257.12438312501763,257.12438312501763,257.12438312501763,257.78635475001647,up,0.6523163340170868,None,up,0.6523163340170868,0.5,1,257.80002245801734,257.8070856659906,257.8070856659906,257.8070856659906,257.8070856659906,259.7915087080037,NA,NA,259.7920279999962,259.792062833003,None,259.79211595800007,259.80220179099706,260.7917247500154,260.78633879098925,257.119024500018,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
53,0,53,left,0.4082663750159554,None,None,53,0,53,0,260.7917247500154,,,,,,,,,260.78693858301267,260.7917247500154,-0.0002787080011330545,261.7861930410145,54,0,0.7,0.5,0.2,261.786429166008,261.79182979100733,261.79182979100733,261.79182979100733,261.79182979100733,262.20369441600633,left,0.4082663750159554,None,left,0.4082663750159554,0.7,1,262.2171212499961,262.2245592499967,262.2245592499967,262.2245592499967,262.2245592499967,264.20716054100194,NA,NA,264.20838975001243,264.2084228750027,None,264.20848758300417,264.218772082997,265.20762220799224,265.2024865830026,261.79182979100733,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
54,0,54,up,0.6073228750028647,None,None,54,0,54,0,265.20762220799224,,,,,,,,,265.2028203330119,265.20762220799224,-0.0007255000236909837,266.1908464579901,55,0,0.7,0.5,0.2,266.1913238330162,266.2087474580039,266.2087474580039,266.2087474580039,266.2087474580039,266.82033849999425,up,0.6073228750028647,None,up,0.6073228750028647,0.5,1,266.8352097909956,266.84403816598933,266.84403816598933,266.84403816598933,266.84403816598933,268.8262652080157,NA,NA,268.8267522499955,268.82679283301695,None,268.8268495000084,268.834771875001,269.8239034579892,269.81888624999556,266.20228183301515,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
55,0,55,left,0.6873800409957767,None,None,55,0,55,0,269.8239034579892,,,,,,,,,269.81916970800376,269.8239034579892,0.007177541992859915,270.81851454099524,56,0,0.7,0.5,0.2,270.8187940409989,270.8240828330163,270.8240828330163,270.8240828330163,270.8240828330163,271.5199105410138,left,0.6873800409957767,None,left,0.6873800409957767,0.7,1,271.531662666006,271.5388013749907,271.5388013749907,271.5388013749907,271.5388013749907,273.52328645801754,NA,NA,273.52430950000416,273.5244149999926,None,273.52453925000736,273.53436437499477,274.5230285410071,274.5177196250006,270.8240828330163,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
56,0,56,right,0.39322374999755993,None,None,56,0,56,0,274.5230285410071,,,,,,,,,274.5181095000007,274.5230285410071,0.010968499991577119,275.5090347910009,57,0,0.7,0.5,0.2,275.5093329999945,275.5177312500018,275.5177312500018,275.5177312500018,275.5177312500018,275.9194271250162,right,0.39322374999755993,None,right,0.39322374999755993,0.2,0,275.9331756250176,275.9400292079954,275.9400292079954,275.9400292079954,275.9400292079954,277.92383600000176,NA,NA,277.9244544579997,277.92448954100837,None,277.9245353330043,277.9343192910019,278.9236498750106,278.9187112500076,275.5177312500018,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
57,0,57,up,0.5485071660077665,None,None,57,0,57,0,278.9236498750106,,,,,,,,,278.9190695830039,278.9236498750106,-0.0007759169966448098,279.91768687500735,58,0,0.7,0.5,0.2,279.918036957999,279.92314308299683,279.92314308299683,279.92314308299683,279.92314308299683,280.4752300410182,up,0.5485071660077665,None,up,0.5485071660077665,0.5,0,280.4878335829999,280.49458258299273,280.49458258299273,280.49458258299273,280.49458258299273,282.4841571249999,NA,NA,282.48469483299414,282.484729000018,None,282.4847863749892,282.48932783299824,283.48461170800147,283.4748195410066,279.92314308299683,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
58,0,58,left,0.38965325002209283,None,None,58,0,58,0,283.48461170800147,,,,,,,,,283.4751763330132,283.48461170800147,-3.704198752529919e-05,284.4682970409922,59,0,0.7,0.5,0.2,284.4685432499973,284.4736935830151,284.4736935830151,284.4736935830151,284.4736935830151,284.86890479101567,left,0.38965325002209283,None,left,0.38965325002209283,0.7,0,284.88254462499754,284.88933708300465,284.88933708300465,284.88933708300465,284.88933708300465,286.87481875001686,NA,NA,286.87534762499854,286.8753775410005,None,286.8754354160046,286.88439912500326,287.8831053750182,287.87211875000503,284.4736935830151,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
59,0,59,up,0.628070500009926,None,None,59,0,59,0,287.8831053750182,,,,,,,,,287.87245141601306,287.8831053750182,0.007786625006701797,288.86834491600166,60,0,0.7,0.5,0.2,288.8685537909914,288.87515300000086,288.87515300000086,288.87515300000086,288.87515300000086,289.5094328330015,up,0.628070500009926,None,up,0.628070500009926,0.5,0,289.5225161249982,289.5294026659976,289.5294026659976,289.5294026659976,289.5294026659976,291.51756141599617,NA,NA,291.5180838750093,291.51819662499474,None,291.5183118749992,291.5237657910038,292.55911920801736,292.5175905000069,288.87515300000086,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,292.5489445409912,292.55911920801736,,,,,,,,,,,,
