pid,condition,trial_index,type_lab,choice,choice_rt,choice_prob,points,regret,regret_rt,tree_1,tree_2,tree_3,totalpoints,final_points,tree_best,tree_medium,tree_worst,choice_goodbad,event_type,label,msg_time,i.start,i.end,sac_gstx,sac_gsty,sac_genx,sac_geny,sac_duration,fix_gstx,fix_gsty,fix_genx,fix_geny,fix_duration
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,17671,17690,772.20001220703125,927.5999755859376,700.20001220703125,934.20001220703125,19,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,17867,18031,695.70001220703125,939.70001220703125,867.5999755859375,921.0999755859376,164,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,18194,18213,854.70001220703125,923.79998779296875,851.70001220703125,872.0999755859375,19,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,18402,18426,853.70001220703125,849,925,822.9000244140625,24,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,18616,18648,942,825,758,840.5999755859375,32,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,18730,18924,748,853.70001220703125,747.70001220703125,854.0999755859375,194,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,19021,19053,871.29998779296875,848.70001220703125,1028.699951171875,965.4000244140624,32,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,19174,19183,1030.5999755859375,960.5,1029.0999755859375,942.5,9,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,19438,19467,1029.5999755859375,934.5,861.5999755859375,908.29998779296875,29,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,19608,19966,834.5,920,834.5999755859375,920.79998779296875,358,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,20042,20057,766.29998779296875,923.79998779296875,814.9000244140625,937.5999755859376,15,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,20435,20440,831.5999755859375,933.70001220703125,839.79998779296875,926.4000244140624,5,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,20792,20803,846.0999755859375,937.5,832.70001220703125,919.5,11,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,21043,21067,833.20001220703125,920.5,706.4000244140625,941,24,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,21255,21488,692.20001220703125,945.20001220703125,782.70001220703125,932.79998779296875,233,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,21566,21583,785.70001220703125,928.4000244140624,845.0999755859375,903.4000244140624,17,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,21856,21892,854.20001220703125,888.0999755859375,712,772.5,36,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,22094,22123,690.4000244140625,773.29998779296875,699.29998779296875,915.4000244140624,29,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,22437,22448,690.20001220703125,922.5,671.9000244140625,912.5999755859376,11,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,22709,22735,665.0999755859375,915.20001220703125,817.4000244140625,917.29998779296875,26,NA,NA,NA,NA,NA
64132,regret,3,regret,1,0.45845220796763897,0.5,0,2,7.927681708009914,0.5,0.7,0.2,2,372,2,1,3,medium,saccade,REGRET_3,15050,23280,23321,845.5999755859375,919.9000244140624,881.5,751.5,41,NA,NA,NA,NA,NA
